"","found_taxa","worms_name","verbatim_name","gbif_name","ncbi_name","ncbi_commonname","gbif_usagekey","ncbi_uid","gbif_status","worms_aphiaid","worms_status","freshwater_only","kingdom","phylum","class","order","family","genus","compare_name","in_region"
"799","Lagocephalus lunaris","Lagocephalus lunaris","Lagocephalus lunaris","Lagocephalus lunaris","Lagocephalus lunaris","lunartail puffer",2407773,204814,"accepted",219957,"accepted",0,"Animalia","Chordata","Teleostei","Tetraodontiformes","Tetraodontidae","Lagocephalus","Lagocephalus lunaris","no"
"800","Myxodes viridis","Myxodes viridis","Myxodes viridis","Myxodes viridis","Myxodes viridis",NA,2380293,57828,"accepted",281629,"accepted",0,"Animalia","Chordata","Teleostei","Blenniiformes","Clinidae","Myxodes","Myxodes viridis","no"
"801","Mallotus villosus","Mallotus villosus","Mallotus villosus","Mallotus villosus","Mallotus villosus","capelin",5214420,30960,"accepted",126735,"accepted",0,"Animalia","Chordata","Teleostei","Osmeriformes","Osmeridae","Mallotus","Mallotus villosus","yes"
"802","Eviota kermadecensis","Eviota kermadecensis","Eviota kermadecensis","Eviota kermadecensis","Eviota kermadecensis",NA,7563629,2939085,"accepted",834943,"accepted",0,"Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Eviota","Eviota kermadecensis","no"
"803","Xeniamia atrithorax","Xeniamia atrithorax","Xeniamia atrithorax","Xeniamia atrithorax","Xeniamia atrithorax",NA,8895823,2608480,"accepted",1495366,"accepted",0,"Animalia","Chordata","Teleostei","Kurtiformes","Apogonidae","Xeniamia","Xeniamia atrithorax","no"
"804","Monotaxis grandoculis","Monotaxis grandoculis","Monotaxis grandoculis","Monotaxis grandoculis","Monotaxis grandoculis","humpnose big-eye bream",5208715,384591,"accepted",218584,"accepted",0,"Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Lethrinidae","Monotaxis","Monotaxis grandoculis","yes"
"805","Promethichthys prometheus","Promethichthys prometheus","Promethichthys prometheus","Promethichthys prometheus","Promethichthys prometheus",NA,2397743,349644,"accepted",126866,"accepted",0,"Animalia","Chordata","Teleostei","Scombriformes","Gempylidae","Promethichthys","Promethichthys prometheus","yes"
"806","Tylosurus melanotus","Tylosurus melanotus","Tylosurus acus melanotus","Tylosurus acus melanotus","Tylosurus acus melanotus","keel-jawed needle fish",6167907,129076,"accepted",213650,"unaccepted",0,"Animalia","Chordata","Teleostei","Beloniformes","Belonidae","Tylosurus","Tylosurus melanotus","no"
"807","Tylosurus acus","Tylosurus acus","Tylosurus acus","Tylosurus acus","Tylosurus acus","Agujon needlefish",4286156,129073,"accepted",126378,"accepted",0,"Animalia","Chordata","Teleostei","Beloniformes","Belonidae","Tylosurus","Tylosurus acus","no"
"808","Parascorpaena mossambica","Parascorpaena mossambica","Parascorpaena mossambica","Parascorpaena mossambica","Parascorpaena mossambica","Mozambique scorpionfish",2334490,1003773,"accepted",218066,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Scorpaenidae","Parascorpaena","Parascorpaena mossambica","no"
"809","Diretmus argenteus","Diretmus argenteus","Diretmus argenteus","Diretmus argenteus","Diretmus argenteus","silver spinyfin",2356678,88682,"accepted",126398,"accepted",0,"Animalia","Chordata","Teleostei","Trachichthyiformes","Diretmidae","Diretmus","Diretmus argenteus","no"
"810","Tylosurus crocodilus","Tylosurus crocodilus","Tylosurus crocodilus crocodilus","Tylosurus crocodilus crocodilus","Tylosurus crocodilus crocodilus","hound needlefish",7193247,129078,"synonym",159259,"unaccepted",0,"Animalia","Chordata","Teleostei","Beloniformes","Belonidae","Tylosurus","Tylosurus crocodilus","yes"
"811","Stenobrachius leucopsarus","Stenobrachius leucopsarus","Stenobrachius leucopsarus","Stenobrachius leucopsarus","Stenobrachius leucopsarus","northern lampfish",2405766,91658,"accepted",254363,"accepted",0,"Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Stenobrachius","Stenobrachius leucopsarus","yes"
"812","Stenobrachius nannochir","Stenobrachius nannochir","Stenobrachius nannochir","Stenobrachius nannochir","Stenobrachius nannochir","garnet lanternfish",2405772,123240,"accepted",254364,"accepted",0,"Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Stenobrachius","Stenobrachius nannochir","yes"
"813","Anguilla reinhardtii","Anguilla reinhardtii","Anguilla reinhardtii","Anguilla reinhardtii","Anguilla reinhardtii","speckled longfin eel",5213034,48165,"accepted",271711,"accepted",0,"Animalia","Chordata","Teleostei","Anguilliformes","Anguillidae","Anguilla","Anguilla reinhardtii","no"
"814","Sebastapistes tinkhami","Sebastapistes tinkhami","Sebastapistes tinkhami","Sebastapistes tinkhami","Sebastapistes tinkhami","darkspotted scorpionfish",5201239,1146990,"accepted",218113,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Scorpaenidae","Sebastapistes","Sebastapistes tinkhami","no"
"815","Upeneus taeniopterus","Upeneus taeniopterus","Upeneus taeniopterus","Upeneus taeniopterus","Upeneus taeniopterus",NA,2396795,2747776,"accepted",218685,"accepted",0,"Animalia","Chordata","Teleostei","Mulliformes","Mullidae","Upeneus","Upeneus taeniopterus","no"
"816","Diretmoides veriginae","Diretmoides veriginae","Diretmoides veriginae","Diretmoides veriginae","Diretmoides veriginae","spinyfish",2356689,181431,"accepted",272205,"accepted",0,"Animalia","Chordata","Teleostei","Trachichthyiformes","Diretmidae","Diretmoides","Diretmoides veriginae","no"
"817","Retropinna semoni","Retropinna semoni","Retropinna semoni","Retropinna semoni","Retropinna semoni","Australian smelt",2410423,182228,"accepted",282569,"accepted",0,"Animalia","Chordata","Teleostei","Osmeriformes","Retropinnidae","Retropinna","Retropinna semoni","no"
"818","Scatophagus argus","Scatophagus argus","Scatophagus argus","Scatophagus argus","Scatophagus argus",NA,2394736,75038,"accepted",276970,"accepted",0,"Animalia","Chordata","Teleostei","Acanthuriformes","Scatophagidae","Scatophagus","Scatophagus argus","no"
"819","Ophiodon elongatus","Ophiodon elongatus","Ophiodon elongatus","Ophiodon elongatus","Ophiodon elongatus",NA,2336521,225387,"accepted",240745,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Hexagrammidae","Ophiodon","Ophiodon elongatus","yes"
"820","Hexagrammos agrammus","Hexagrammos agrammus","Hexagrammos agrammus","Hexagrammos agrammus","Hexagrammos agrammus","spotbelly greenling",2336490,192376,"accepted",279410,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Hexagrammidae","Hexagrammos","Hexagrammos agrammus","no"
"821","Hexagrammos lagocephalus","Hexagrammos lagocephalus","Hexagrammos lagocephalus","Hexagrammos lagocephalus","Hexagrammos lagocephalus","rock greenling",2336464,192377,"accepted",240735,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Hexagrammidae","Hexagrammos","Hexagrammos lagocephalus","yes"
"822","Hexagrammos octogrammus","Hexagrammos octogrammus","Hexagrammos octogrammus","Hexagrammos octogrammus","Hexagrammos octogrammus","masked greenling",2336486,192375,"accepted",254544,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Hexagrammidae","Hexagrammos","Hexagrammos octogrammus","yes"
"823","Hexagrammos stelleri","Hexagrammos stelleri","Hexagrammos stelleri","Hexagrammos stelleri","Hexagrammos stelleri","whitespotted greenling",2336480,192378,"accepted",254545,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Hexagrammidae","Hexagrammos","Hexagrammos stelleri","yes"
"824","Taurocottus bergii","Taurocottus bergii","Taurocottus bergii","Taurocottus bergii","Taurocottus bergii",NA,2333758,1849266,"accepted",282937,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Cottidae","Taurocottus","Taurocottus bergii","no"
"825","Hexagrammos decagrammus","Hexagrammos decagrammus","Hexagrammos decagrammus","Hexagrammos decagrammus","Hexagrammos decagrammus","kelp greenling",2336472,274741,"accepted",240732,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Hexagrammidae","Hexagrammos","Hexagrammos decagrammus","yes"
"826","Blepsias cirrhosus","Blepsias cirrhosus","Blepsias cirrhosus","Blepsias cirrhosus","Blepsias cirrhosus","silverspotted sculpin",2335095,573213,"accepted",279417,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Hemitripteridae","Blepsias","Blepsias cirrhosus","yes"
"827","Blepsias bilobus","Blepsias bilobus","Blepsias bilobus","Blepsias bilobus","Blepsias bilobus","crested sculpin",2335099,980325,"accepted",254540,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Hemitripteridae","Blepsias","Blepsias bilobus","yes"
"828","Leptocottus armatus","Leptocottus armatus","Leptocottus armatus","Leptocottus armatus","Leptocottus armatus","Pacific staghorn sculpin",2333923,214925,"accepted",254345,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Cottidae","Leptocottus","Leptocottus armatus","yes"
"829","Podothecus sachi","Podothecus sachi","Podothecus sachi","Podothecus sachi","Podothecus sachi","tokubire",2337143,255533,"accepted",279434,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Agonidae","Podothecus","Podothecus sachi","no"
"830","Podothecus accipenserinus","Podothecus accipenserinus","Podothecus accipenserinus","Podothecus accipenserinus","Podothecus accipenserinus","sturgeon poacher",2337129,320612,"accepted",254501,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Agonidae","Podothecus","Podothecus accipenserinus","yes"
"831","Podothecus sturioides","Podothecus sturioides","Podothecus sturioides","Podothecus sturioides","Podothecus sturioides",NA,2337136,1633463,"accepted",279435,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Agonidae","Podothecus","Podothecus sturioides","no"
"832","Tilesina gibbosa","Tilesina gibbosa","Tilesina gibbosa","Tilesina gibbosa","Tilesina gibbosa",NA,2337181,255544,"accepted",282981,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Agonidae","Tilesina","Tilesina gibbosa","no"
"833","Pallasina barbata","Pallasina barbata","Pallasina barbata","Pallasina barbata","Pallasina barbata","tubenose poacher",5201645,740932,"accepted",254396,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Agonidae","Pallasina","Pallasina barbata","yes"
"834","Occella dodecaedron","Occella dodecaedron","Occella dodecaedron","Occella dodecaedron","Occella dodecaedron",NA,2337258,1633468,"accepted",254398,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Agonidae","Occella","Occella dodecaedron","yes"
"835","Brachyopsis segaliensis","Brachyopsis segaliensis","Brachyopsis segaliensis","Brachyopsis segaliensis","Brachyopsis segaliensis",NA,2337114,1633465,"accepted",279983,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Agonidae","Brachyopsis","Brachyopsis segaliensis","no"
"836","Trichocottus brashnikovi","Trichocottus brashnikovi","Trichocottus brashnikovi","Trichocottus brashnikovi","Trichocottus brashnikovi","hairhead sculpin",2333914,1054476,"accepted",254355,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Cottidae","Trichocottus","Trichocottus brashnikovi","no"
"837","Triglops scepticus","Triglops scepticus","Triglops scepticus","Triglops scepticus","Triglops scepticus","spectacled sculpin",2334046,274770,"accepted",254531,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Cottidae","Triglops","Triglops scepticus","yes"
"838","Pleurogrammus monopterygius","Pleurogrammus monopterygius","Pleurogrammus monopterygius","Pleurogrammus monopterygius","Pleurogrammus monopterygius","Atka mackerel",2336515,192379,"accepted",282289,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Hexagrammidae","Pleurogrammus","Pleurogrammus monopterygius","yes"
"839","Chesnonia verrucosa","Chesnonia verrucosa","Chesnonia verrucosa","Chesnonia verrucosa","Chesnonia verrucosa","warty poacher",2337175,740928,"accepted",254507,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Agonidae","Chesnonia","Chesnonia verrucosa","yes"
"840","Leptagonus decagonus","Leptagonus decagonus","Leptagonus decagonus","Leptagonus decagonus","Leptagonus decagonus","Atlantic poacher",2337186,1266873,"accepted",127191,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Agonidae","Leptagonus","Leptagonus decagonus","no"
"841","Podothecus veternus","Podothecus veternus","Podothecus veternus","Podothecus veternus","Podothecus veternus",NA,2337142,980341,"accepted",254509,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Agonidae","Podothecus","Podothecus veternus","no"
"842","Sarritor frenatus","Sarritor frenatus","Sarritor frenatus","Sarritor frenatus","Sarritor frenatus","sawback poacher",5201627,274777,"accepted",254374,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Agonidae","Sarritor","Sarritor frenatus","yes"
"843","Bothragonus occidentalis","Bothragonus occidentalis","Bothragonus occidentalis","Bothragonus occidentalis","Bothragonus occidentalis",NA,2337161,1633464,"accepted",279946,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Agonidae","Bothragonus","Bothragonus occidentalis","no"
"844","Artediellus scaber","Artediellus scaber","Artediellus scaber","Artediellus scaber","Artediellus scaber","hamecon",2334273,980324,"accepted",127194,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Cottidae","Artediellus","Artediellus scaber","no"
"845","Hemitripterus bolini","Hemitripterus bolini","Hemitripterus bolini","Hemitripterus bolini","Hemitripterus bolini","bigmouth sculpin",2335114,470227,"accepted",254541,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Hemitripteridae","Hemitripterus","Hemitripterus bolini","yes"
"846","Hemitripterus villosus","Hemitripterus villosus","Hemitripterus villosus","Hemitripterus villosus","Hemitripterus villosus",NA,2335110,255551,"accepted",276257,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Hemitripteridae","Hemitripterus","Hemitripterus villosus","yes"
"847","Arctoscopus japonicus","Arctoscopus japonicus","Arctoscopus japonicus","Arctoscopus japonicus","Arctoscopus japonicus","sailfin sandfish",2390493,148607,"accepted",279686,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Trichodontidae","Arctoscopus","Arctoscopus japonicus","no"
"848","Occella iburia","Occella iburia","Occella iburia","Occella iburia","Occella iburia",NA,2337266,497285,"accepted",279436,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Agonidae","Occella","Occella iburia","no"
"849","Hypsagonus corniger","Hypsagonus corniger","Hypsagonus corniger","Hypsagonus corniger","Hypsagonus corniger",NA,2337163,1633466,"accepted",279424,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Agonidae","Hypsagonus","Hypsagonus corniger","no"
"850","Phasmatocottus ctenopterygius","Phasmatocottus ctenopterygius","Phasmatocottus ctenopterygius","Phasmatocottus ctenopterygius","Phasmatocottus ctenopterygius",NA,2334253,1633518,"accepted",282232,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Cottidae","Phasmatocottus","Phasmatocottus ctenopterygius","no"
"851","Hemilepidotus spinosus","Hemilepidotus spinosus","Hemilepidotus spinosus","Hemilepidotus spinosus","Hemilepidotus spinosus","brown Irish lord",2333952,271501,"accepted",279413,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Cottidae","Hemilepidotus","Hemilepidotus spinosus","yes"
"852","Cottus czerskii","Cottus czerskii","Cottus czerskii","Cottus czerskii","Cottus czerskii","Cherskii's sculpin",2334158,157167,"accepted",1015693,"accepted",1,"Animalia","Chordata","Teleostei","Perciformes","Cottidae","Cottus","Cottus czerskii","no"
"853","Cottus poecilopus","Cottus poecilopus","Cottus poecilopus","Cottus poecilopus","Cottus poecilopus","alpine bullhead",2334159,182643,"accepted",127197,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Cottidae","Cottus","Cottus poecilopus","no"
"854","Hemitripterus americanus","Hemitripterus americanus","Hemitripterus americanus","Hemitripterus americanus","Hemitripterus americanus","sea raven",7938309,8094,"accepted",159518,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Hemitripteridae","Hemitripterus","Hemitripterus americanus","no"
"855","Artediellus uncinatus","Artediellus uncinatus","Artediellus uncinatus","Artediellus uncinatus","Artediellus uncinatus","Arctic hookear sculpin",2334285,1266864,"accepted",127195,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Cottidae","Artediellus","Artediellus uncinatus","no"
"856","Artediellus atlanticus","Artediellus atlanticus","Artediellus atlanticus","Artediellus atlanticus","Artediellus atlanticus","Atlantic hookear sculpin",2334289,980323,"accepted",127193,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Cottidae","Artediellus","Artediellus atlanticus","no"
"857","Cottus asper","Cottus asper","Cottus asper","Cottus asper","Cottus asper","prickly sculpin",2334177,214916,"accepted",274368,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Cottidae","Cottus","Cottus asper","yes"
"858","Cottus beldingii","Cottus beldingii","Cottus beldingii","Cottus beldingii","Cottus beldingii","Paiute sculpin",2334123,304265,"accepted",1019570,"accepted",1,"Animalia","Chordata","Teleostei","Perciformes","Cottidae","Cottus","Cottus beldingii","no"
"859","Gymnocanthus herzensteini","Gymnocanthus herzensteini","Gymnocanthus herzensteini","Gymnocanthus herzensteini","Gymnocanthus herzensteini",NA,2334017,255555,"accepted",274373,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Cottidae","Gymnocanthus","Gymnocanthus herzensteini","no"
