"","ncbi_species","canonicalname","rank","gbif_status","query","worms_query","worms_sciname","worms_aphiaid","original_aphiaid","worms_match","status","unacceptreason","valid_authority","kingdom","phylum","class","order","family","genus","freshwater_only","terrestrial_only","compare_name","in_region"
"1089","Siphateles bicolor eurysoma","Siphateles bicolor eurysoma","subspecies","SYNONYM","Siphateles bicolor eurysoma","Siphateles+bicolor+eurysoma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Siphateles bicolor eurysoma","no"
"1090","Siphateles bicolor thalassinus","Siphateles bicolor thalassinus","subspecies","SYNONYM","Siphateles bicolor thalassinus","Siphateles+bicolor+thalassinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Siphateles bicolor thalassinus","no"
"1091","Siphateles bicolor obesus","Siphateles bicolor obesus","subspecies","SYNONYM","Siphateles bicolor obesus","Siphateles+bicolor+obesus","Siphateles bicolor",1017026,1626924,"Siphateles bicolor obesus","unaccepted","junior synonym","(Girard, 1856)","Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Siphateles",1,0,"Siphateles bicolor","no"
"1092","Squalius pyrenaicus","Squalius pyrenaicus","species","ACCEPTED","Squalius pyrenaicus","Squalius+pyrenaicus","Squalius pyrenaicus",1020756,1020756,"Squalius pyrenaicus","accepted",NA,"(Günther, 1868)","Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Squalius",1,0,"Squalius pyrenaicus","no"
"1093","Leuciscus waleckii waleckii","Leuciscus waleckii waleckii","subspecies","SYNONYM","Leuciscus waleckii waleckii","Leuciscus+waleckii+waleckii","Leuciscus waleckii",1026693,1627471,"Leuciscus waleckii waleckii","unaccepted","senior synonym","(Dybowski, 1869)","Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Leuciscus",1,0,"Leuciscus waleckii","no"
"1094","Rhinichthys osculus thermalis","Rhinichthys osculus thermalis","subspecies","SYNONYM","Rhinichthys osculus thermalis","Rhinichthys+osculus+thermalis","Rhinichthys osculus",592846,1627082,"Rhinichthys osculus thermalis","unaccepted","junior synonym","(Girard, 1856)","Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Rhinichthys",1,0,"Rhinichthys osculus","no"
"1095","Lepidomeda vittata","Lepidomeda vittata","species","ACCEPTED","Lepidomeda vittata","Lepidomeda+vittata","Lepidomeda vittata",1020375,1020375,"Lepidomeda vittata","accepted",NA,"Cope, 1874","Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Lepidomeda",1,0,"Lepidomeda vittata","no"
"1096","Erimonax monachus","Erimonax monachus","species","SYNONYM","Erimonax monachus","Erimonax+monachus","Cyprinella monacha",1421156,1535203,"Erimonax monachus","unaccepted",NA,"(Cope, 1868)","Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Erimonax",1,0,"Cyprinella monacha","no"
"1097","Chrosomus neogaeus","Chrosomus neogaeus","species","ACCEPTED","Chrosomus neogaeus","Chrosomus+neogaeus","Chrosomus neogaeus",1020838,1020838,"Chrosomus neogaeus","accepted",NA,"(Cope, 1867)","Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Chrosomus",1,0,"Chrosomus neogaeus","no"
"1098","Gila ditaenia","Gila ditaenia","species","ACCEPTED","Gila ditaenia","Gila+ditaenia","Gila ditaenia",1014404,1014404,"Gila ditaenia","accepted",NA,"Miller, 1945","Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Gila",1,0,"Gila ditaenia","no"
"1099","Rhynchocypris lagowskii","Rhynchocypris lagowskii","species","ACCEPTED","Rhynchocypris lagowskii","Rhynchocypris+lagowskii","Rhynchocypris lagowskii",1026870,1026870,"Rhynchocypris lagowskii","accepted",NA,"(Dybowski, 1869)","Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Rhynchocypris",1,0,"Rhynchocypris lagowskii","no"
"1100","Exoglossum maxillingua","Exoglossum maxillingua","species","ACCEPTED","Exoglossum maxillingua","Exoglossum+maxillingua","Exoglossum maxillingua",1026585,1026585,"Exoglossum maxillingua","accepted",NA,"(Lesueur, 1817)","Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Exoglossum",1,0,"Exoglossum maxillingua","no"
"1101","Opsariichthys acutipinnis","Opsariichthys acutipinnis","species","SYNONYM","Opsariichthys acutipinnis","Opsariichthys+acutipinnis","Zacco acutipinnis",1013564,1535045,"Opsariichthys acutipinnis","unaccepted",NA,"(Bleeker, 1871)","Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Opsariichthys",1,0,"Zacco acutipinnis","no"
"1102","Coreoleuciscus splendidus","Coreoleuciscus splendidus","species","ACCEPTED","Coreoleuciscus splendidus","Coreoleuciscus+splendidus","Coreoleuciscus splendidus",1015267,1015267,"Coreoleuciscus splendidus","accepted",NA,"Mori, 1935","Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Coreoleuciscus",1,0,"Coreoleuciscus splendidus","no"
"1103","Coreoleuciscus aeruginos","Coreoleuciscus aeruginos","species","ACCEPTED","Coreoleuciscus aeruginos","Coreoleuciscus+aeruginos","Coreoleuciscus aeruginos",1384887,1384887,"Coreoleuciscus aeruginos","accepted",NA,"Song & Bang, 2015","Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Coreoleuciscus",1,0,"Coreoleuciscus aeruginos","no"
"1104","Erimystax dissimilis","Erimystax dissimilis","species","ACCEPTED","Erimystax dissimilis","Erimystax+dissimilis","Erimystax dissimilis",1019706,1019706,"Erimystax dissimilis","accepted",NA,"(Kirtland, 1840)","Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Erimystax",1,0,"Erimystax dissimilis","no"
"1105","Tiaroga cobitis","Tiaroga cobitis","species","SYNONYM","Tiaroga cobitis","Tiaroga+cobitis","Rhinichthys cobitis",1419386,1419387,"Tiaroga cobitis","unaccepted","synonym","(Girard, 1856)","Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Tiaroga",1,0,"Rhinichthys cobitis","no"
"1106","Gila elegans","Gila elegans","species","ACCEPTED","Gila elegans","Gila+elegans","Gila elegans",1021645,1021645,"Gila elegans","accepted",NA,"Baird & Girard, 1853","Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Gila",1,0,"Gila elegans","no"
"1107","Richardsonius balteatus","Richardsonius balteatus","species","ACCEPTED","Richardsonius balteatus","Richardsonius+balteatus","Richardsonius balteatus",592850,592850,"Richardsonius balteatus","accepted",NA,"(Richardson, 1836)","Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Richardsonius",1,0,"Richardsonius balteatus","no"
"1108","Tribolodon brandtii brandtii","Tribolodon brandtii brandtii","subspecies","SYNONYM","Tribolodon brandtii brandtii","Tribolodon+brandtii+brandtii","Pseudaspius brandtii",1534979,1529110,"Tribolodon brandtii brandtii","unaccepted",NA,"(Dybowski, 1872)","Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Tribolodon",0,0,"Pseudaspius brandtii","no"
"1109","Nocomis micropogon","Nocomis micropogon","species","ACCEPTED","Nocomis micropogon","Nocomis+micropogon","Nocomis micropogon",1020930,1020930,"Nocomis micropogon","accepted",NA,"(Cope, 1865)","Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Nocomis",1,0,"Nocomis micropogon","no"
"1110","Notropis hudsonius","Notropis hudsonius","species","ACCEPTED","Notropis hudsonius","Notropis+hudsonius","Notropis hudsonius",567537,567537,"Notropis hudsonius","accepted",NA,"(Clinton, 1824)","Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Notropis",0,0,"Notropis hudsonius","no"
"1111","Squalius cephalus","Squalius cephalus","species","ACCEPTED","Squalius cephalus","Squalius+cephalus","Squalius cephalus",282855,282855,"Squalius cephalus","accepted",NA,"(Linnaeus, 1758)","Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Squalius",0,0,"Squalius cephalus","no"
"1112","Leuciscus leuciscus","Leuciscus leuciscus","species","ACCEPTED","Leuciscus leuciscus","Leuciscus+leuciscus","Leuciscus leuciscus",154599,154599,"Leuciscus leuciscus","accepted",NA,"(Linnaeus, 1758)","Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Leuciscus",0,0,"Leuciscus leuciscus","no"
"1113","Rutilus rutilus","Rutilus rutilus","species","ACCEPTED","Rutilus rutilus","Rutilus+rutilus","Rutilus rutilus",154333,154333,"Rutilus rutilus","accepted",NA,"(Linnaeus, 1758)","Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Rutilus",0,0,"Rutilus rutilus","no"
"1114","Ptychocheilus oregonensis","Ptychocheilus oregonensis","species","ACCEPTED","Ptychocheilus oregonensis","Ptychocheilus+oregonensis","Ptychocheilus oregonensis",592844,592844,"Ptychocheilus oregonensis","accepted",NA,"(Richardson, 1836)","Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Ptychocheilus",1,0,"Ptychocheilus oregonensis","no"
"1115","Gila sp. 1460",NA,NA,NA,"Gila sp. 1460","Gila+sp.+1460",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gila sp. 1460","no"
"1116","Notropis lutipinnis","Notropis lutipinnis","species","ACCEPTED","Notropis lutipinnis","Notropis+lutipinnis","Notropis lutipinnis",1060173,1060173,"Notropis lutipinnis","accepted",NA,"(Jordan & Brayton, 1878)","Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Notropis",1,0,"Notropis lutipinnis","no"
"1117","Leuciscus baicalensis","Leuciscus baicalensis","species","ACCEPTED","Leuciscus baicalensis","Leuciscus+baicalensis","Leuciscus baicalensis",1020385,1020385,"Leuciscus baicalensis","accepted",NA,"(Dybowski, 1874)","Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Leuciscus",1,0,"Leuciscus baicalensis","no"
"1118","Zacco platypus","Zacco platypus","species","ACCEPTED","Zacco platypus","Zacco+platypus","Zacco platypus",1026712,1026712,"Zacco platypus","accepted",NA,"(Temminck & Schlegel, 1846)","Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Zacco",1,0,"Zacco platypus","no"
"1119","Oreoleuciscus potanini","Oreoleuciscus potanini","species","ACCEPTED","Oreoleuciscus potanini","Oreoleuciscus+potanini","Oreoleuciscus potanini",1010346,1010346,"Oreoleuciscus potanini","accepted",NA,"(Kessler, 1879)","Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Oreoleuciscus",1,0,"Oreoleuciscus potanini","no"
"1120","Hesperoleucus symmetricus","Hesperoleucus symmetricus","species","ACCEPTED","Hesperoleucus symmetricus","Hesperoleucus+symmetricus","Hesperoleucus symmetricus",1017387,1017387,"Hesperoleucus symmetricus","accepted",NA,"(Baird & Girard, 1854)","Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Hesperoleucus",1,0,"Hesperoleucus symmetricus","no"
"1121","Ptychocheilus umpquae","Ptychocheilus umpquae","species","ACCEPTED","Ptychocheilus umpquae","Ptychocheilus+umpquae","Ptychocheilus umpquae",1018041,1018041,"Ptychocheilus umpquae","accepted",NA,"Snyder, 1908","Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Ptychocheilus",1,0,"Ptychocheilus umpquae","no"
"1122","Richardsonius balteatus hydrophlox","Richardsonius balteatus hydrophlox","subspecies","SYNONYM","Richardsonius balteatus hydrophlox","Richardsonius+balteatus+hydrophlox","Richardsonius balteatus",592850,1511986,"Richardsonius balteatus hydrophlox","unaccepted",NA,"(Richardson, 1836)","Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Richardsonius",1,0,"Richardsonius balteatus","no"
"1123","Pimephales tenellus","Pimephales tenellus","species","ACCEPTED","Pimephales tenellus","Pimephales+tenellus","Pimephales tenellus",1419438,1419438,"Pimephales tenellus","accepted",NA,"(Girard, 1856)","Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Pimephales",1,0,"Pimephales tenellus","no"
"1124","Squalius alburnoides","Squalius alburnoides","species","ACCEPTED","Squalius alburnoides","Squalius+alburnoides","Squalius alburnoides",1020902,1020902,"Squalius alburnoides","accepted",NA,"(Steindachner, 1866)","Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Squalius",1,0,"Squalius alburnoides","no"
"1125","Chrosomus tennesseensis","Chrosomus tennesseensis","species","ACCEPTED","Chrosomus tennesseensis","Chrosomus+tennesseensis","Chrosomus tennesseensis",1011811,1011811,"Chrosomus tennesseensis","accepted",NA,"(Starnes & Jenkins, 1988)","Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Chrosomus",1,0,"Chrosomus tennesseensis","no"
"1126","Gila nigrescens","Gila nigrescens","species","ACCEPTED","Gila nigrescens","Gila+nigrescens","Gila nigrescens",1021597,1021597,"Gila nigrescens","accepted",NA,"(Girard, 1856)","Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Gila",1,0,"Gila nigrescens","no"
"1127","Notropis ortenburgeri","Notropis ortenburgeri","species","ACCEPTED","Notropis ortenburgeri","Notropis+ortenburgeri","Notropis ortenburgeri",1016142,1016142,"Notropis ortenburgeri","accepted",NA,"Hubbs, 1927","Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Notropis",1,0,"Notropis ortenburgeri","no"
"1128","Nocomis leptocephalus","Nocomis leptocephalus","species","ACCEPTED","Nocomis leptocephalus","Nocomis+leptocephalus","Nocomis leptocephalus",1328672,1328672,"Nocomis leptocephalus","accepted",NA,"(Girard, 1856)","Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Nocomis",1,0,"Nocomis leptocephalus","no"
"1129","Relictus solitarius","Relictus solitarius","species","ACCEPTED","Relictus solitarius","Relictus+solitarius","Relictus solitarius",1383636,1383636,"Relictus solitarius","accepted",NA,"Hubbs & Miller, 1972","Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Relictus",1,0,"Relictus solitarius","no"
"1130","Gila pandora","Gila pandora","species","ACCEPTED","Gila pandora","Gila+pandora","Gila pandora",1026422,1026422,"Gila pandora","accepted",NA,"(Cope, 1872)","Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Gila",1,0,"Gila pandora","no"
"1131","Gila conspersa","Gila conspersa","species","ACCEPTED","Gila conspersa","Gila+conspersa","Gila conspersa",1261508,1261508,"Gila conspersa","accepted",NA,"Garman, 1881","Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Gila",1,0,"Gila conspersa","no"
"1132","Eremichthys acros","Eremichthys acros","species","ACCEPTED","Eremichthys acros","Eremichthys+acros","Eremichthys acros",1014302,1014302,"Eremichthys acros","accepted",NA,"Hubbs & Miller, 1948","Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Eremichthys",1,0,"Eremichthys acros","no"
"1133","Lepidomeda copei","Lepidomeda copei","species","ACCEPTED","Lepidomeda copei","Lepidomeda+copei","Lepidomeda copei",1019999,1019999,"Lepidomeda copei","accepted",NA,"(Jordan & Gilbert, 1881)","Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Lepidomeda",1,0,"Lepidomeda copei","no"
"1134","Chrosomus oreas","Chrosomus oreas","species","ACCEPTED","Chrosomus oreas","Chrosomus+oreas","Chrosomus oreas",1018857,1018857,"Chrosomus oreas","accepted",NA,"Cope, 1868","Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Chrosomus",1,0,"Chrosomus oreas","no"
"1135","Gnathopogon strigatus","Gnathopogon strigatus","species","ACCEPTED","Gnathopogon strigatus","Gnathopogon+strigatus","Gnathopogon strigatus",1017286,1017286,"Gnathopogon strigatus","accepted",NA,"(Regan, 1908)","Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Gnathopogon",1,0,"Gnathopogon strigatus","no"
"1136","Opsariichthys evolans","Opsariichthys evolans","species","ACCEPTED","Opsariichthys evolans","Opsariichthys+evolans","Opsariichthys evolans",1018812,1018812,"Opsariichthys evolans","accepted",NA,"(Jordan & Evermann, 1902)","Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Opsariichthys",1,0,"Opsariichthys evolans","no"
"1137","Squalidus chankaensis biwae","Squalidus chankaensis biwae","subspecies","SYNONYM","Squalidus chankaensis biwae","Squalidus+chankaensis+biwae","Squalidus chankaensis",298275,1627023,"Squalidus chankaensis biwae","unaccepted","junior synonym","Dybowski, 1872","Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Squalidus",1,0,"Squalidus chankaensis","no"
"1138","Squalidus japonicus japonicus","Squalidus japonicus japonicus","subspecies","SYNONYM","Squalidus japonicus japonicus","Squalidus+japonicus+japonicus","Squalidus japonicus",1018959,1627441,"Squalidus japonicus japonicus","unaccepted","senior synonym","(Sauvage, 1883)","Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Squalidus",1,0,"Squalidus japonicus","no"
"1139","Opsariichthys pachycephalus","Opsariichthys pachycephalus","species","ACCEPTED","Opsariichthys pachycephalus","Opsariichthys+pachycephalus","Opsariichthys pachycephalus",1012268,1012268,"Opsariichthys pachycephalus","accepted",NA,"Günther, 1868","Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Opsariichthys",1,0,"Opsariichthys pachycephalus","no"
"1140","Squalidus chankaensis tsuchigae","Squalidus chankaensis tsuchigae","subspecies","SYNONYM","Squalidus chankaensis tsuchigae","Squalidus+chankaensis+tsuchigae","Squalidus gracilis",1013569,1627147,"Squalidus chankaensis tsuchigae","unaccepted","junior synonym","(Temminck & Schlegel, 1846)","Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Squalidus",1,0,"Squalidus gracilis","no"
"1141","Opsariichthys kaopingensis","Opsariichthys kaopingensis","species","ACCEPTED","Opsariichthys kaopingensis","Opsariichthys+kaopingensis","Opsariichthys kaopingensis",1008239,1008239,"Opsariichthys kaopingensis","accepted",NA,"Chen & Wu, 2009","Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Opsariichthys",1,0,"Opsariichthys kaopingensis","no"
"1142","Squalidus argentatus","Squalidus argentatus","species","ACCEPTED","Squalidus argentatus","Squalidus+argentatus","Squalidus argentatus",282852,282852,"Squalidus argentatus","accepted",NA,"(Sauvage & Dabry de Thiersant, 1874)","Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Squalidus",0,0,"Squalidus argentatus","no"
"1143","Squalidus nitens","Squalidus nitens","species","ACCEPTED","Squalidus nitens","Squalidus+nitens","Squalidus nitens",1012969,1012969,"Squalidus nitens","accepted",NA,"(Günther, 1873)","Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Squalidus",0,0,"Squalidus nitens","no"
"1144","Gobio huanghensis","Gobio huanghensis","species","ACCEPTED","Gobio huanghensis","Gobio+huanghensis","Gobio huanghensis",1012653,1012653,"Gobio huanghensis","accepted",NA,"Luo, Le & Chen, 1977","Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Gobio",1,0,"Gobio huanghensis","no"
"1145","Pimephales notatus","Pimephales notatus","species","ACCEPTED","Pimephales notatus","Pimephales+notatus","Pimephales notatus",881380,881380,"Pimephales notatus","accepted",NA,"(Rafinesque, 1820)","Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Pimephales",1,0,"Pimephales notatus","no"
"1146","Dionda diaboli","Dionda diaboli","species","ACCEPTED","Dionda diaboli","Dionda+diaboli","Dionda diaboli",1013950,1013950,"Dionda diaboli","accepted",NA,"Hubbs & Brown, 1957","Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Dionda",1,0,"Dionda diaboli","no"
"1147","Pteronotropis signipinnis","Pteronotropis signipinnis","species","ACCEPTED","Pteronotropis signipinnis","Pteronotropis+signipinnis","Pteronotropis signipinnis",1014160,1014160,"Pteronotropis signipinnis","accepted",NA,"(Bailey & Suttkus, 1952)","Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Pteronotropis",1,0,"Pteronotropis signipinnis","no"
