found_taxa,worms_sciname,ncbi_species,gbif_name,rank,gbif_status,query,worms_aphiaid,worms_status,unacceptreason,freshwater_only,kingdom,phylum,class,order,family,genus
Salvelinus leucomaenis,Salvelinus leucomaenis,Salvelinus leucomaenis,Salvelinus leucomaenis,species,ACCEPTED,Salvelinus leucomaenis,293725,accepted,NA,0,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Salvelinus
Salmo labrax,Salmo labrax,Salmo labrax,Salmo labrax,species,ACCEPTED,Salmo labrax,274350,accepted,NA,0,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Salmo
Salvelinus leucomaenis japonicus,NA,Salvelinus leucomaenis japonicus,NA,NA,NA,Salvelinus leucomaenis japonicus,NA,NA,NA,NA,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Salvelinus
Salvelinus malma,Salvelinus malma,Salvelinus malma,Salvelinus malma,species,ACCEPTED,Salvelinus malma,254570,accepted,NA,0,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Salvelinus
Salmo obtusirostris,Salmo obtusirostris,Salmo obtusirostris,Salmo obtusirostris,species,ACCEPTED,Salmo obtusirostris,994325,accepted,NA,1,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Salmo
Salvelinus leucomaenis pluvius,NA,Salvelinus leucomaenis pluvius,Salvelinus leucomaenis pluvius,subspecies,SYNONYM,Salvelinus leucomaenis pluvius,NA,NA,NA,NA,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Salvelinus
Salvelinus kuznetzovi,Salvelinus kuznetzovi,Salvelinus kuznetzovi,Salvelinus kuznetzovi,species,ACCEPTED,Salvelinus kuznetzovi,1015622,accepted,NA,1,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Salvelinus
Parahucho perryi,Parahucho perryi,Parahucho perryi,Parahucho perryi,species,ACCEPTED,Parahucho perryi,320038,accepted,NA,0,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Parahucho
Salmo trutta fario,NA,Salmo trutta fario,Salmo trutta fario,subspecies,SYNONYM,Salmo trutta fario,NA,NA,NA,NA,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Salmo
Salvelinus albus,Salvelinus albus,Salvelinus albus,Salvelinus albus,species,ACCEPTED,Salvelinus albus,274351,accepted,NA,0,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Salvelinus
Salmo trutta trutta,NA,Salmo trutta trutta,Salmo trutta trutta,variety,ACCEPTED,Salmo trutta trutta,NA,NA,NA,NA,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Salmo
Salvelinus malma malma,NA,Salvelinus malma malma,Salvelinus malma malma,subspecies,SYNONYM,Salvelinus malma malma,NA,NA,NA,NA,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Salvelinus
Salvelinus alpinus erythrinus,NA,Salvelinus alpinus erythrinus,Salvelinus alpinus erythrinus,subspecies,SYNONYM,Salvelinus alpinus erythrinus,NA,NA,NA,NA,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Salvelinus
Salvelinus levanidovi,Salvelinus levanidovi,Salvelinus levanidovi,Salvelinus levanidovi,species,ACCEPTED,Salvelinus levanidovi,274354,accepted,NA,0,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Salvelinus
Salvelinus leucomaenis leucomaenis,NA,Salvelinus leucomaenis leucomaenis,Salvelinus leucomaenis leucomaenis,subspecies,SYNONYM,Salvelinus leucomaenis leucomaenis,NA,NA,NA,NA,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Salvelinus
Salvelinus leucomaenis imbrius,NA,Salvelinus leucomaenis imbrius,Salvelinus leucomaenis imbrius,subspecies,SYNONYM,Salvelinus leucomaenis imbrius,NA,NA,NA,NA,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Salvelinus
Salvelinus curilus,Salvelinus curilus,Salvelinus curilus,Salvelinus curilus,species,ACCEPTED,Salvelinus curilus,1026965,accepted,NA,0,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Salvelinus
Salmo ischchan,Salmo ischchan,Salmo ischchan,Salmo ischchan,species,ACCEPTED,Salmo ischchan,1019744,accepted,NA,1,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Salmo
Salmo ischchan gegarkuni,NA,Salmo ischchan gegarkuni,Salmo ischchan gegarkuni,subspecies,SYNONYM,Salmo ischchan gegarkuni,NA,NA,NA,NA,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Salmo
Salvelinus alpinus,Salvelinus alpinus,Salvelinus alpinus,Salvelinus alpinus,species,ACCEPTED,Salvelinus alpinus,127188,accepted,NA,0,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Salvelinus
Salvelinus kronocius,Salvelinus kronocius,Salvelinus kronocius,Salvelinus kronocius,species,ACCEPTED,Salvelinus kronocius,1012527,accepted,NA,1,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Salvelinus
Salvelinus alpinus alpinus,NA,Salvelinus alpinus alpinus,Salvelinus alpinus alpinus,subspecies,SYNONYM,Salvelinus alpinus alpinus,NA,NA,NA,NA,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Salvelinus
Salvelinus drjagini,Salvelinus drjagini,Salvelinus drjagini,Salvelinus drjagini,species,ACCEPTED,Salvelinus drjagini,1014827,accepted,NA,1,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Salvelinus
Salmo caspius,Salmo caspius,Salmo caspius,Salmo caspius,species,ACCEPTED,Salmo caspius,305961,accepted,NA,0,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Salmo
Salvelinus schmidti,Salvelinus schmidti,Salvelinus schmidti,Salvelinus schmidti,species,ACCEPTED,Salvelinus schmidti,1012591,accepted,NA,1,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Salvelinus
Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,species,ACCEPTED,Oncorhynchus tshawytscha,158075,accepted,NA,0,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Oncorhynchus
Salvelinus taranetzi,Salvelinus taranetzi,Salvelinus taranetzi,Salvelinus taranetzi,species,ACCEPTED,Salvelinus taranetzi,274355,accepted,NA,0,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Salvelinus
Salvethymus svetovidovi,Salvethymus svetovidovi,Salvethymus svetovidovi,Salvethymus svetovidovi,species,ACCEPTED,Salvethymus svetovidovi,1011402,accepted,NA,1,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Salvethymus
Salvelinus elgyticus,Salvelinus elgyticus,Salvelinus elgyticus,Salvelinus elgyticus,species,ACCEPTED,Salvelinus elgyticus,1012296,accepted,NA,1,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Salvelinus
Salvelinus boganidae,Salvelinus boganidae,Salvelinus boganidae,Salvelinus boganidae,species,ACCEPTED,Salvelinus boganidae,1016234,accepted,NA,1,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Salvelinus
Salvelinus confluentus,Salvelinus confluentus,Salvelinus confluentus,Salvelinus confluentus,species,ACCEPTED,Salvelinus confluentus,274352,accepted,NA,0,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Salvelinus
Salvelinus namaycush,Salvelinus namaycush,Salvelinus namaycush,Salvelinus namaycush,species,ACCEPTED,Salvelinus namaycush,567548,accepted,NA,1,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Salvelinus
Salvelinus malma miyabei,NA,Salvelinus malma miyabei,Salvelinus malma miyabei,subspecies,SYNONYM,Salvelinus malma miyabei,NA,NA,NA,NA,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Salvelinus
Salvelinus malma lordi,NA,Salvelinus malma lordi,NA,NA,NA,Salvelinus malma lordi,NA,NA,NA,NA,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Salvelinus
Salvelinus sp. 4 ADK-2017,NA,Salvelinus sp. 4 ADK-2017,NA,NA,NA,Salvelinus sp. 4 ADK-2017,NA,NA,NA,NA,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Salvelinus
Oncorhynchus nerka,Oncorhynchus nerka,Oncorhynchus nerka,Oncorhynchus nerka,species,ACCEPTED,Oncorhynchus nerka,254569,accepted,NA,0,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Oncorhynchus
Brachymystax lenok tsinlingensis,NA,Brachymystax lenok tsinlingensis,Brachymystax lenok tsinlingensis,subspecies,SYNONYM,Brachymystax lenok tsinlingensis,NA,NA,NA,NA,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Brachymystax
Oncorhynchus clarkii henshawi,NA,Oncorhynchus clarkii henshawi,Oncorhynchus clarkii henshawi,subspecies,SYNONYM,Oncorhynchus clarkii henshawi,NA,NA,NA,NA,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Oncorhynchus
Oncorhynchus mykiss gairdneri,NA,Oncorhynchus mykiss gairdneri,NA,NA,NA,Oncorhynchus mykiss gairdneri,NA,NA,NA,NA,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Oncorhynchus
Oncorhynchus mykiss newberrii,NA,Oncorhynchus mykiss newberrii,NA,NA,NA,Oncorhynchus mykiss newberrii,NA,NA,NA,NA,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Oncorhynchus
Oncorhynchus kawamurae,Oncorhynchus kawamurae,Oncorhynchus kawamurae,Oncorhynchus kawamurae,species,ACCEPTED,Oncorhynchus kawamurae,1016304,accepted,NA,1,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Oncorhynchus
Brachymystax lenok,Brachymystax lenok,Brachymystax lenok,Brachymystax lenok,species,ACCEPTED,Brachymystax lenok,1026966,accepted,NA,1,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Brachymystax
Salvelinus fontinalis x Salvelinus malma,NA,Salvelinus fontinalis x Salvelinus malma,Salvelinus fontinalis x Salvelinus malma,species,ACCEPTED,Salvelinus fontinalis x Salvelinus malma,NA,NA,NA,NA,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Salvelinus
Salvelinus fontinalis,Salvelinus fontinalis,Salvelinus fontinalis,Salvelinus fontinalis,species,ACCEPTED,Salvelinus fontinalis,154241,accepted,NA,0,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Salvelinus
Oncorhynchus clarkii lewisi,NA,Oncorhynchus clarkii lewisi,Oncorhynchus clarkii lewisi,subspecies,SYNONYM,Oncorhynchus clarkii lewisi,NA,NA,NA,NA,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Oncorhynchus
Oncorhynchus mykiss,Oncorhynchus mykiss,Oncorhynchus mykiss,Oncorhynchus mykiss,species,ACCEPTED,Oncorhynchus mykiss,127185,accepted,NA,0,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Oncorhynchus
Oncorhynchus clarkii,Oncorhynchus clarkii,Oncorhynchus clarkii,Oncorhynchus clarkii,species,ACCEPTED,Oncorhynchus clarkii,274347,accepted,NA,0,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Oncorhynchus
Oncorhynchus gorbuscha,Oncorhynchus gorbuscha,Oncorhynchus gorbuscha,Oncorhynchus gorbuscha,species,ACCEPTED,Oncorhynchus gorbuscha,127182,accepted,NA,0,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Oncorhynchus
Oncorhynchus mykiss irideus,NA,Oncorhynchus mykiss irideus,Oncorhynchus mykiss irideus,subspecies,ACCEPTED,Oncorhynchus mykiss irideus,NA,NA,NA,NA,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Oncorhynchus
Oncorhynchus apache,Oncorhynchus apache,Oncorhynchus gilae apache,Oncorhynchus gilae apache,subspecies,SYNONYM,Oncorhynchus gilae apache,1013114,unaccepted,NA,1,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Oncorhynchus
Oncorhynchus gilae,Oncorhynchus gilae,Oncorhynchus gilae,Oncorhynchus gilae,species,ACCEPTED,Oncorhynchus gilae,1014244,accepted,NA,1,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Oncorhynchus
Hucho taimen,Hucho taimen,Hucho taimen,Hucho taimen,species,ACCEPTED,Hucho taimen,1026969,accepted,NA,0,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Hucho
Hucho hucho,Hucho hucho,Hucho hucho,Hucho hucho,species,ACCEPTED,Hucho hucho,1023062,accepted,NA,1,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Hucho
Hucho bleekeri,Hucho bleekeri,Hucho bleekeri,Hucho bleekeri,species,ACCEPTED,Hucho bleekeri,1015477,accepted,NA,1,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Hucho
Oncorhynchus clarkii stomias,NA,Oncorhynchus clarkii stomias,Oncorhynchus clarkii stomias,subspecies,ACCEPTED,Oncorhynchus clarkii stomias,NA,NA,NA,NA,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Oncorhynchus
Oncorhynchus mykiss x Salmo salar,NA,Oncorhynchus mykiss x Salmo salar,Oncorhynchus mykiss x Salmo salar,species,ACCEPTED,Oncorhynchus mykiss x Salmo salar,NA,NA,NA,NA,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Oncorhynchus
Oncorhynchus keta,Oncorhynchus keta,Oncorhynchus keta,Oncorhynchus keta,species,ACCEPTED,Oncorhynchus keta,127183,accepted,NA,0,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Oncorhynchus
Brachymystax tumensis,Brachymystax tumensis,Brachymystax tumensis,Brachymystax tumensis,species,ACCEPTED,Brachymystax tumensis,1015851,accepted,NA,1,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Brachymystax
Oncorhynchus kisutch,Oncorhynchus kisutch,Oncorhynchus kisutch,Oncorhynchus kisutch,species,ACCEPTED,Oncorhynchus kisutch,127184,accepted,NA,0,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Oncorhynchus
Oncorhynchus clarkii virginalis,NA,Oncorhynchus clarkii virginalis,Oncorhynchus clarkii virginalis,subspecies,SYNONYM,Oncorhynchus clarkii virginalis,NA,NA,NA,NA,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Oncorhynchus
Oncorhynchus masou,Oncorhynchus masou,Oncorhynchus masou 'Biwa',Oncorhynchus masou,species,ACCEPTED,Oncorhynchus masou,293637,accepted,NA,0,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Oncorhynchus
Oncorhynchus masou masou,NA,Oncorhynchus masou masou,Oncorhynchus masou masou,subspecies,SYNONYM,Oncorhynchus masou masou,NA,NA,NA,NA,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Oncorhynchus
Oncorhynchus masou ishikawae,NA,Oncorhynchus masou ishikawae,Oncorhynchus masou ishikawae,subspecies,SYNONYM,Oncorhynchus masou ishikawae,NA,NA,NA,NA,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Oncorhynchus
Oncorhynchus formosanus,Oncorhynchus formosanus,Oncorhynchus masou formosanus,Oncorhynchus masou formosanus,subspecies,SYNONYM,Oncorhynchus masou formosanus,1016972,unaccepted,senior synonym,1,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Oncorhynchus
Oncorhynchus sp. BIWA-MASU,NA,Oncorhynchus sp. BIWA-MASU,NA,NA,NA,Oncorhynchus sp. BIWA-MASU,NA,NA,NA,NA,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Oncorhynchus
Thymallus thymallus,Thymallus thymallus,Thymallus thymallus,Thymallus thymallus,species,ACCEPTED,Thymallus thymallus,154375,accepted,NA,0,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Thymallus
Thymallus ligericus,Thymallus ligericus,Thymallus ligericus,Thymallus ligericus,species,ACCEPTED,Thymallus ligericus,1494217,accepted,NA,0,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Thymallus
Sebastes entomelas,Sebastes entomelas,Sebastes entomelas,Sebastes entomelas,species,ACCEPTED,Sebastes entomelas,274791,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes
Sebastes diploproa,Sebastes diploproa,Sebastes diploproa,Sebastes diploproa,species,ACCEPTED,Sebastes diploproa,274787,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes
Sebastes mystinus,Sebastes mystinus,Sebastes mystinus,Sebastes mystinus,species,ACCEPTED,Sebastes mystinus,274823,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes
Sebastes baramenuke,Sebastes baramenuke,Sebastes baramenuke,Sebastes baramenuke,species,ACCEPTED,Sebastes baramenuke,274776,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes
Sebastes alutus,Sebastes alutus,Sebastes alutus,Sebastes alutus,species,ACCEPTED,Sebastes alutus,254573,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes
Sebastes joyneri,Sebastes joyneri,Sebastes joyneri,Sebastes joyneri,species,ACCEPTED,Sebastes joyneri,274807,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes
Sebastes cheni,Sebastes cheni,Sebastes cheni,Sebastes cheni,species,ACCEPTED,Sebastes cheni,1398220,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes
Sebastes pachycephalus,Sebastes pachycephalus,Sebastes pachycephalus,Sebastes pachycephalus,species,ACCEPTED,Sebastes pachycephalus,293739,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes
Sebastes auriculatus,Sebastes auriculatus,Sebastes auriculatus,Sebastes auriculatus,species,ACCEPTED,Sebastes auriculatus,274773,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes
Sebastes melanostictus,Sebastes melanostictus,Sebastes melanostictus,Sebastes melanostictus,species,ACCEPTED,Sebastes melanostictus,1015496,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes
Sebastes aleutianus,Sebastes aleutianus,Sebastes aleutianus,Sebastes aleutianus,species,ACCEPTED,Sebastes aleutianus,274771,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes
Sebastes rubrivinctus,Sebastes rubrivinctus,Sebastes rubrivinctus,Sebastes rubrivinctus,species,ACCEPTED,Sebastes rubrivinctus,274845,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes
Sebastes hubbsi,Sebastes hubbsi,Sebastes hubbsi,Sebastes hubbsi,species,ACCEPTED,Sebastes hubbsi,274801,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes
Hozukius emblemarius,Hozukius emblemarius,Hozukius emblemarius,Hozukius emblemarius,species,ACCEPTED,Hozukius emblemarius,281092,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Hozukius
Sebastes pachycephalus pachycephalus,NA,Sebastes pachycephalus pachycephalus,Sebastes pachycephalus pachycephalus,form,ACCEPTED,Sebastes pachycephalus pachycephalus,NA,NA,NA,NA,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes
Sebastes ventricosus,Sebastes ventricosus,Sebastes ventricosus,Sebastes ventricosus,species,ACCEPTED,Sebastes ventricosus,274865,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes
Sebastes longispinis,Sebastes longispinis,Sebastes longispinis,Sebastes longispinis,species,ACCEPTED,Sebastes longispinis,274813,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes
Sebastes schlegelii,Sebastes schlegelii,Sebastes schlegelii,Sebastes schlegelii,species,ACCEPTED,Sebastes schlegelii,274849,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes
Sebastes thompsoni,Sebastes thompsoni,Sebastes thompsoni,Sebastes thompsoni,species,ACCEPTED,Sebastes thompsoni,274860,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes
Sebastes steindachneri,Sebastes steindachneri,Sebastes steindachneri,Sebastes steindachneri,species,ACCEPTED,Sebastes steindachneri,274857,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes
Sebastes taczanowskii,Sebastes taczanowskii,Sebastes taczanowskii,Sebastes taczanowskii,species,ACCEPTED,Sebastes taczanowskii,274859,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes
Sebastes owstoni,Sebastes owstoni,Sebastes owstoni,Sebastes owstoni,species,ACCEPTED,Sebastes owstoni,274831,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes
Sebastes inermis,Sebastes inermis,Sebastes inermis,Sebastes inermis,species,ACCEPTED,Sebastes inermis,274803,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes
Sebastes matsubarai,Sebastes matsubarai,Sebastes matsubarae,Sebastes matsubarae,species,SYNONYM,Sebastes matsubarae,712536,unaccepted,misspelling,0,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes
Sebastes melanops,Sebastes melanops,Sebastes melanops,Sebastes melanops,species,ACCEPTED,Sebastes melanops,274817,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes
Sebastes elongatus,Sebastes elongatus,Sebastes elongatus,Sebastes elongatus,species,ACCEPTED,Sebastes elongatus,274788,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes
Sebastes oculatus,Sebastes oculatus,Sebastes oculatus,Sebastes oculatus,species,ACCEPTED,Sebastes oculatus,274829,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes
Sebastes wakiyai,Sebastes wakiyai,Sebastes wakiyai,Sebastes wakiyai,species,ACCEPTED,Sebastes wakiyai,274867,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes
Sebastes ruberrimus,Sebastes ruberrimus,Sebastes ruberrimus,Sebastes ruberrimus,species,ACCEPTED,Sebastes ruberrimus,274844,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes
Sebastes mentella,Sebastes mentella,Sebastes mentella,Sebastes mentella,species,ACCEPTED,Sebastes mentella,127254,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes
Sebastes nigrocinctus,Sebastes nigrocinctus,Sebastes nigrocinctus,Sebastes nigrocinctus,species,ACCEPTED,Sebastes nigrocinctus,274825,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes
Sebastes scythropus,Sebastes scythropus,Sebastes scythropus,Sebastes scythropus,species,ACCEPTED,Sebastes scythropus,274850,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes
Sebastes glaucus,Sebastes glaucus,Sebastes glaucus,Sebastes glaucus,species,ACCEPTED,Sebastes glaucus,274797,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes
Sebastes caurinus,Sebastes caurinus,Sebastes caurinus,Sebastes caurinus,species,ACCEPTED,Sebastes caurinus,274780,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes
Sebastes crameri,Sebastes crameri,Sebastes crameri,Sebastes crameri,species,ACCEPTED,Sebastes crameri,274785,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes
Sebastes nebulosus,Sebastes nebulosus,Sebastes nebulosus,Sebastes nebulosus,species,ACCEPTED,Sebastes nebulosus,274824,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes
Sebastes maliger,Sebastes maliger,Sebastes maliger,Sebastes maliger,species,ACCEPTED,Sebastes maliger,274815,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes
Sebastes babcocki,Sebastes babcocki,Sebastes babcocki,Sebastes babcocki,species,ACCEPTED,Sebastes babcocki,274775,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes
Sebastes saxicola,Sebastes saxicola,Sebastes saxicola,Sebastes saxicola,species,ACCEPTED,Sebastes saxicola,274848,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes
Sebastes semicinctus,Sebastes semicinctus,Sebastes semicinctus,Sebastes semicinctus,species,ACCEPTED,Sebastes semicinctus,274851,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes
Sebastes trivittatus,Sebastes trivittatus,Sebastes trivittatus,Sebastes trivittatus,species,ACCEPTED,Sebastes trivittatus,274861,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes
Sebastes vulpes,Sebastes vulpes,Sebastes vulpes,Sebastes vulpes,species,ACCEPTED,Sebastes vulpes,274866,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes
Sebastes koreanus,Sebastes koreanus,Sebastes koreanus,Sebastes koreanus,species,ACCEPTED,Sebastes koreanus,274810,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes
Sebastes norvegicus,Sebastes norvegicus,Sebastes norvegicus,Sebastes norvegicus,species,ACCEPTED,Sebastes norvegicus,151324,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes
Sebastes variabilis,Sebastes variabilis,Sebastes variabilis,Sebastes variabilis,species,ACCEPTED,Sebastes variabilis,398442,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes
Sebastes ciliatus,Sebastes ciliatus,Sebastes ciliatus,Sebastes ciliatus,species,ACCEPTED,Sebastes ciliatus,274782,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes
Sebastes viviparus,Sebastes viviparus,Sebastes viviparus,Sebastes viviparus,species,ACCEPTED,Sebastes viviparus,127255,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes
Sebastes iracundus,Sebastes iracundus,Sebastes iracundus,Sebastes iracundus,species,ACCEPTED,Sebastes iracundus,274804,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes
Sebastes fasciatus,Sebastes fasciatus,Sebastes fasciatus,Sebastes fasciatus,species,ACCEPTED,Sebastes fasciatus,127252,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes
Sebastes oblongus,Sebastes oblongus,Sebastes oblongus,Sebastes oblongus,species,ACCEPTED,Sebastes oblongus,274828,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes
Helicolenus hilgendorfi,NA,Helicolenus hilgendorfi,Helicolenus hilgendorfi,species,SYNONYM,Helicolenus hilgendorfi,NA,NA,NA,NA,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Helicolenus
Helicolenus dactylopterus,Helicolenus dactylopterus,Helicolenus dactylopterus,Helicolenus dactylopterus,species,ACCEPTED,Helicolenus dactylopterus,127251,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Helicolenus
Helicolenus avius,Helicolenus avius,Helicolenus avius,Helicolenus avius,species,ACCEPTED,Helicolenus avius,274763,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Helicolenus
