asv,lca_rank,lca_taxon,kingdom,phylum,class,order,family,genus,species,method,survey,marker
ASV6136,family,Trichobranchidae,Eukaryota,Annelida,Polychaeta,Terebellida,Trichobranchidae,no identification,no identification,lca,calvert,coi
ASV6138,species,Balanus,Eukaryota,Arthropoda,Hexanauplia,Sessilia,Balanidae,unknown genus,Balanus,best hit,calvert,coi
ASV6140,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,best hit,calvert,coi
ASV6141,species,Synchaeta vorax,Eukaryota,Rotifera,Eurotatoria,Ploima,Synchaetidae,Synchaeta,Synchaeta vorax,best hit,calvert,coi
ASV6146,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,best hit,calvert,coi
ASV6150,class,Hexanauplia,Eukaryota,Arthropoda,Hexanauplia,no identification,no identification,no identification,no identification,lca,calvert,coi
ASV6151,species,Terebellidae sp. 11BIOAK-0980,Eukaryota,Annelida,Polychaeta,Terebellida,Terebellidae,unknown genus,Terebellidae sp. 11BIOAK-0980,lca,calvert,coi
ASV6153,species,Acartia longiremis,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Acartiidae,Acartia,Acartia longiremis,best hit,calvert,coi
ASV6154,species,Stylasterias forreri,Eukaryota,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Stylasterias,Stylasterias forreri,best hit,calvert,coi
ASV6158,species,Pseudocalanus acuspes,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus acuspes,best hit,calvert,coi
ASV6170,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,best hit,calvert,coi
ASV6172,species,Pseudocalanus acuspes,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus acuspes,best hit,calvert,coi
ASV6174,species,Pseudocalanus sp. PsAkkeshi1,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus sp. PsAkkeshi1,lca,calvert,coi
ASV6175,species,Acartia longiremis,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Acartiidae,Acartia,Acartia longiremis,best hit,calvert,coi
ASV618,species,Harpacticus aff. obscurus 1 ML-2018,Eukaryota,Arthropoda,Hexanauplia,Harpacticoida,Harpacticidae,Harpacticus,Harpacticus aff. obscurus 1 ML-2018,best hit,calvert,coi
ASV6187,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,best hit,calvert,coi
ASV6188,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,best hit,calvert,coi
ASV6193,order,Ploima,Eukaryota,Rotifera,Eurotatoria,Ploima,no identification,no identification,no identification,lca,calvert,coi
ASV6195,species,Micropodarke dubia,Eukaryota,Annelida,Polychaeta,Phyllodocida,Hesionidae,Micropodarke,Micropodarke dubia,best hit,calvert,coi
ASV62,species,Paracalanus sp. C AC-2013,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Paracalanus,Paracalanus sp. C AC-2013,best hit,calvert,coi
ASV620,species,Pectinaria californiensis,Eukaryota,Annelida,Polychaeta,Terebellida,Pectinariidae,Pectinaria,Pectinaria californiensis,best hit,calvert,coi
ASV6209,species,Pseudocalanus newmani,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus newmani,best hit,calvert,coi
ASV6211,species,Idanthyrsus,Eukaryota,Annelida,Polychaeta,Sabellida,Sabellariidae,unknown genus,Idanthyrsus,best hit,calvert,coi
ASV6213,order,Ploima,Eukaryota,Rotifera,Eurotatoria,Ploima,no identification,no identification,no identification,lca,calvert,coi
ASV6215,species,Pseudocalanus newmani,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus newmani,best hit,calvert,coi
ASV6221,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,best hit,calvert,coi
ASV6222,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,best hit,calvert,coi
ASV6229,species,Pleurobrachia bachei,Eukaryota,Ctenophora,Tentaculata,Cydippida,Pleurobrachiidae,Pleurobrachia,Pleurobrachia bachei,best hit,calvert,coi
ASV6230,species,Balanus,Eukaryota,Arthropoda,Hexanauplia,Sessilia,Balanidae,unknown genus,Balanus,best hit,calvert,coi
ASV6233,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,best hit,calvert,coi
ASV6234,species,Mesocentrotus franciscanus,Eukaryota,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Mesocentrotus,Mesocentrotus franciscanus,best hit,calvert,coi
ASV6235,species,Haliclystus sanjuanensis,Eukaryota,Cnidaria,Staurozoa,Stauromedusae,Haliclystidae,Haliclystus,Haliclystus sanjuanensis,best hit,calvert,coi
ASV6236,species,Parastichopus,Eukaryota,Echinodermata,Holothuroidea,Aspidochirotida,Stichopodidae,unknown genus,Parastichopus,best hit,calvert,coi
ASV6242,species,Acartia longiremis,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Acartiidae,Acartia,Acartia longiremis,best hit,calvert,coi
ASV6244,species,Pollicipes polymerus,Eukaryota,Arthropoda,Hexanauplia,Pedunculata,Pollicipedidae,Pollicipes,Pollicipes polymerus,best hit,calvert,coi
ASV6250,species,Pseudocalanus sp. PsAkkeshi1,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus sp. PsAkkeshi1,lca,calvert,coi
ASV6256,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,best hit,calvert,coi
ASV6257,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,best hit,calvert,coi
ASV6259,species,Tortanus discaudatus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Tortanidae,Tortanus,Tortanus discaudatus,best hit,calvert,coi
ASV626,species,Chthamalus dalli,Eukaryota,Arthropoda,Hexanauplia,Sessilia,Chthamalidae,Chthamalus,Chthamalus dalli,best hit,calvert,coi
ASV6262,species,Synchaeta vorax,Eukaryota,Rotifera,Eurotatoria,Ploima,Synchaetidae,Synchaeta,Synchaeta vorax,lca,calvert,coi
ASV6263,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,best hit,calvert,coi
ASV6264,family,Clausocalanidae,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,no identification,no identification,lca,calvert,coi
ASV6269,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,best hit,calvert,coi
ASV6277,species,Tortanus discaudatus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Tortanidae,Tortanus,Tortanus discaudatus,best hit,calvert,coi
ASV6284,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,best hit,calvert,coi
ASV6286,species,Phragmatopoma,Eukaryota,Annelida,Polychaeta,Sabellida,Sabellariidae,unknown genus,Phragmatopoma,best hit,calvert,coi
ASV6287,species,Synchaeta vorax,Eukaryota,Rotifera,Eurotatoria,Ploima,Synchaetidae,Synchaeta,Synchaeta vorax,lca,calvert,coi
ASV6289,species,Paracalanus sp. C AC-2013,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Paracalanus,Paracalanus sp. C AC-2013,best hit,calvert,coi
ASV6293,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,best hit,calvert,coi
ASV6294,species,Pseudocalanus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,unknown genus,Pseudocalanus,lca,calvert,coi
ASV6296,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,best hit,calvert,coi
ASV63,species,Balanus,Eukaryota,Arthropoda,Hexanauplia,Sessilia,Balanidae,unknown genus,Balanus,best hit,calvert,coi
ASV6309,species,Phonorhynchus helgolandicus,Eukaryota,Platyhelminthes,Rhabditophora,Rhabdocoela,Polycystididae,Phonorhynchus,Phonorhynchus helgolandicus,best hit,calvert,coi
ASV6310,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,best hit,calvert,coi
ASV6312,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,best hit,calvert,coi
ASV6315,species,Centropages abdominalis,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Centropagidae,Centropages,Centropages abdominalis,best hit,calvert,coi
ASV6317,species,Acartia longiremis,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Acartiidae,Acartia,Acartia longiremis,best hit,calvert,coi
ASV6323,family,Clausocalanidae,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,no identification,no identification,lca,calvert,coi
ASV6325,species,Membranipora membranacea,Eukaryota,Bryozoa,Gymnolaemata,Cheilostomatida,Membraniporidae,Membranipora,Membranipora membranacea,best hit,calvert,coi
ASV6326,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,best hit,calvert,coi
ASV6328,order,Ploima,Eukaryota,Rotifera,Eurotatoria,Ploima,no identification,no identification,no identification,lca,calvert,coi
ASV6330,species,Laophontidae sp. BMBM-1017,Eukaryota,Arthropoda,Hexanauplia,Harpacticoida,Laophontidae,unknown genus,Laophontidae sp. BMBM-1017,best hit,calvert,coi
ASV6339,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,best hit,calvert,coi
ASV6340,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,best hit,calvert,coi
ASV6344,species,Pseudocalanus sp. PsAkkeshi1,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus sp. PsAkkeshi1,lca,calvert,coi
ASV6345,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,best hit,calvert,coi
ASV6346,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,best hit,calvert,coi
ASV6349,species,Paracalanus parvus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Paracalanus,Paracalanus parvus,best hit,calvert,coi
ASV6353,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,best hit,calvert,coi
ASV6354,species,Pseudocalanus sp. PsAkkeshi1,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus sp. PsAkkeshi1,best hit,calvert,coi
ASV636,species,Pleurobrachia bachei,Eukaryota,Ctenophora,Tentaculata,Cydippida,Pleurobrachiidae,Pleurobrachia,Pleurobrachia bachei,best hit,calvert,coi
ASV6360,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,best hit,calvert,coi
ASV6361,species,Tortanus discaudatus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Tortanidae,Tortanus,Tortanus discaudatus,best hit,calvert,coi
ASV6364,species,Pseudocalanus sp. PsAkkeshi1,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus sp. PsAkkeshi1,lca,calvert,coi
ASV6367,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,best hit,calvert,coi
ASV637,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,best hit,calvert,coi
ASV6376,class,Hexanauplia,Eukaryota,Arthropoda,Hexanauplia,no identification,no identification,no identification,no identification,lca,calvert,coi
ASV638,species,Synchaeta triophthalma,Eukaryota,Rotifera,Eurotatoria,Ploima,Synchaetidae,Synchaeta,Synchaeta triophthalma,lca,calvert,coi
ASV6381,family,Clausocalanidae,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,no identification,no identification,lca,calvert,coi
ASV6386,class,Hexanauplia,Eukaryota,Arthropoda,Hexanauplia,no identification,no identification,no identification,no identification,lca,calvert,coi
ASV6391,order,Ploima,Eukaryota,Rotifera,Eurotatoria,Ploima,no identification,no identification,no identification,lca,calvert,coi
ASV6392,species,Leuroglossus schmidti,Eukaryota,Chordata,Actinopteri,Argentiniformes,Bathylagidae,Leuroglossus,Leuroglossus schmidti,best hit,calvert,coi
ASV6395,species,Balanus glandula,Eukaryota,Arthropoda,Hexanauplia,Sessilia,Balanidae,Balanus,Balanus glandula,best hit,calvert,coi
ASV6399,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,best hit,calvert,coi
ASV64,species,Dactylopusia sp. FHL 2,Eukaryota,Arthropoda,Hexanauplia,Harpacticoida,Dactylopusiidae,Dactylopusia,Dactylopusia sp. FHL 2,best hit,calvert,coi
ASV640,species,Phascolosoma agassizii,Eukaryota,Sipuncula,unknown class,Phascolosomatiformes,Phascolosomatidae,Phascolosoma,Phascolosoma agassizii,best hit,calvert,coi
ASV6402,species,Synchaeta triophthalma,Eukaryota,Rotifera,Eurotatoria,Ploima,Synchaetidae,Synchaeta,Synchaeta triophthalma,lca,calvert,coi
ASV6406,species,Emplectonema,Eukaryota,Nemertea,Enopla,Monostilifera,Emplectonematidae,unknown genus,Emplectonema,best hit,calvert,coi
ASV641,species,Pseudocalanus minutus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus minutus,best hit,calvert,coi
ASV6410,species,Acartia longiremis,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Acartiidae,Acartia,Acartia longiremis,best hit,calvert,coi
ASV6412,order,Ploima,Eukaryota,Rotifera,Eurotatoria,Ploima,no identification,no identification,no identification,lca,calvert,coi
ASV6415,species,Pseudocalanus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,unknown genus,Pseudocalanus,best hit,calvert,coi
ASV6418,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,best hit,calvert,coi
ASV6426,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,best hit,calvert,coi
ASV6428,species,Tortanus discaudatus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Tortanidae,Tortanus,Tortanus discaudatus,best hit,calvert,coi
ASV6435,species,Membranipora membranacea,Eukaryota,Bryozoa,Gymnolaemata,Cheilostomatida,Membraniporidae,Membranipora,Membranipora membranacea,best hit,calvert,coi
ASV6436,species,Synchaeta vorax,Eukaryota,Rotifera,Eurotatoria,Ploima,Synchaetidae,Synchaeta,Synchaeta vorax,lca,calvert,coi
ASV6437,species,Phascolosoma agassizii,Eukaryota,Sipuncula,unknown class,Phascolosomatiformes,Phascolosomatidae,Phascolosoma,Phascolosoma agassizii,best hit,calvert,coi
ASV6438,order,Ploima,Eukaryota,Rotifera,Eurotatoria,Ploima,no identification,no identification,no identification,lca,calvert,coi
ASV6440,family,Clausocalanidae,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,no identification,no identification,lca,calvert,coi
ASV6441,species,Canis lupus familiaris,Eukaryota,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus familiaris,best hit,calvert,coi
ASV6444,species,Paracalanus sp. C AC-2013,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Paracalanus,Paracalanus sp. C AC-2013,best hit,calvert,coi
ASV6451,species,Homo sapiens,Eukaryota,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,best hit,calvert,coi
ASV6453,species,Acartia longiremis,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Acartiidae,Acartia,Acartia longiremis,best hit,calvert,coi
ASV6458,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,best hit,calvert,coi
ASV646,species,Paracalanus parvus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Paracalanus,Paracalanus parvus,best hit,calvert,coi
ASV6461,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,best hit,calvert,coi
ASV6465,species,Schizobranchia insignis,Eukaryota,Annelida,Polychaeta,Sabellida,Sabellidae,Schizobranchia,Schizobranchia insignis,best hit,calvert,coi
ASV6468,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,best hit,calvert,coi
ASV6469,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,best hit,calvert,coi
ASV647,species,Pseudocalanus sp. PsAkkeshi1,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus sp. PsAkkeshi1,best hit,calvert,coi
ASV6470,species,Laophontidae sp. BMBM-1017,Eukaryota,Arthropoda,Hexanauplia,Harpacticoida,Laophontidae,unknown genus,Laophontidae sp. BMBM-1017,lca,calvert,coi
ASV6471,species,Acartia longiremis,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Acartiidae,Acartia,Acartia longiremis,best hit,calvert,coi
ASV6473,species,Pleurobrachia bachei,Eukaryota,Ctenophora,Tentaculata,Cydippida,Pleurobrachiidae,Pleurobrachia,Pleurobrachia bachei,best hit,calvert,coi
ASV6474,species,Amphipholis squamata,Eukaryota,Echinodermata,Ophiuroidea,Amphilepidida,Amphiuridae,Amphipholis,Amphipholis squamata,best hit,calvert,coi
ASV6481,species,Synchaeta vorax,Eukaryota,Rotifera,Eurotatoria,Ploima,Synchaetidae,Synchaeta,Synchaeta vorax,lca,calvert,coi
ASV6484,species,Acartia longiremis,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Acartiidae,Acartia,Acartia longiremis,best hit,calvert,coi
ASV6494,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,best hit,calvert,coi
ASV6495,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,best hit,calvert,coi
ASV6498,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,best hit,calvert,coi
ASV650,species,Halosydna brevisetosa,Eukaryota,Annelida,Polychaeta,Phyllodocida,Polynoidae,Halosydna,Halosydna brevisetosa,best hit,calvert,coi
ASV6503,species,Pseudocalanus newmani,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus newmani,best hit,calvert,coi
ASV6509,species,Synchaeta vorax,Eukaryota,Rotifera,Eurotatoria,Ploima,Synchaetidae,Synchaeta,Synchaeta vorax,best hit,calvert,coi
ASV651,species,Glycera americana,Eukaryota,Annelida,Polychaeta,Phyllodocida,Glyceridae,Glycera,Glycera americana,best hit,calvert,coi
ASV6515,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,best hit,calvert,coi
ASV6517,species,Paracalanus sp. C AC-2013,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Paracalanus,Paracalanus sp. C AC-2013,best hit,calvert,coi
ASV6519,species,Synchaeta vorax,Eukaryota,Rotifera,Eurotatoria,Ploima,Synchaetidae,Synchaeta,Synchaeta vorax,lca,calvert,coi
ASV6524,order,Amphipoda,Eukaryota,Arthropoda,Malacostraca,Amphipoda,no identification,no identification,no identification,lca,calvert,coi
ASV6525,species,Acartia longiremis,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Acartiidae,Acartia,Acartia longiremis,best hit,calvert,coi
ASV6527,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,lca,calvert,coi
ASV6528,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,best hit,calvert,coi
ASV6530,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,best hit,calvert,coi
ASV6532,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,best hit,calvert,coi
ASV6533,species,Synchaeta vorax,Eukaryota,Rotifera,Eurotatoria,Ploima,Synchaetidae,Synchaeta,Synchaeta vorax,lca,calvert,coi
ASV654,species,Balanus,Eukaryota,Arthropoda,Hexanauplia,Sessilia,Balanidae,unknown genus,Balanus,best hit,calvert,coi
ASV6544,species,Pseudocalanus newmani,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus newmani,best hit,calvert,coi
ASV6547,species,Poecilostomatoida sp. BMBM-0966,Eukaryota,Arthropoda,Hexanauplia,Poecilostomatoida,unknown family,unknown genus,Poecilostomatoida sp. BMBM-0966,best hit,calvert,coi
ASV655,species,Pseudocalanus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,unknown genus,Pseudocalanus,lca,calvert,coi
ASV6552,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,lca,calvert,coi
ASV6553,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,best hit,calvert,coi
ASV6555,genus,Paracalanus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Paracalanus,no identification,lca,calvert,coi
ASV6556,species,Cyanea sp. USWAQCN,Eukaryota,Cnidaria,Scyphozoa,Semaeostomeae,Cyaneidae,Cyanea,Cyanea sp. USWAQCN,best hit,calvert,coi
ASV6560,family,Membraniporidae,Eukaryota,Bryozoa,Gymnolaemata,Cheilostomatida,Membraniporidae,no identification,no identification,lca,calvert,coi
ASV6563,species,Synchaeta baltica,Eukaryota,Rotifera,Eurotatoria,Ploima,Synchaetidae,Synchaeta,Synchaeta baltica,lca,calvert,coi
ASV6565,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,best hit,calvert,coi
ASV6566,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,best hit,calvert,coi
ASV6579,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,best hit,calvert,coi
ASV658,species,Balanus,Eukaryota,Arthropoda,Hexanauplia,Sessilia,Balanidae,unknown genus,Balanus,best hit,calvert,coi
ASV6580,order,Ploima,Eukaryota,Rotifera,Eurotatoria,Ploima,no identification,no identification,no identification,lca,calvert,coi
ASV6582,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,best hit,calvert,coi
ASV6583,species,Synchaeta vorax,Eukaryota,Rotifera,Eurotatoria,Ploima,Synchaetidae,Synchaeta,Synchaeta vorax,lca,calvert,coi
ASV6584,species,Phascolosoma agassizii,Eukaryota,Sipuncula,unknown class,Phascolosomatiformes,Phascolosomatidae,Phascolosoma,Phascolosoma agassizii,best hit,calvert,coi
ASV6585,species,Hemilepidotus spinosus,Eukaryota,Chordata,Actinopteri,Perciformes,Cottidae,Hemilepidotus,Hemilepidotus spinosus,best hit,calvert,coi
ASV6586,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,best hit,calvert,coi
ASV6587,species,Pseudocalanus newmani,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus newmani,best hit,calvert,coi
ASV6589,family,Clausocalanidae,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,no identification,no identification,lca,calvert,coi
ASV659,species,Balanus,Eukaryota,Arthropoda,Hexanauplia,Sessilia,Balanidae,unknown genus,Balanus,best hit,calvert,coi
ASV6592,species,Spionidae,Eukaryota,Annelida,Polychaeta,Spionida,unknown family,unknown genus,Spionidae,lca,calvert,coi
ASV6594,species,Acartia longiremis,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Acartiidae,Acartia,Acartia longiremis,best hit,calvert,coi
ASV6596,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,best hit,calvert,coi
ASV6597,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,best hit,calvert,coi
ASV6600,species,Balanus,Eukaryota,Arthropoda,Hexanauplia,Sessilia,Balanidae,unknown genus,Balanus,best hit,calvert,coi
ASV6601,species,Membranipora membranacea,Eukaryota,Bryozoa,Gymnolaemata,Cheilostomatida,Membraniporidae,Membranipora,Membranipora membranacea,best hit,calvert,coi
ASV6606,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,best hit,calvert,coi
ASV6608,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,best hit,calvert,coi
