species,subspecies,taxon_rank,phylum,class,order,family,genus,is_marine,is_brackish,is_freshwater,speciesid,taxon_id,bold_id,ncbi_id
Gaussia princeps,NA,Species,Arthropoda,Copepoda,Calanoida,Metridinidae,Gaussia,TRUE,FALSE,FALSE,104625,104625,NA,148582
Oithona tenuis,NA,Species,Arthropoda,Copepoda,Cyclopoida,Oithonidae,Oithona,TRUE,TRUE,TRUE,106658,106658,801349,NA
Smittina landsborovii,NA,Species,Bryozoa,Gymnolaemata,Cheilostomatida,Smittinidae,Smittina,TRUE,FALSE,FALSE,111558,111558,NA,NA
Conchoecilla daphnoides,NA,Species,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Conchoecilla,TRUE,NA,FALSE,127776,127776,650263,702392
Chirimia biceps,NA,Species,Annelida,Polychaeta,NA,Maldanidae,Chirimia,TRUE,FALSE,FALSE,130277,130277,516098,NA
Margarites costalis,NA,Species,Mollusca,Gastropoda,Trochida,Margaritidae,Margarites,TRUE,FALSE,FALSE,141819,141819,151129,1113278
Yoldiella nana,NA,Species,Mollusca,Bivalvia,Nuculanida,Yoldiidae,Yoldiella,TRUE,NA,NA,142004,142004,495415,102397
Podocerus brasiliensis,NA,Species,Arthropoda,Malacostraca,Amphipoda,Podoceridae,Podocerus,TRUE,FALSE,FALSE,214744,214744,753986,NA
Botrylloides diegensis,NA,Species,Chordata,Ascidiacea,Stolidobranchia,Styelidae,Botrylloides,TRUE,NA,FALSE,252278,252278,NA,62933
Rocinela propodialis,NA,Species,Arthropoda,Malacostraca,Isopoda,Aegidae,Rocinela,TRUE,FALSE,FALSE,256477,256477,NA,NA
Edwardsia californica,NA,Species,Cnidaria,Anthozoa,Actiniaria,Edwardsiidae,Edwardsia,TRUE,NA,NA,283522,283522,NA,NA
Clytia kincaidi,NA,Species,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Clytia,TRUE,NA,NA,284368,284368,NA,NA
Boccardia columbiana,NA,Species,Annelida,Polychaeta,Spionida,Spionidae,Boccardia,TRUE,FALSE,FALSE,327243,327243,NA,NA
Glycera branchiopoda,NA,Species,Annelida,Polychaeta,Phyllodocida,Glyceridae,Glycera,TRUE,FALSE,FALSE,328103,328103,NA,NA
Microspio spinosa,NA,Species,Annelida,Polychaeta,Spionida,Spionidae,Microspio,TRUE,FALSE,FALSE,329027,329027,NA,NA
Ophelia pulchella,NA,Species,Annelida,Polychaeta,NA,Opheliidae,Ophelia,TRUE,FALSE,FALSE,330176,330176,NA,NA
Clavadoce nigrimaculata,NA,Species,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Clavadoce,TRUE,FALSE,FALSE,332709,332709,NA,NA
Fauveliopsis armata,NA,Species,Annelida,Polychaeta,Terebellida,Fauveliopsidae,Fauveliopsis,TRUE,FALSE,FALSE,333466,333466,NA,NA
Parougia batia,NA,Species,Annelida,Polychaeta,Eunicida,Dorvilleidae,Parougia,TRUE,FALSE,FALSE,334412,334412,NA,NA
Polyschides quadrifissatus,NA,Species,Mollusca,Scaphopoda,Gadilida,Gadilidae,Polyschides,TRUE,NA,NA,344476,344476,370514,NA
Haplostoma minutum,NA,Species,Arthropoda,Copepoda,Cyclopoida,Botryllophilidae,Haplostoma,TRUE,FALSE,FALSE,352086,352086,NA,NA
Haplostomella distincta,NA,Species,Arthropoda,Copepoda,Cyclopoida,Botryllophilidae,Haplostomella,TRUE,FALSE,FALSE,352089,352089,NA,NA
Haplostomella dubia,NA,Species,Arthropoda,Copepoda,Cyclopoida,Botryllophilidae,Haplostomella,TRUE,FALSE,FALSE,352090,352090,NA,NA
Hanleyella oldroydi,NA,Species,Mollusca,Polyplacophora,Lepidopleurida,Leptochitonidae,Hanleyella,TRUE,NA,NA,385843,385843,507668,515356
Lepidozona scabricostata,NA,Species,Mollusca,Polyplacophora,Chitonida,Ischnochitonidae,Lepidozona,TRUE,NA,NA,386055,386055,NA,NA
Solen rosaceus,NA,Species,Mollusca,Bivalvia,Adapedonta,Solenidae,Solen,TRUE,NA,NA,413506,413506,NA,NA
Monocorophium tuberculatum,NA,Species,Arthropoda,Malacostraca,Amphipoda,Corophiidae,Monocorophium,TRUE,NA,NA,421579,421579,306773,NA
Hippoporella nitescens,NA,Species,Bryozoa,Gymnolaemata,Cheilostomatida,Hippoporidridae,Hippoporella,TRUE,FALSE,FALSE,469870,469870,NA,NA
Vorticeros praedatorium,NA,Species,Platyhelminthes,NA,Prolecithophora,Plagiostomidae,Vorticeros,TRUE,NA,NA,484164,484164,808490,2172726
Anatoma lyra,NA,Species,Mollusca,Gastropoda,Lepetellida,Anatomidae,Anatoma,TRUE,NA,NA,492991,492991,NA,NA
Thracia challisiana,NA,Species,Mollusca,Bivalvia,NA,Thraciidae,Thracia,TRUE,NA,NA,506913,506913,NA,NA
Lepidepecreum serraculum,NA,Species,Arthropoda,Malacostraca,Amphipoda,Tryphosidae,Lepidepecreum,TRUE,FALSE,FALSE,526389,526389,NA,NA
Elasmopus antennatus,NA,Species,Arthropoda,Malacostraca,Amphipoda,Maeridae,Elasmopus,TRUE,FALSE,FALSE,531468,531468,803364,NA
Falsicingula aleutica,NA,Species,Mollusca,Gastropoda,Littorinimorpha,Falsicingulidae,Falsicingula,TRUE,TRUE,FALSE,576395,576395,NA,NA
Vitrinella oldroydi,NA,Species,Mollusca,Gastropoda,Littorinimorpha,Vitrinellidae,Vitrinella,TRUE,NA,NA,580567,580567,NA,NA
Odostomia quadrae,NA,Species,Mollusca,Gastropoda,NA,Pyramidellidae,Odostomia,TRUE,NA,NA,581244,581244,NA,NA
Oithona simplex,Oithona simplex simplex,Subspecies,Arthropoda,Copepoda,Cyclopoida,Oithonidae,Oithona,TRUE,FALSE,FALSE,106657,734518,NA,NA
Radiella endeavourensis,NA,Species,Porifera,Demospongiae,Polymastiida,Polymastiidae,Radiella,TRUE,FALSE,FALSE,766259,766259,NA,NA
Aaptos simplex,NA,Species,Porifera,Demospongiae,Suberitida,Suberitidae,Aaptos,TRUE,FALSE,FALSE,766263,766263,NA,NA
Trinchesia albocrusta,NA,Species,Mollusca,Gastropoda,Nudibranchia,Trinchesiidae,Trinchesia,TRUE,NA,NA,1037416,1037416,801098,NA
Pettiboneia sanmatiensis,NA,Species,Annelida,Polychaeta,Eunicida,Dorvilleidae,Pettiboneia,TRUE,FALSE,FALSE,1416106,1416106,NA,NA
Leitoscoloplos lunulus,NA,Species,Annelida,Polychaeta,NA,Orbiniidae,Leitoscoloplos,TRUE,FALSE,FALSE,1418174,1418174,NA,NA
Anonyx nugax,NA,Species,Arthropoda,Malacostraca,Amphipoda,Uristidae,Anonyx,TRUE,FALSE,FALSE,102514,102514,8760,NA
Boltenia echinata,NA,Species,Chordata,Ascidiacea,Stolidobranchia,Pyuridae,Boltenia,TRUE,NA,FALSE,103814,103814,263341,864691
Cnemidocarpa rhizopus,NA,Species,Chordata,Ascidiacea,Stolidobranchia,Styelidae,Cnemidocarpa,TRUE,NA,FALSE,103877,103877,NA,NA
Paraeuchaeta gracilis,NA,Species,Arthropoda,Copepoda,Calanoida,Euchaetidae,Paraeuchaeta,TRUE,FALSE,FALSE,104561,104561,NA,1729693
Spinocalanus horridus,NA,Species,Arthropoda,Copepoda,Calanoida,Spinocalanidae,Spinocalanus,TRUE,FALSE,FALSE,104851,104851,NA,450134
Oithona hamata,NA,Species,Arthropoda,Copepoda,Cyclopoida,Oithonidae,Oithona,TRUE,TRUE,TRUE,106646,106646,NA,NA
Hymenodora glacialis,NA,Species,Arthropoda,Malacostraca,Decapoda,Acanthephyridae,Hymenodora,TRUE,FALSE,FALSE,107590,107590,88132,588329
Grammaria immersa,NA,Species,Cnidaria,Hydrozoa,Leptothecata,Lafoeidae,Grammaria,TRUE,NA,NA,117693,117693,NA,NA
Ophiura flagellata,NA,Species,Echinodermata,Ophiuroidea,Ophiurida,Ophiuridae,Ophiura,TRUE,FALSE,FALSE,124918,124918,140273,1815244
Terebella ehrenbergi,NA,Species,Annelida,Polychaeta,Terebellida,Terebellidae,Terebella,TRUE,FALSE,FALSE,131541,131541,NA,1242986
Myxilla brunnea,NA,Species,Porifera,Demospongiae,Poecilosclerida,Myxillidae,Myxilla,TRUE,FALSE,FALSE,133874,133874,NA,NA
Lumbricillus pagenstecheri,NA,Species,Annelida,Clitellata,Enchytraeida,Enchytraeidae,Lumbricillus,TRUE,NA,NA,137444,137444,477035,1812977
Astarte montagui,NA,Species,Mollusca,Bivalvia,Carditida,Astartidae,Astarte,TRUE,NA,NA,138823,138823,468227,1421103
Oenopota tenuicostata,NA,Species,Mollusca,Gastropoda,Neogastropoda,Mangeliidae,Oenopota,TRUE,NA,FALSE,139334,139334,NA,NA
Tajikina tajikai,NA,Species,Platyhelminthes,NA,Proseriata,Monocelididae,Tajikina,TRUE,NA,TRUE,152730,152730,NA,NA
Maupasia coeca,NA,Species,Annelida,Polychaeta,Phyllodocida,Lopadorrhynchidae,Maupasia,TRUE,NA,NA,155417,155417,NA,NA
Proboscina incrassata,NA,Species,Bryozoa,Stenolaemata,Cyclostomatida,Oncousoeciidae,Proboscina,TRUE,FALSE,FALSE,156362,156362,NA,NA
Gammarus daiberi,NA,Species,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,FALSE,TRUE,FALSE,158091,158091,79688,360730
Oscarella carmela,NA,Species,Porifera,Homoscleromorpha,Homosclerophorida,Oscarellidae,Oscarella,TRUE,FALSE,FALSE,169715,169715,105316,386100
Exacanthomysis davisi,NA,Species,Arthropoda,Malacostraca,Mysida,Mysidae,Exacanthomysis,TRUE,NA,FALSE,226408,226408,NA,NA
Ianiropsis serricaudis,NA,Species,Arthropoda,Malacostraca,Isopoda,Janiridae,Ianiropsis,TRUE,FALSE,FALSE,255999,255999,803399,NA
Synidotea ritteri,NA,Species,Arthropoda,Malacostraca,Isopoda,Idoteidae,Synidotea,TRUE,FALSE,FALSE,257415,257415,NA,NA
Pentidotea aculeata,NA,Species,Arthropoda,Malacostraca,Isopoda,Idoteidae,Pentidotea,TRUE,FALSE,FALSE,261972,261972,NA,NA
Kiyohimea usagi,NA,Species,Ctenophora,Tentaculata,Lobata,Eurhamphaeidae,Kiyohimea,TRUE,FALSE,FALSE,265954,265954,NA,NA
Antipathes dendrochristos,NA,Species,Cnidaria,Anthozoa,Antipatharia,Antipathidae,Antipathes,TRUE,FALSE,FALSE,283893,283893,NA,1350335
Sertularella conica,NA,Species,Cnidaria,Hydrozoa,Leptothecata,Sertularellidae,Sertularella,TRUE,FALSE,FALSE,285494,285494,NA,NA
Calyptrophora antilla,NA,Species,Cnidaria,Anthozoa,Scleralcyonacea,Primnoidae,Calyptrophora,TRUE,NA,FALSE,287650,287650,514215,NA
Lumbrineris similabris,NA,Species,Annelida,Polychaeta,Eunicida,Lumbrineridae,Lumbrineris,TRUE,FALSE,FALSE,333920,333920,NA,NA
Paradoneis spinifera,NA,Species,Annelida,Polychaeta,NA,Paraonidae,Paradoneis,TRUE,FALSE,FALSE,334349,334349,NA,NA
Pettiboneia pugettensis,NA,Species,Annelida,Polychaeta,Eunicida,Dorvilleidae,Pettiboneia,TRUE,FALSE,FALSE,334467,334467,NA,NA
Dioithona rigida,NA,Species,Arthropoda,Copepoda,Cyclopoida,Oithonidae,Dioithona,TRUE,FALSE,FALSE,346360,346360,NA,1699364
Haplostoma elegans,NA,Species,Arthropoda,Copepoda,Cyclopoida,Botryllophilidae,Haplostoma,TRUE,FALSE,FALSE,352085,352085,NA,NA
Haplostomella reducta,NA,Species,Arthropoda,Copepoda,Cyclopoida,Botryllophilidae,Haplostomella,TRUE,FALSE,FALSE,352093,352093,NA,NA
Paracalanus quasimodo,NA,Species,Arthropoda,Copepoda,Calanoida,Paracalanidae,Paracalanus,TRUE,FALSE,FALSE,354162,354162,652986,1267145
Pseudodiaptomus marinus,NA,Species,Arthropoda,Copepoda,Calanoida,Pseudodiaptomidae,Pseudodiaptomus,TRUE,TRUE,FALSE,360352,360352,8193,207990
Oncaea insolita,NA,Species,Arthropoda,Copepoda,Cyclopoida,Oncaeidae,Oncaea,TRUE,FALSE,FALSE,361687,361687,NA,NA
Oncaea grossa,NA,Species,Arthropoda,Copepoda,Cyclopoida,Oncaeidae,Oncaea,TRUE,FALSE,FALSE,361689,361689,NA,NA
Pteraster trigonodon,NA,Species,Echinodermata,Asteroidea,Velatida,Pterasteridae,Pteraster,TRUE,FALSE,FALSE,369058,369058,NA,NA
Munidopsis albatrossae,NA,Species,Arthropoda,Malacostraca,Decapoda,Munidopsidae,Munidopsis,TRUE,FALSE,FALSE,378083,378083,103643,394277
Astropecten ornatissimus,NA,Species,Echinodermata,Asteroidea,Paxillosida,Astropectinidae,Astropecten,TRUE,FALSE,FALSE,380302,380302,NA,NA
Boreochiton ruber,NA,Species,Mollusca,Polyplacophora,Chitonida,Tonicellidae,Boreochiton,TRUE,NA,NA,386411,386411,NA,1138471
Nephasoma (Nephasoma) diaphanes,Nephasoma (Nephasoma) diaphanes diaphanes,Subspecies,Annelida,NA,Sipuncula,Golfingiidae,Nephasoma,TRUE,FALSE,FALSE,136056,410734,NA,NA
Heptacarpus flexus,NA,Species,Arthropoda,Malacostraca,Decapoda,Thoridae,Heptacarpus,TRUE,FALSE,FALSE,423437,423437,NA,NA
Caprella incisa,NA,Species,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprella,TRUE,FALSE,FALSE,430843,430843,NA,NA
Oenopota levidensis,NA,Species,Mollusca,Gastropoda,Neogastropoda,Mangeliidae,Oenopota,TRUE,NA,NA,434523,434523,NA,NA
Loxorhynchus grandis,NA,Species,Arthropoda,Malacostraca,Decapoda,Epialtidae,Loxorhynchus,TRUE,FALSE,FALSE,441602,441602,293157,NA
Provanna pacifica,NA,Species,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Provannidae,Provanna,TRUE,NA,NA,450010,450010,NA,NA
Cauloramphus echinus,NA,Species,Bryozoa,Gymnolaemata,Cheilostomatida,Calloporidae,Cauloramphus,TRUE,FALSE,FALSE,469298,469298,NA,NA
Tubulipora pulchra,NA,Species,Bryozoa,Stenolaemata,Cyclostomatida,Tubuliporidae,Tubulipora,TRUE,FALSE,FALSE,470921,470921,NA,NA
Apohyale anceps,NA,Species,Arthropoda,Malacostraca,Amphipoda,Hyalidae,Apohyale,TRUE,FALSE,FALSE,490605,490605,593112,2461327
Limatula attenuata,NA,Species,Mollusca,Bivalvia,Limida,Limidae,Limatula,TRUE,NA,NA,505545,505545,NA,NA
Modiolus capax,NA,Species,Mollusca,Bivalvia,Mytilida,Mytilidae,Modiolus,TRUE,NA,NA,506104,506104,NA,745720
Saccostrea palmula,NA,Species,Mollusca,Bivalvia,Ostreida,Ostreidae,Saccostrea,TRUE,NA,NA,506729,506729,400079,360292
Notoacmea scapha,NA,Species,Mollusca,Gastropoda,NA,Lottiidae,Notoacmea,TRUE,NA,NA,511340,511340,103563,414257
Parasabella rugosa,NA,Species,Annelida,Polychaeta,Sabellida,Sabellidae,Parasabella,TRUE,FALSE,FALSE,530933,530933,NA,NA
Aegires albopunctatus,NA,Species,Mollusca,Gastropoda,Nudibranchia,Aegiridae,Aegires,TRUE,NA,NA,531071,531071,722699,2049525
Neoscalpellum phantasma,NA,Species,Arthropoda,Thecostraca,Scalpellomorpha,Scalpellidae,Neoscalpellum,TRUE,NA,NA,535264,535264,NA,NA
Gammaropsis ocellata,NA,Species,Arthropoda,Malacostraca,Amphipoda,Photidae,Gammaropsis,TRUE,NA,NA,548575,548575,NA,NA
Sarsamphiascus minutus,NA,Species,Arthropoda,Copepoda,Harpacticoida,Miraciidae,Sarsamphiascus,TRUE,NA,NA,549121,549121,NA,NA
Paramoera bucki,NA,Species,Arthropoda,Malacostraca,Amphipoda,Pontogeneiidae,Paramoera,TRUE,NA,NA,550339,550339,NA,NA
Phidiana hiltoni,NA,Species,Mollusca,Gastropoda,Nudibranchia,Facelinidae,Phidiana,TRUE,NA,NA,578323,578323,NA,1154721
Calinaticina oldroydii,NA,Species,Mollusca,Gastropoda,Littorinimorpha,Naticidae,Calinaticina,TRUE,NA,NA,580690,580690,NA,NA
Staurostoma mertensii,NA,Species,Cnidaria,Hydrozoa,Leptothecata,Laodiceidae,Staurostoma,TRUE,NA,FALSE,594013,594013,NA,1804149
Kurtiella compressa,NA,Species,Mollusca,Bivalvia,Galeommatida,Lasaeidae,Kurtiella,TRUE,NA,NA,606412,606412,NA,NA
Dendronotus kamchaticus,NA,Species,Mollusca,Gastropoda,Nudibranchia,Dendronotidae,Dendronotus,TRUE,NA,NA,843812,843812,717648,1355462
Tampaella meropsis,NA,Species,Mollusca,Bivalvia,Cardiida,Tellinidae,Tampaella,TRUE,NA,NA,878383,878383,NA,NA
Oopsacas olympica,NA,Species,Porifera,Hexactinellida,Lyssacinosida,Leucopsacidae,Oopsacas,TRUE,FALSE,FALSE,1039911,1039911,NA,NA
Atalodoris jannae,NA,Species,Mollusca,Gastropoda,Nudibranchia,Onchidorididae,Atalodoris,TRUE,FALSE,FALSE,1565340,1565340,NA,NA
Neohela monstrosa,NA,Species,Arthropoda,Malacostraca,Amphipoda,Unciolidae,Neohela,TRUE,FALSE,FALSE,102108,102108,183076,371453
Paracallisoma alberti,NA,Species,Arthropoda,Malacostraca,Amphipoda,Scopelocheiridae,Paracallisoma,TRUE,FALSE,FALSE,102700,102700,NA,NA
Undeuchaeta plumosa,NA,Species,Arthropoda,Copepoda,Calanoida,Aetideidae,Undeuchaeta,TRUE,FALSE,FALSE,104343,104343,809293,507454
Augaptilus glacialis,NA,Species,Arthropoda,Copepoda,Calanoida,Augaptilidae,Augaptilus,TRUE,FALSE,FALSE,104372,104372,303024,506036
Euchaeta media,NA,Species,Arthropoda,Copepoda,Calanoida,Euchaetidae,Euchaeta,TRUE,FALSE,FALSE,104553,104553,152217,503029
Thysanopoda acutifrons,NA,Species,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanopoda,TRUE,NA,NA,110712,110712,122197,NA
Aglaura hemistoma,NA,Species,Cnidaria,Hydrozoa,Trachymedusae,Rhopalonematidae,Aglaura,TRUE,FALSE,FALSE,117851,117851,656361,497490
Amblyops abbreviatus,NA,Species,Arthropoda,Malacostraca,Mysida,Mysidae,Amblyops,TRUE,NA,FALSE,119941,119941,776844,NA
Virgularia tuberculata,NA,Species,Cnidaria,Anthozoa,Scleralcyonacea,Virgulariidae,Virgularia,TRUE,FALSE,FALSE,128540,128540,726282,2268689
Sapphirina gemma,NA,Species,Arthropoda,Copepoda,Cyclopoida,Sapphirinidae,Sapphirina,TRUE,FALSE,FALSE,129046,129046,510079,NA
Maldanella harai,NA,Species,Annelida,Polychaeta,NA,Maldanidae,Maldanella,TRUE,FALSE,FALSE,130306,130306,808504,2172703
Ancistrosyllis groenlandica,NA,Species,Annelida,Polychaeta,Phyllodocida,Pilargidae,Ancistrosyllis,TRUE,FALSE,FALSE,130695,130695,660279,397539
Colossendeis minuta,NA,Species,Arthropoda,Pycnogonida,Pantopoda,Colossendeidae,Colossendeis,TRUE,FALSE,FALSE,134668,134668,NA,NA
Taonius pavo,NA,Species,Mollusca,Cephalopoda,Oegopsida,Cranchiidae,Taonius,TRUE,NA,FALSE,139428,139428,300371,559551
Lyrodus pedicellatus,NA,Species,Mollusca,Bivalvia,Myida,Teredinidae,Lyrodus,TRUE,NA,NA,141600,141600,212483,457830
Dichonemertes hartmanae,NA,Species,Nemertea,Hoplonemertea,Monostilifera,Tetrastemmatidae,Dichonemertes,TRUE,NA,FALSE,148088,148088,NA,NA
Galiteuthis armata,NA,Species,Mollusca,Cephalopoda,Oegopsida,Cranchiidae,Galiteuthis,TRUE,NA,FALSE,153063,153063,300361,559540
Yaquinaia microrhynchus,NA,Species,Platyhelminthes,NA,Rhabdocoela,Polycystididae,Yaquinaia,TRUE,TRUE,FALSE,155685,155685,NA,2068801
Spisula solidissima,NA,Species,Mollusca,Bivalvia,Venerida,Mactridae,Spisula,TRUE,NA,NA,156996,156996,27323,6584
Leiosella idia,NA,Species,Porifera,Demospongiae,Dictyoceratida,Spongiidae,Leiosella,TRUE,FALSE,FALSE,165142,165142,NA,NA
Mycale (Mycale) lingua,NA,Species,Porifera,Demospongiae,Poecilosclerida,Mycalidae,Mycale,TRUE,FALSE,FALSE,168640,168640,NA,NA
Lissodendoryx (Lissodendoryx) amaknakensis,NA,Species,Porifera,Demospongiae,Poecilosclerida,Coelosphaeridae,Lissodendoryx,TRUE,FALSE,FALSE,168937,168937,NA,NA
Geodia robusta,NA,Species,Porifera,Demospongiae,Tetractinellida,Geodiidae,Geodia,TRUE,FALSE,FALSE,170169,170169,NA,NA
Campylaspis maculinodulosa,NA,Species,Arthropoda,Malacostraca,Cumacea,Nannastacidae,Campylaspis,TRUE,NA,NA,182417,182417,NA,NA
Terebratulina kiiensis,NA,Species,Brachiopoda,Rhynchonellata,Terebratulida,Cancellothyrididae,Terebratulina,TRUE,NA,NA,235532,235532,NA,NA
Nyctiphanes simplex,NA,Species,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Nyctiphanes,TRUE,NA,NA,237864,237864,80604,209423
Heteronymphon bioculatum,NA,Species,Arthropoda,Pycnogonida,Pantopoda,Nymphonidae,Heteronymphon,TRUE,FALSE,FALSE,239836,239836,NA,NA
Decachela discata,NA,Species,Arthropoda,Pycnogonida,Pantopoda,Ascorhynchoidea incertae sedis,Decachela,TRUE,FALSE,FALSE,239855,239855,NA,NA
Amphiura polyacantha,NA,Species,Echinodermata,Ophiuroidea,Amphilepidida,Amphiuridae,Amphiura,TRUE,FALSE,FALSE,242976,242976,NA,NA
Ophiacantha abyssa,NA,Species,Echinodermata,Ophiuroidea,Ophiacanthida,Ophiacanthidae,Ophiacantha,TRUE,FALSE,FALSE,243318,243318,NA,NA
Heterocope septentrionalis,NA,Species,Arthropoda,Copepoda,Calanoida,Temoridae,Heterocope,FALSE,TRUE,TRUE,254622,254622,177976,2304709
Synidotea angulata,NA,Species,Arthropoda,Malacostraca,Isopoda,Idoteidae,Synidotea,TRUE,FALSE,FALSE,257369,257369,NA,NA
Phyllodurus abdominalis,NA,Species,Arthropoda,Malacostraca,Isopoda,Bopyridae,Phyllodurus,TRUE,FALSE,FALSE,262119,262119,NA,1458133
Pachycerianthus aestuari,NA,Species,Cnidaria,Anthozoa,Spirularia,Cerianthidae,Pachycerianthus,TRUE,NA,FALSE,283814,283814,NA,NA
Proboscidactyla circumsabella,NA,Species,Cnidaria,Hydrozoa,Anthoathecata,Proboscidactylidae,Proboscidactyla,TRUE,NA,FALSE,285324,285324,NA,NA
Abietinaria pacifica,NA,Species,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae,Abietinaria,TRUE,NA,NA,285375,285375,NA,NA
Sertularia carolinensis,NA,Species,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae,Sertularia,TRUE,NA,FALSE,285586,285586,NA,NA
Eunice biannulata,NA,Species,Annelida,Polychaeta,Eunicida,Eunicidae,Eunice,TRUE,FALSE,FALSE,327643,327643,NA,NA
Maldane cristata,NA,Species,Annelida,Polychaeta,NA,Maldanidae,Maldane,TRUE,FALSE,FALSE,329174,329174,NA,73384
Ophryotrocha vivipara,NA,Species,Annelida,Polychaeta,Eunicida,Dorvilleidae,Ophryotrocha,TRUE,FALSE,FALSE,330219,330219,668064,1243826
Terebellides kobei,NA,Species,Annelida,Polychaeta,Terebellida,Trichobranchidae,Terebellides,TRUE,FALSE,FALSE,332511,332511,NA,NA
Archinome rosacea,NA,Species,Annelida,Polychaeta,Amphinomida,Amphinomidae,Archinome,TRUE,FALSE,FALSE,333028,333028,657551,427281
Boccardiella truncata,NA,Species,Annelida,Polychaeta,Spionida,Spionidae,Boccardiella,TRUE,FALSE,FALSE,333122,333122,NA,NA
Euphrosine arctia,NA,Species,Annelida,Polychaeta,Amphinomida,Euphrosinidae,Euphrosine,TRUE,FALSE,FALSE,333371,333371,NA,NA
Onuphis pallida,NA,Species,Annelida,Polychaeta,Eunicida,Onuphidae,Onuphis,TRUE,FALSE,FALSE,334278,334278,NA,NA
Pterocirrus parvoseta,NA,Species,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Pterocirrus,TRUE,FALSE,FALSE,334691,334691,807528,NA
Fritillaria lucifer,NA,Species,Chordata,Appendicularia,Copelata,Fritillariidae,Fritillaria,TRUE,NA,NA,342478,342478,NA,NA
Canuella canadensis,NA,Species,Arthropoda,Copepoda,Polyarthra,Canuellidae,Canuella,TRUE,FALSE,FALSE,349947,349947,NA,NA
Robertsonia normani,NA,Species,Arthropoda,Copepoda,Harpacticoida,Miraciidae,Robertsonia,TRUE,FALSE,FALSE,355344,355344,NA,NA
Phimochirus californiensis,NA,Species,Arthropoda,Malacostraca,Decapoda,Paguridae,Phimochirus,TRUE,FALSE,FALSE,366817,366817,NA,NA
Catriona rickettsi,NA,Species,Mollusca,Gastropoda,Nudibranchia,Trinchesiidae,Catriona,TRUE,NA,NA,397029,397029,NA,NA
Crucibulum spinosum,NA,Species,Mollusca,Gastropoda,Littorinimorpha,Calyptraeidae,Crucibulum,TRUE,NA,NA,397064,397064,725378,NA
Nodulotrophon coronatus,NA,Species,Mollusca,Gastropoda,Neogastropoda,Muricidae,Nodulotrophon,TRUE,NA,NA,399228,399228,NA,NA
Bathyneaera disa,NA,Species,Mollusca,Bivalvia,NA,Cuspidariidae,Bathyneaera,TRUE,NA,NA,408513,408513,NA,NA
Cetomya malespinae,NA,Species,Mollusca,Bivalvia,NA,Poromyidae,Cetomya,TRUE,NA,NA,408649,408649,NA,NA
Barentsia discreta,NA,Species,Entoprocta,NA,NA,Barentsiidae,Barentsia,TRUE,FALSE,FALSE,414295,414295,NA,768831
Neaeromya compressa,NA,Species,Mollusca,Bivalvia,Galeommatida,Lasaeidae,Neaeromya,TRUE,NA,NA,423550,423550,NA,NA
Aforia circinata,NA,Species,Mollusca,Gastropoda,Neogastropoda,Cochlespiridae,Aforia,TRUE,NA,NA,432904,432904,NA,NA
Crockerella crystallina,NA,Species,Mollusca,Gastropoda,Neogastropoda,Clathurellidae,Crockerella,TRUE,NA,NA,433438,433438,NA,NA
Granotoma krausei,NA,Species,Mollusca,Gastropoda,Neogastropoda,Mangeliidae,Granotoma,TRUE,NA,NA,433921,433921,NA,NA
Oliva spicata,NA,Species,Mollusca,Gastropoda,Neogastropoda,Olividae,Oliva,TRUE,NA,NA,448154,448154,302965,604242
Eulepetopsis vitrea,NA,Species,Mollusca,Gastropoda,NA,Neolepetopsidae,Eulepetopsis,TRUE,NA,NA,449958,449958,82983,54985
Provanna laevis,NA,Species,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Provannidae,Provanna,TRUE,NA,NA,450005,450005,653484,765046
Peltogaster boschmai,NA,Species,Arthropoda,Thecostraca,NA,Peltogastridae,Peltogaster,TRUE,FALSE,FALSE,463708,463708,NA,NA
Diplosolen obelium,NA,Species,Bryozoa,Stenolaemata,Cyclostomatida,Plagioeciidae,Diplosolen,TRUE,FALSE,FALSE,470797,470797,785423,NA
Lumbricillus rupertensis,NA,Species,Annelida,Clitellata,Enchytraeida,Enchytraeidae,Lumbricillus,TRUE,NA,NA,475876,475876,NA,NA
Cheliplana elkhornica,NA,Species,Platyhelminthes,NA,Rhabdocoela,Cheliplanidae,Cheliplana,TRUE,FALSE,FALSE,480864,480864,NA,NA
Hylocelis californica,NA,Species,Platyhelminthes,NA,Polycladida,Cryptocelidae,Hylocelis,TRUE,NA,NA,483445,483445,NA,NA
Notocomplana sanguinea,NA,Species,Platyhelminthes,NA,Polycladida,Notocomplanidae,Notocomplana,TRUE,NA,NA,483523,483523,NA,NA
