found_taxa,accepted_name_usage,taxonomic_status,species,subspecies,taxon_rank,class,order,family,genus,is_marine,is_brackish,is_freshwater,speciesid,taxon_id,bold_id,ncbi_id,region
Lycodapus psarostomatus,Lycodapus psarostomatus,accepted,Lycodapus psarostomatus,NA,species,Actinopteri,Perciformes,Zoarcidae,Lycodapus,TRUE,FALSE,FALSE,279395,279395,NA,NA,Northern California
Oncorhynchus clarkii clarkii,Oncorhynchus clarkii clarkii,accepted,Oncorhynchus clarkii,Oncorhynchus clarkii clarkii,subspecies,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,TRUE,TRUE,TRUE,274347,323483,NA,69121,Northern California
Rhincodon typus,Rhincodon typus,accepted,Rhincodon typus,NA,species,Elasmobranchii,Orectolobiformes,Rhincodontidae,Rhincodon,TRUE,FALSE,FALSE,105847,105847,91693,259920,Northern California
Melanonus zugmayeri,Melanonus zugmayeri,accepted,Melanonus zugmayeri,NA,species,Actinopteri,Gadiformes,Melanonidae,Melanonus,TRUE,FALSE,FALSE,126483,126483,28691,181410,Northern California
Scopelengys tristis,Scopelengys tristis,accepted,Scopelengys tristis,NA,species,Actinopteri,Myctophiformes,Neoscopelidae,Scopelengys,TRUE,FALSE,FALSE,126636,126636,228187,123230,Northern California
Scopeloberyx opisthopterus,Scopeloberyx opisthopterus,accepted,Scopeloberyx opisthopterus,NA,species,Actinopteri,Beryciformes,Melamphaidae,Scopeloberyx,TRUE,FALSE,FALSE,127275,127275,70974,473332,Northern California
Gonostoma atlanticum,Gonostoma atlanticum,accepted,Gonostoma atlanticum,NA,species,Actinopteri,Stomiiformes,Gonostomatidae,Gonostoma,TRUE,FALSE,FALSE,127293,127293,140878,48456,Northern California
Carassius carassius,Carassius carassius,accepted,Carassius carassius,NA,species,Actinopteri,Cypriniformes,Cyprinidae,Carassius,FALSE,TRUE,TRUE,154297,154297,27794,217509,Northern California
Melamphaes polylepis,Melamphaes polylepis,accepted,Melamphaes polylepis,NA,species,Actinopteri,Beryciformes,Melamphaidae,Melamphaes,TRUE,FALSE,FALSE,159328,159328,731092,1206988,Northern California
Cubiceps pauciradiatus,Cubiceps pauciradiatus,accepted,Cubiceps pauciradiatus,NA,species,Actinopteri,Scombriformes,Nomeidae,Cubiceps,TRUE,FALSE,FALSE,159424,159424,140599,215401,Northern California
Idiolychnus urolampus,Idiolychnus urolampus,accepted,Idiolychnus urolampus,NA,species,Actinopteri,Myctophiformes,Myctophidae,Idiolychnus,TRUE,FALSE,FALSE,217702,217702,NA,NA,Northern California
Squalogadus modificatus,Squalogadus modificatus,accepted,Squalogadus modificatus,NA,species,Actinopteri,Gadiformes,Macrouridae,Squalogadus,TRUE,FALSE,FALSE,221514,221514,70959,332423,Northern California
Poroclinus rothrocki,Poroclinus rothrocki,accepted,Poroclinus rothrocki,NA,species,Actinopteri,Perciformes,Stichaeidae,Poroclinus,TRUE,FALSE,FALSE,254385,254385,14797,557414,Northern California
Rosenblattichthys volucris,Rosenblattichthys volucris,accepted,Rosenblattichthys volucris,NA,species,Actinopteri,Aulopiformes,Scopelarchidae,Rosenblattichthys,TRUE,FALSE,FALSE,272106,272106,717289,1622141,Northern California
Coryphaenoides liocephalus,Coryphaenoides liocephalus,accepted,Coryphaenoides liocephalus,NA,species,Actinopteri,Gadiformes,Macrouridae,Coryphaenoides,TRUE,FALSE,FALSE,272334,272334,NA,NA,Northern California
Himantolophus nigricornis,Himantolophus nigricornis,accepted,Himantolophus nigricornis,NA,species,Actinopteri,Lophiiformes,Himantolophidae,Himantolophus,TRUE,FALSE,FALSE,272583,272583,NA,NA,Northern California
Pachycara lepinium,Pachycara lepinium,accepted,Pachycara lepinium,NA,species,Actinopteri,Perciformes,Zoarcidae,Pachycara,TRUE,FALSE,FALSE,274141,274141,78117,557356,Northern California
Liparis adiastolus,Liparis adiastolus,accepted,Liparis adiastolus,NA,species,Actinopteri,Perciformes,Liparidae,Liparis,TRUE,FALSE,FALSE,274498,274498,NA,NA,Northern California
Poromitra oscitans,Poromitra oscitans,accepted,Poromitra oscitans,NA,species,Actinopteri,Beryciformes,Melamphaidae,Poromitra,TRUE,FALSE,FALSE,274939,274939,30366,143334,Northern California
Syngnathus euchrous,Syngnathus euchrous,accepted,Syngnathus euchrous,NA,species,Actinopteri,Syngnathiformes,Syngnathidae,Syngnathus,TRUE,FALSE,FALSE,275222,275222,NA,NA,Northern California
Cetichthys parini,Cetichthys parini,accepted,Cetichthys parini,NA,species,Actinopteri,Beryciformes,Cetomimidae,Cetichthys,TRUE,FALSE,FALSE,277899,277899,NA,NA,Northern California
Pleuronichthys ritteri,Pleuronichthys ritteri,accepted,Pleuronichthys ritteri,NA,species,Actinopteri,Pleuronectiformes,Pleuronectidae,Pleuronichthys,TRUE,FALSE,FALSE,282294,282294,125508,320380,Northern California
Congriscus megastoma,Congriscus megastoma,unaccepted,Thalassenchelys coheni,NA,species,Actinopteri,Anguilliformes,Colocongridae,Thalassenchelys,TRUE,FALSE,FALSE,282952,282952,71903,1604600,Northern California
Woodsia nonsuchae,Woodsia nonsuchae,accepted,Woodsia nonsuchae,NA,species,Actinopteri,Stomiiformes,Phosichthyidae,Woodsia,TRUE,FALSE,FALSE,283166,283166,NA,1508059,Northern California
Lampanyctus niger,Lampanyctus niger,accepted,Lampanyctus niger,NA,species,Actinopteri,Myctophiformes,Myctophidae,Lampanyctus,TRUE,FALSE,FALSE,301537,301537,NA,NA,Northern California
Clupea pallasii,Clupea pallasii,accepted,Clupea pallasii,NA,species,Actinopteri,Clupeiformes,Clupeidae,Clupea,TRUE,TRUE,TRUE,151159,151159,33891,30724,"Oregon, Washington, Vancouver Coast and Shelf"
Thaleichthys pacificus,Thaleichthys pacificus,accepted,Thaleichthys pacificus,NA,species,Actinopteri,Osmeriformes,Osmeridae,Thaleichthys,TRUE,TRUE,TRUE,282959,282959,10698,240832,"Oregon, Washington, Vancouver Coast and Shelf"
Glyptocephalus zachirus,Glyptocephalus zachirus,accepted,Glyptocephalus zachirus,NA,species,Actinopteri,Pleuronectiformes,Pleuronectidae,Glyptocephalus,TRUE,FALSE,FALSE,274287,274287,17183,195612,"Oregon, Washington, Vancouver Coast and Shelf"
Microstomus pacificus,Microstomus pacificus,accepted,Microstomus pacificus,NA,species,Actinopteri,Pleuronectiformes,Pleuronectidae,Microstomus,TRUE,FALSE,FALSE,274294,274294,11827,89058,"Oregon, Washington, Vancouver Coast and Shelf"
Atheresthes stomias,Atheresthes stomias,accepted,Atheresthes stomias,NA,species,Actinopteri,Pleuronectiformes,Pleuronectidae,Atheresthes,TRUE,FALSE,FALSE,279792,279792,11835,428034,"Oregon, Washington, Vancouver Coast and Shelf"
Lyopsetta exilis,Lyopsetta exilis,accepted,Lyopsetta exilis,NA,species,Actinopteri,Pleuronectiformes,Pleuronectidae,Lyopsetta,TRUE,FALSE,FALSE,281452,281452,15399,195626,"Oregon, Washington, Vancouver Coast and Shelf"
Squalus suckleyi,Squalus suckleyi,accepted,Squalus suckleyi,NA,species,Elasmobranchii,Squaliformes,Squalidae,Squalus,TRUE,TRUE,FALSE,299224,299224,319303,7798,"Oregon, Washington, Vancouver Coast and Shelf"
Anoplopoma fimbria,Anoplopoma fimbria,accepted,Anoplopoma fimbria,NA,species,Actinopteri,Perciformes,Anoplopomatidae,Anoplopoma,TRUE,FALSE,FALSE,159463,159463,13145,229290,"Oregon, Washington, Vancouver Coast and Shelf"
Parophrys vetulus,Parophrys vetulus,accepted,Parophrys vetulus,NA,species,Actinopteri,Pleuronectiformes,Pleuronectidae,Parophrys,TRUE,FALSE,FALSE,254393,254393,33893,172659,"Oregon, Washington, Vancouver Coast and Shelf"
Hydrolagus colliei,Hydrolagus colliei,accepted,Hydrolagus colliei,NA,species,Holocephali,Chimaeriformes,Chimaeridae,Hydrolagus,TRUE,FALSE,FALSE,271406,271406,33914,7873,"Oregon, Washington, Vancouver Coast and Shelf"
Sebastes flavidus,Sebastes flavidus,accepted,Sebastes flavidus,NA,species,Actinopteri,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274795,274795,10709,72076,"Oregon, Washington, Vancouver Coast and Shelf"
Citharichthys sordidus,Citharichthys sordidus,accepted,Citharichthys sordidus,NA,species,Actinopteri,Pleuronectiformes,Paralichthyidae,Citharichthys,TRUE,FALSE,FALSE,275694,275694,11803,319774,"Oregon, Washington, Vancouver Coast and Shelf"
Sebastes elongatus,Sebastes elongatus,accepted,Sebastes elongatus,NA,species,Actinopteri,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274788,274788,10708,72070,"Oregon, Washington, Vancouver Coast and Shelf"
Hippoglossoides elassodon,Hippoglossoides elassodon,accepted,Hippoglossoides elassodon,NA,species,Actinopteri,Pleuronectiformes,Pleuronectidae,Hippoglossoides,TRUE,FALSE,FALSE,274289,274289,15397,30945,"Oregon, Washington, Vancouver Coast and Shelf"
Sebastes alutus,Sebastes alutus,accepted,Sebastes alutus,NA,species,Actinopteri,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,254573,254573,10785,72055,"Oregon, Washington, Vancouver Coast and Shelf"
Gadus macrocephalus,Gadus macrocephalus,accepted,Gadus macrocephalus,NA,species,Actinopteri,Gadiformes,Gadidae,Gadus,TRUE,TRUE,FALSE,254538,254538,19837,80720,"Oregon, Washington, Vancouver Coast and Shelf"
Eopsetta jordani,Eopsetta jordani,accepted,Eopsetta jordani,NA,species,Actinopteri,Pleuronectiformes,Pleuronectidae,Eopsetta,TRUE,FALSE,FALSE,280690,280690,11822,195609,"Oregon, Washington, Vancouver Coast and Shelf"
Sebastolobus alascanus,Sebastolobus alascanus,accepted,Sebastolobus alascanus,NA,species,Actinopteri,Perciformes,Sebastidae,Sebastolobus,TRUE,FALSE,FALSE,282740,282740,10767,72110,"Oregon, Washington, Vancouver Coast and Shelf"
Ophiodon elongatus,Ophiodon elongatus,accepted,Ophiodon elongatus,NA,species,Actinopteri,Perciformes,Hexagrammidae,Ophiodon,TRUE,FALSE,FALSE,240745,240745,17835,225387,"Oregon, Washington, Vancouver Coast and Shelf"
Sebastes zacentrus,Sebastes zacentrus,accepted,Sebastes zacentrus,NA,species,Actinopteri,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274869,274869,10784,72108,"Oregon, Washington, Vancouver Coast and Shelf"
Merluccius productus,Merluccius productus,accepted,Merluccius productus,NA,species,Actinopteri,Gadiformes,Merlucciidae,Merluccius,TRUE,TRUE,FALSE,272458,272458,11764,89952,"Oregon, Washington, Vancouver Coast and Shelf"
Oncorhynchus keta,Oncorhynchus keta,accepted,Oncorhynchus keta,NA,species,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,TRUE,TRUE,TRUE,127183,127183,88757,8018,"Oregon, Washington, Vancouver Coast and Shelf"
Sebastes diploproa,Sebastes diploproa,accepted,Sebastes diploproa,NA,species,Actinopteri,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274787,274787,10781,72069,"Oregon, Washington, Vancouver Coast and Shelf"
Sebastes pinniger,Sebastes pinniger,accepted,Sebastes pinniger,NA,species,Actinopteri,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274836,274836,10778,72094,"Oregon, Washington, Vancouver Coast and Shelf"
Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,accepted,Oncorhynchus tshawytscha,NA,species,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,TRUE,TRUE,TRUE,158075,158075,10566,74940,"Oregon, Washington, Vancouver Coast and Shelf"
Sebastes ruberrimus,Sebastes ruberrimus,accepted,Sebastes ruberrimus,NA,species,Actinopteri,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274844,274844,10776,72098,"Oregon, Washington, Vancouver Coast and Shelf"
Sebastes proriger,Sebastes proriger,accepted,Sebastes proriger,NA,species,Actinopteri,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274838,274838,10779,394703,"Oregon, Washington, Vancouver Coast and Shelf"
Gadus chalcogrammus,Gadus chalcogrammus,accepted,Gadus chalcogrammus,NA,species,Actinopteri,Gadiformes,Gadidae,Gadus,TRUE,TRUE,FALSE,300735,300735,360473,1042646,"Oregon, Washington, Vancouver Coast and Shelf"
Oncorhynchus kisutch,Oncorhynchus kisutch,accepted,Oncorhynchus kisutch,NA,species,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,TRUE,TRUE,TRUE,127184,127184,23772,8019,"Oregon, Washington, Vancouver Coast and Shelf"
Sebastes babcocki,Sebastes babcocki,accepted,Sebastes babcocki,NA,species,Actinopteri,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274775,274775,10786,72059,"Oregon, Washington, Vancouver Coast and Shelf"
Sebastes crameri,Sebastes crameri,accepted,Sebastes crameri,NA,species,Actinopteri,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274785,274785,10788,72067,"Oregon, Washington, Vancouver Coast and Shelf"
Sebastes helvomaculatus,Sebastes helvomaculatus,accepted,Sebastes helvomaculatus,NA,species,Actinopteri,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274799,274799,10710,72079,"Oregon, Washington, Vancouver Coast and Shelf"
Beringraja rhina,Beringraja rhina,accepted,Beringraja rhina,NA,species,Elasmobranchii,Rajiformes,Rajidae,Beringraja,TRUE,FALSE,FALSE,1461133,1461133,NA,NA,"Oregon, Washington, Vancouver Coast and Shelf"
Lepidopsetta bilineata,Lepidopsetta bilineata,accepted,Lepidopsetta bilineata,NA,species,Actinopteri,Pleuronectiformes,Pleuronectidae,Lepidopsetta,TRUE,FALSE,FALSE,281305,281305,33919,NA,"Oregon, Washington, Vancouver Coast and Shelf"
Hippoglossus stenolepis,Hippoglossus stenolepis,accepted,Hippoglossus stenolepis,NA,species,Actinopteri,Pleuronectiformes,Pleuronectidae,Hippoglossus,TRUE,FALSE,FALSE,274290,274290,60118,195615,"Oregon, Washington, Vancouver Coast and Shelf"
Sebastes brevispinis,Sebastes brevispinis,accepted,Sebastes brevispinis,NA,species,Actinopteri,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274778,274778,10780,72060,"Oregon, Washington, Vancouver Coast and Shelf"
Sebastes maliger,Sebastes maliger,accepted,Sebastes maliger,NA,species,Actinopteri,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274815,274815,52780,72084,"Oregon, Washington, Vancouver Coast and Shelf"
Oncorhynchus gorbuscha,Oncorhynchus gorbuscha,accepted,Oncorhynchus gorbuscha,NA,species,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,TRUE,TRUE,TRUE,127182,127182,48257,8017,"Oregon, Washington, Vancouver Coast and Shelf"
Lycodes pacificus,Lycodes pacificus,accepted,Lycodes pacificus,NA,species,Actinopteri,Perciformes,Zoarcidae,Lycodes,TRUE,FALSE,FALSE,274116,274116,11376,1772091,"Oregon, Washington, Vancouver Coast and Shelf"
Cololabis saira,Cololabis saira,accepted,Cololabis saira,NA,species,Actinopteri,Beloniformes,Scomberesocidae,Cololabis,TRUE,FALSE,FALSE,280366,280366,30380,129043,"Oregon, Washington, Vancouver Coast and Shelf"
Microgadus proximus,Microgadus proximus,accepted,Microgadus proximus,NA,species,Actinopteri,Gadiformes,Gadidae,Microgadus,TRUE,TRUE,FALSE,275873,275873,15708,80721,"Oregon, Washington, Vancouver Coast and Shelf"
Tarletonbeania crenularis,Tarletonbeania crenularis,accepted,Tarletonbeania crenularis,NA,species,Actinopteri,Myctophiformes,Myctophidae,Tarletonbeania,TRUE,FALSE,FALSE,282927,282927,125484,91660,"Oregon, Washington, Vancouver Coast and Shelf"
Stenobrachius leucopsarus,Stenobrachius leucopsarus,accepted,Stenobrachius leucopsarus,NA,species,Actinopteri,Myctophiformes,Myctophidae,Stenobrachius,TRUE,FALSE,FALSE,254363,254363,33993,91658,"Oregon, Washington, Vancouver Coast and Shelf"
Sebastes wilsoni,Sebastes wilsoni,accepted,Sebastes wilsoni,NA,species,Actinopteri,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274868,274868,10713,72107,"Oregon, Washington, Vancouver Coast and Shelf"
Sebastes paucispinis,Sebastes paucispinis,accepted,Sebastes paucispinis,NA,species,Actinopteri,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274833,274833,10777,72093,"Oregon, Washington, Vancouver Coast and Shelf"
Trachipterus altivelis,Trachipterus altivelis,accepted,Trachipterus altivelis,NA,species,Actinopteri,Lampriformes,Trachipteridae,Trachipterus,TRUE,FALSE,FALSE,272531,272531,125556,320416,"Oregon, Washington, Vancouver Coast and Shelf"
Icelinus filamentosus,Icelinus filamentosus,accepted,Icelinus filamentosus,NA,species,Actinopteri,Perciformes,Cottidae,Icelinus,TRUE,FALSE,FALSE,281136,281136,20499,274762,"Oregon, Washington, Vancouver Coast and Shelf"
Oncorhynchus nerka,Oncorhynchus nerka,accepted,Oncorhynchus nerka,NA,species,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,TRUE,TRUE,TRUE,254569,254569,88747,8023,"Oregon, Washington, Vancouver Coast and Shelf"
Alosa sapidissima,Alosa sapidissima,accepted,Alosa sapidissima,NA,species,Actinopteri,Clupeiformes,Clupeidae,Alosa,TRUE,TRUE,TRUE,158670,158670,13393,34773,"Oregon, Washington, Vancouver Coast and Shelf"
Sebastes nebulosus,Sebastes nebulosus,accepted,Sebastes nebulosus,NA,species,Actinopteri,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274824,274824,NA,394698,"Oregon, Washington, Vancouver Coast and Shelf"
Icichthys lockingtoni,Icichthys lockingtoni,accepted,Icichthys lockingtoni,NA,species,Actinopteri,Scombriformes,Centrolophidae,Icichthys,TRUE,FALSE,FALSE,279354,279354,59165,302051,"Oregon, Washington, Vancouver Coast and Shelf"
Hexagrammos decagrammus,Hexagrammos decagrammus,accepted,Hexagrammos decagrammus,NA,species,Actinopteri,Perciformes,Hexagrammidae,Hexagrammos,TRUE,FALSE,FALSE,240732,240732,33916,274741,"Oregon, Washington, Vancouver Coast and Shelf"
Chauliodus macouni,Chauliodus macouni,accepted,Chauliodus macouni,NA,species,Actinopteri,Stomiiformes,Stomiidae,Chauliodus,TRUE,FALSE,FALSE,275055,275055,33959,302055,"Oregon, Washington, Vancouver Coast and Shelf"
Cymatogaster aggregata,Cymatogaster aggregata,accepted,Cymatogaster aggregata,NA,species,Actinopteri,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,TRUE,TRUE,FALSE,280461,280461,11121,50794,"Oregon, Washington, Vancouver Coast and Shelf"
Bathyraja interrupta,Bathyraja interrupta,accepted,Bathyraja interrupta,NA,species,Elasmobranchii,Rajiformes,Arhynchobatidae,Bathyraja,TRUE,FALSE,FALSE,271515,271515,33927,341244,"Oregon, Washington, Vancouver Coast and Shelf"
Lipolagus ochotensis,Lipolagus ochotensis,accepted,Lipolagus ochotensis,NA,species,Actinopteri,Argentiniformes,Bathylagidae,Lipolagus,TRUE,FALSE,FALSE,281374,281374,125598,170193,"Oregon, Washington, Vancouver Coast and Shelf"
Sebastes caurinus,Sebastes caurinus,accepted,Sebastes caurinus,NA,species,Actinopteri,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274780,274780,33903,72063,"Oregon, Washington, Vancouver Coast and Shelf"
Pleuronichthys decurrens,Pleuronichthys decurrens,accepted,Pleuronichthys decurrens,NA,species,Actinopteri,Pleuronectiformes,Pleuronectidae,Pleuronichthys,TRUE,FALSE,FALSE,282292,282292,34549,320379,"Oregon, Washington, Vancouver Coast and Shelf"
Squalus acanthias,Squalus acanthias,accepted,Squalus acanthias,NA,species,Elasmobranchii,Squaliformes,Squalidae,Squalus,TRUE,TRUE,FALSE,105923,105923,12653,7797,"Oregon, Washington, Vancouver Coast and Shelf"
Poroclinus rothrocki,Poroclinus rothrocki,accepted,Poroclinus rothrocki,NA,species,Actinopteri,Perciformes,Stichaeidae,Poroclinus,TRUE,FALSE,FALSE,254385,254385,14797,557414,"Oregon, Washington, Vancouver Coast and Shelf"
Sebastes jordani,Sebastes jordani,accepted,Sebastes jordani,NA,species,Actinopteri,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274806,274806,10712,72081,"Oregon, Washington, Vancouver Coast and Shelf"
Diaphus theta,Diaphus theta,accepted,Diaphus theta,NA,species,Actinopteri,Myctophiformes,Myctophidae,Diaphus,TRUE,FALSE,FALSE,272694,272694,34004,91653,"Oregon, Washington, Vancouver Coast and Shelf"
Sebastes entomelas,Sebastes entomelas,accepted,Sebastes entomelas,NA,species,Actinopteri,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274791,274791,16661,72073,"Oregon, Washington, Vancouver Coast and Shelf"
Beringraja binoculata,Beringraja binoculata,accepted,Beringraja binoculata,NA,species,Elasmobranchii,Rajiformes,Rajidae,Beringraja,TRUE,FALSE,FALSE,1021330,1021330,NA,NA,"Oregon, Washington, Vancouver Coast and Shelf"
Radulinus asprellus,Radulinus asprellus,accepted,Radulinus asprellus,NA,species,Actinopteri,Perciformes,Cottidae,Radulinus,TRUE,FALSE,FALSE,282541,282541,34012,274768,"Oregon, Washington, Vancouver Coast and Shelf"
