"","accepted_name","verbatim_species","taxonomic_status","species","subspecies","taxon_rank","class","order","family","genus","is_marine","is_brackish","is_freshwater","taxon_id","ncbi_id","region","fishbase_name"
"6483","Stomias danae","Stomias danae","accepted","Stomias danae",NA,"species","Actinopteri","Stomiiformes","Stomiidae","Stomias",TRUE,FALSE,FALSE,275179,NA,"North Pacific Transitional","Stomias danae"
"6484","Lampanyctus bristori","Nannobrachium bristori","unaccepted","Nannobrachium bristori",NA,"species","Actinopteri","Myctophiformes","Myctophidae","Nannobrachium",TRUE,FALSE,FALSE,275859,1519989,"North Pacific Transitional","Lampanyctus bristori"
"6485","Hypomesus nipponensis","Hypomesus nipponensis","accepted","Hypomesus nipponensis",NA,"species","Actinopteri","Osmeriformes","Osmeridae","Hypomesus",TRUE,TRUE,TRUE,279421,182223,"North Pacific Transitional","Hypomesus nipponensis"
"6486","Anoplagonus inermis","Anoplagonus inermis","accepted","Anoplagonus inermis",NA,"species","Actinopteri","Perciformes","Agonidae","Anoplagonus",TRUE,FALSE,FALSE,279630,1154603,"North Pacific Transitional","Anoplagonus inermis"
"6487","Neoclinus bryope","Neoclinus bryope","accepted","Neoclinus bryope",NA,"species","Actinopteri","Blenniiformes","Chaenopsidae","Neoclinus",TRUE,FALSE,FALSE,281680,270548,"North Pacific Transitional","Neoclinus bryope"
"6488","Sebastolobus macrochir","Sebastolobus macrochir","accepted","Sebastolobus macrochir",NA,"species","Actinopteri","Perciformes","Sebastidae","Sebastolobus",TRUE,FALSE,FALSE,282742,98657,"North Pacific Transitional","Sebastolobus macrochir"
"6489","Tridentiger trigonocephalus","Tridentiger trigonocephalus","accepted","Tridentiger trigonocephalus",NA,"species","Actinopteri","Gobiiformes","Gobiidae","Tridentiger",TRUE,TRUE,TRUE,283049,55557,"North Pacific Transitional","Tridentiger trigonocephalus"
"6490","Woodsia nonsuchae","Woodsia nonsuchae","accepted","Woodsia nonsuchae",NA,"species","Actinopteri","Stomiiformes","Phosichthyidae","Woodsia",TRUE,FALSE,FALSE,283166,1508059,"North Pacific Transitional","Woodsia nonsuchae"
"6491","Pentaceros richardsoni","Pentaceros richardsoni","accepted","Pentaceros richardsoni",NA,"species","Actinopteri","Acropomatiformes","Pentacerotidae","Pentaceros",TRUE,FALSE,FALSE,313240,334885,"North Pacific Transitional","Pentaceros richardsoni"
"6492","Sebastes alutus","Sebastes alutus","accepted","Sebastes alutus",NA,"species","Actinopteri","Perciformes","Sebastidae","Sebastes",TRUE,FALSE,FALSE,254573,72055,"Subarctic Pacific","Sebastes alutus"
"6493","Sebastolobus alascanus","Sebastolobus alascanus","accepted","Sebastolobus alascanus",NA,"species","Actinopteri","Perciformes","Sebastidae","Sebastolobus",TRUE,FALSE,FALSE,282740,72110,"Subarctic Pacific","Sebastolobus alascanus"
"6494","Atheresthes stomias","Atheresthes stomias","accepted","Atheresthes stomias",NA,"species","Actinopteri","Pleuronectiformes","Pleuronectidae","Atheresthes",TRUE,FALSE,FALSE,279792,428034,"Subarctic Pacific","Atheresthes stomias"
"6495","Glyptocephalus zachirus","Glyptocephalus zachirus","accepted","Glyptocephalus zachirus",NA,"species","Actinopteri","Pleuronectiformes","Pleuronectidae","Glyptocephalus",TRUE,FALSE,FALSE,274287,195612,"Subarctic Pacific","Glyptocephalus zachirus"
"6496","Gadus chalcogrammus","Gadus chalcogrammus","accepted","Gadus chalcogrammus",NA,"species","Actinopteri","Gadiformes","Gadidae","Gadus",TRUE,TRUE,FALSE,300735,1042646,"Subarctic Pacific","Gadus chalcogrammus"
"6497","Microstomus pacificus","Microstomus pacificus","accepted","Microstomus pacificus",NA,"species","Actinopteri","Pleuronectiformes","Pleuronectidae","Microstomus",TRUE,FALSE,FALSE,274294,89058,"Subarctic Pacific","Microstomus pacificus"
"6498","Sebastes zacentrus","Sebastes zacentrus","accepted","Sebastes zacentrus",NA,"species","Actinopteri","Perciformes","Sebastidae","Sebastes",TRUE,FALSE,FALSE,274869,72108,"Subarctic Pacific","Sebastes zacentrus"
"6499","Anoplopoma fimbria","Anoplopoma fimbria","accepted","Anoplopoma fimbria",NA,"species","Actinopteri","Perciformes","Anoplopomatidae","Anoplopoma",TRUE,FALSE,FALSE,159463,229290,"Subarctic Pacific","Anoplopoma fimbria"
"6500","Sebastes brevispinis","Sebastes brevispinis","accepted","Sebastes brevispinis",NA,"species","Actinopteri","Perciformes","Sebastidae","Sebastes",TRUE,FALSE,FALSE,274778,72060,"Subarctic Pacific","Sebastes brevispinis"
"6501","Sebastes ruberrimus","Sebastes ruberrimus","accepted","Sebastes ruberrimus",NA,"species","Actinopteri","Perciformes","Sebastidae","Sebastes",TRUE,FALSE,FALSE,274844,72098,"Subarctic Pacific","Sebastes ruberrimus"
"6502","Merluccius productus","Merluccius productus","accepted","Merluccius productus",NA,"species","Actinopteri","Gadiformes","Merlucciidae","Merluccius",TRUE,TRUE,FALSE,272458,89952,"Subarctic Pacific","Merluccius productus"
"6503","Sebastes babcocki","Sebastes babcocki","accepted","Sebastes babcocki",NA,"species","Actinopteri","Perciformes","Sebastidae","Sebastes",TRUE,FALSE,FALSE,274775,72059,"Subarctic Pacific","Sebastes babcocki"
"6504","Thaleichthys pacificus","Thaleichthys pacificus","accepted","Thaleichthys pacificus",NA,"species","Actinopteri","Osmeriformes","Osmeridae","Thaleichthys",TRUE,TRUE,TRUE,282959,240832,"Subarctic Pacific","Thaleichthys pacificus"
"6505","Sebastes helvomaculatus","Sebastes helvomaculatus","accepted","Sebastes helvomaculatus",NA,"species","Actinopteri","Perciformes","Sebastidae","Sebastes",TRUE,FALSE,FALSE,274799,72079,"Subarctic Pacific","Sebastes helvomaculatus"
"6506","Gadus macrocephalus","Gadus macrocephalus","accepted","Gadus macrocephalus",NA,"species","Actinopteri","Gadiformes","Gadidae","Gadus",TRUE,TRUE,FALSE,254538,80720,"Subarctic Pacific","Gadus macrocephalus"
"6507","Sebastes proriger","Sebastes proriger","accepted","Sebastes proriger",NA,"species","Actinopteri","Perciformes","Sebastidae","Sebastes",TRUE,FALSE,FALSE,274838,394703,"Subarctic Pacific","Sebastes proriger"
"6508","Hydrolagus colliei","Hydrolagus colliei","accepted","Hydrolagus colliei",NA,"species","Holocephali","Chimaeriformes","Chimaeridae","Hydrolagus",TRUE,FALSE,FALSE,271406,7873,"Subarctic Pacific","Hydrolagus colliei"
"6509","Hippoglossoides elassodon","Hippoglossoides elassodon","accepted","Hippoglossoides elassodon",NA,"species","Actinopteri","Pleuronectiformes","Pleuronectidae","Hippoglossoides",TRUE,FALSE,FALSE,274289,30945,"Subarctic Pacific","Hippoglossoides elassodon"
"6510","Sebastes reedi","Sebastes reedi","accepted","Sebastes reedi",NA,"species","Actinopteri","Perciformes","Sebastidae","Sebastes",TRUE,FALSE,FALSE,274840,394704,"Subarctic Pacific","Sebastes reedi"
"6511","Hippoglossus stenolepis","Hippoglossus stenolepis","accepted","Hippoglossus stenolepis",NA,"species","Actinopteri","Pleuronectiformes","Pleuronectidae","Hippoglossus",TRUE,FALSE,FALSE,274290,195615,"Subarctic Pacific","Hippoglossus stenolepis"
"6512","Sebastes elongatus","Sebastes elongatus","accepted","Sebastes elongatus",NA,"species","Actinopteri","Perciformes","Sebastidae","Sebastes",TRUE,FALSE,FALSE,274788,72070,"Subarctic Pacific","Sebastes elongatus"
"6513","Stenobrachius leucopsarus","Stenobrachius leucopsarus","accepted","Stenobrachius leucopsarus",NA,"species","Actinopteri","Myctophiformes","Myctophidae","Stenobrachius",TRUE,FALSE,FALSE,254363,91658,"Subarctic Pacific","Stenobrachius leucopsarus"
"6514","Sebastes diploproa","Sebastes diploproa","accepted","Sebastes diploproa",NA,"species","Actinopteri","Perciformes","Sebastidae","Sebastes",TRUE,FALSE,FALSE,274787,72069,"Subarctic Pacific","Sebastes diploproa"
"6515","Sebastolobus altivelis","Sebastolobus altivelis","accepted","Sebastolobus altivelis",NA,"species","Actinopteri","Perciformes","Sebastidae","Sebastolobus",TRUE,FALSE,FALSE,282741,8110,"Subarctic Pacific","Sebastolobus altivelis"
"6516","Ammodytes hexapterus","Ammodytes hexapterus","accepted","Ammodytes hexapterus",NA,"species","Actinopteri","Perciformes","Ammodytidae","Ammodytes",TRUE,TRUE,FALSE,254510,476914,"Subarctic Pacific","Ammodytes hexapterus"
"6517","Lepidopsetta bilineata","Lepidopsetta bilineata","accepted","Lepidopsetta bilineata",NA,"species","Actinopteri","Pleuronectiformes","Pleuronectidae","Lepidopsetta",TRUE,FALSE,FALSE,281305,NA,"Subarctic Pacific","Lepidopsetta bilineata"
"6518","Sebastes pinniger","Sebastes pinniger","accepted","Sebastes pinniger",NA,"species","Actinopteri","Perciformes","Sebastidae","Sebastes",TRUE,FALSE,FALSE,274836,72094,"Subarctic Pacific","Sebastes pinniger"
"6519","Sebastes flavidus","Sebastes flavidus","accepted","Sebastes flavidus",NA,"species","Actinopteri","Perciformes","Sebastidae","Sebastes",TRUE,FALSE,FALSE,274795,72076,"Subarctic Pacific","Sebastes flavidus"
"6520","Squalus suckleyi","Squalus suckleyi","accepted","Squalus suckleyi",NA,"species","Elasmobranchii","Squaliformes","Squalidae","Squalus",TRUE,TRUE,FALSE,299224,7798,"Subarctic Pacific","Squalus suckleyi"
"6521","Sebastes maliger","Sebastes maliger","accepted","Sebastes maliger",NA,"species","Actinopteri","Perciformes","Sebastidae","Sebastes",TRUE,FALSE,FALSE,274815,72084,"Subarctic Pacific","Sebastes maliger"
"6522","Parophrys vetulus","Parophrys vetulus","accepted","Parophrys vetulus",NA,"species","Actinopteri","Pleuronectiformes","Pleuronectidae","Parophrys",TRUE,FALSE,FALSE,254393,172659,"Subarctic Pacific","Parophrys vetulus"
"6523","Ophiodon elongatus","Ophiodon elongatus","accepted","Ophiodon elongatus",NA,"species","Actinopteri","Perciformes","Hexagrammidae","Ophiodon",TRUE,FALSE,FALSE,240745,225387,"Subarctic Pacific","Ophiodon elongatus"
"6524","Sebastes borealis","Sebastes borealis","accepted","Sebastes borealis",NA,"species","Actinopteri","Perciformes","Sebastidae","Sebastes",TRUE,FALSE,FALSE,274777,394687,"Subarctic Pacific","Sebastes borealis"
"6525","Lyopsetta exilis","Lyopsetta exilis","accepted","Lyopsetta exilis",NA,"species","Actinopteri","Pleuronectiformes","Pleuronectidae","Lyopsetta",TRUE,FALSE,FALSE,281452,195626,"Subarctic Pacific","Lyopsetta exilis"
"6526","Leuroglossus schmidti","Leuroglossus schmidti","accepted","Leuroglossus schmidti",NA,"species","Actinopteri","Argentiniformes","Bathylagidae","Leuroglossus",TRUE,FALSE,FALSE,254551,557346,"Subarctic Pacific","Leuroglossus schmidti"
"6527","Tarletonbeania crenularis","Tarletonbeania crenularis","accepted","Tarletonbeania crenularis",NA,"species","Actinopteri","Myctophiformes","Myctophidae","Tarletonbeania",TRUE,FALSE,FALSE,282927,91660,"Subarctic Pacific","Tarletonbeania crenularis"
"6528","Oncorhynchus keta","Oncorhynchus keta","accepted","Oncorhynchus keta",NA,"species","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus",TRUE,TRUE,TRUE,127183,8018,"Subarctic Pacific","Oncorhynchus keta"
"6529","Hexagrammos decagrammus","Hexagrammos decagrammus","accepted","Hexagrammos decagrammus",NA,"species","Actinopteri","Perciformes","Hexagrammidae","Hexagrammos",TRUE,FALSE,FALSE,240732,274741,"Subarctic Pacific","Hexagrammos decagrammus"
"6530","Eopsetta jordani","Eopsetta jordani","accepted","Eopsetta jordani",NA,"species","Actinopteri","Pleuronectiformes","Pleuronectidae","Eopsetta",TRUE,FALSE,FALSE,280690,195609,"Subarctic Pacific","Eopsetta jordani"
"6531","Citharichthys sordidus","Citharichthys sordidus","accepted","Citharichthys sordidus",NA,"species","Actinopteri","Pleuronectiformes","Paralichthyidae","Citharichthys",TRUE,FALSE,FALSE,275694,319774,"Subarctic Pacific","Citharichthys sordidus"
"6532","Beringraja rhina","Beringraja rhina","accepted","Beringraja rhina",NA,"species","Elasmobranchii","Rajiformes","Rajidae","Beringraja",TRUE,FALSE,FALSE,1461133,NA,"Subarctic Pacific","Beringraja rhina"
"6533","Hemilepidotus hemilepidotus","Hemilepidotus hemilepidotus","accepted","Hemilepidotus hemilepidotus",NA,"species","Actinopteri","Perciformes","Cottidae","Hemilepidotus",TRUE,FALSE,FALSE,254521,433390,"Subarctic Pacific","Hemilepidotus hemilepidotus"
"6534","Coryphaenoides acrolepis","Coryphaenoides acrolepis","accepted","Coryphaenoides acrolepis",NA,"species","Actinopteri","Gadiformes","Macrouridae","Coryphaenoides",TRUE,FALSE,FALSE,272313,83390,"Subarctic Pacific","Coryphaenoides acrolepis"
"6535","Oncorhynchus nerka","Oncorhynchus nerka","accepted","Oncorhynchus nerka",NA,"species","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus",TRUE,TRUE,TRUE,254569,8023,"Subarctic Pacific","Oncorhynchus nerka"
"6536","Sebastes variegatus","Sebastes variegatus","accepted","Sebastes variegatus",NA,"species","Actinopteri","Perciformes","Sebastidae","Sebastes",TRUE,FALSE,FALSE,274863,72106,"Subarctic Pacific","Sebastes variegatus"
"6537","Mallotus villosus","Mallotus villosus","accepted","Mallotus villosus",NA,"species","Actinopteri","Osmeriformes","Osmeridae","Mallotus",TRUE,TRUE,TRUE,126735,30960,"Subarctic Pacific","Mallotus villosus"
"6538","Reinhardtius hippoglossoides","Reinhardtius hippoglossoides","accepted","Reinhardtius hippoglossoides",NA,"species","Actinopteri","Pleuronectiformes","Pleuronectidae","Reinhardtius",TRUE,FALSE,FALSE,127144,111784,"Subarctic Pacific","Reinhardtius hippoglossoides"
"6539","Bathylagus pacificus","Bathylagus pacificus","accepted","Bathylagus pacificus",NA,"species","Actinopteri","Argentiniformes","Bathylagidae","Bathylagus",TRUE,FALSE,FALSE,272919,557336,"Subarctic Pacific","Bathylagus pacificus"
"6540","Sebastes crameri","Sebastes crameri","accepted","Sebastes crameri",NA,"species","Actinopteri","Perciformes","Sebastidae","Sebastes",TRUE,FALSE,FALSE,274785,72067,"Subarctic Pacific","Sebastes crameri"
"6541","Sebastes aleutianus","Sebastes aleutianus","accepted","Sebastes aleutianus",NA,"species","Actinopteri","Perciformes","Sebastidae","Sebastes",TRUE,FALSE,FALSE,274771,214485,"Subarctic Pacific","Sebastes aleutianus"
"6542","Coryphaenoides cinereus","Coryphaenoides cinereus","accepted","Coryphaenoides cinereus",NA,"species","Actinopteri","Gadiformes","Macrouridae","Coryphaenoides",TRUE,FALSE,FALSE,272326,83391,"Subarctic Pacific","Coryphaenoides cinereus"
"6543","Sebastes entomelas","Sebastes entomelas","accepted","Sebastes entomelas",NA,"species","Actinopteri","Perciformes","Sebastidae","Sebastes",TRUE,FALSE,FALSE,274791,72073,"Subarctic Pacific","Sebastes entomelas"
"6544","Lepidopsetta polyxystra","Lepidopsetta polyxystra","accepted","Lepidopsetta polyxystra",NA,"species","Actinopteri","Pleuronectiformes","Pleuronectidae","Lepidopsetta",TRUE,FALSE,FALSE,281307,433389,"Subarctic Pacific","Lepidopsetta polyxystra"
"6545","Sebastes variabilis","Sebastes variabilis","accepted","Sebastes variabilis",NA,"species","Actinopteri","Perciformes","Sebastidae","Sebastes",TRUE,FALSE,FALSE,398442,394707,"Subarctic Pacific","Sebastes variabilis"
"6546","Oncorhynchus tshawytscha","Oncorhynchus tshawytscha","accepted","Oncorhynchus tshawytscha",NA,"species","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus",TRUE,TRUE,TRUE,158075,74940,"Subarctic Pacific","Oncorhynchus tshawytscha"
"6547","Sebastes polyspinis","Sebastes polyspinis","accepted","Sebastes polyspinis",NA,"species","Actinopteri","Perciformes","Sebastidae","Sebastes",TRUE,FALSE,FALSE,274837,394702,"Subarctic Pacific","Sebastes polyspinis"
"6548","Protomyctophum thompsoni","Protomyctophum thompsoni","accepted","Protomyctophum thompsoni",NA,"species","Actinopteri","Myctophiformes","Myctophidae","Protomyctophum",TRUE,FALSE,FALSE,272732,123331,"Subarctic Pacific","Protomyctophum thompsoni"
"6549","Albatrossia pectoralis","Albatrossia pectoralis","accepted","Albatrossia pectoralis",NA,"species","Actinopteri","Gadiformes","Macrouridae","Albatrossia",TRUE,FALSE,FALSE,236135,83392,"Subarctic Pacific","Albatrossia pectoralis"
"6550","Sebastes paucispinis","Sebastes paucispinis","accepted","Sebastes paucispinis",NA,"species","Actinopteri","Perciformes","Sebastidae","Sebastes",TRUE,FALSE,FALSE,274833,72093,"Subarctic Pacific","Sebastes paucispinis"
"6551","Pleurogrammus monopterygius","Pleurogrammus monopterygius","accepted","Pleurogrammus monopterygius",NA,"species","Actinopteri","Perciformes","Hexagrammidae","Pleurogrammus",TRUE,FALSE,FALSE,282289,192379,"Subarctic Pacific","Pleurogrammus monopterygius"
"6552","Zaprora silenus","Zaprora silenus","accepted","Zaprora silenus",NA,"species","Actinopteri","Perciformes","Zaproridae","Zaprora",TRUE,FALSE,FALSE,254353,320590,"Subarctic Pacific","Zaprora silenus"
"6553","Bathyraja interrupta","Bathyraja interrupta","accepted","Bathyraja interrupta",NA,"species","Elasmobranchii","Rajiformes","Arhynchobatidae","Bathyraja",TRUE,FALSE,FALSE,271515,341244,"Subarctic Pacific","Bathyraja interrupta"
"6554","Malacocottus zonurus","Malacocottus zonurus","accepted","Malacocottus zonurus",NA,"species","Actinopteri","Perciformes","Psychrolutidae","Malacocottus",TRUE,FALSE,FALSE,254406,200682,"Subarctic Pacific","Malacocottus zonurus"
"6555","Sebastes wilsoni","Sebastes wilsoni","accepted","Sebastes wilsoni",NA,"species","Actinopteri","Perciformes","Sebastidae","Sebastes",TRUE,FALSE,FALSE,274868,72107,"Subarctic Pacific","Sebastes wilsoni"
"6556","Diaphus theta","Diaphus theta","accepted","Diaphus theta",NA,"species","Actinopteri","Myctophiformes","Myctophidae","Diaphus",TRUE,FALSE,FALSE,272694,91653,"Subarctic Pacific","Diaphus theta"
"6557","Atheresthes evermanni","Atheresthes evermanni","accepted","Atheresthes evermanni",NA,"species","Actinopteri","Pleuronectiformes","Pleuronectidae","Atheresthes",TRUE,FALSE,FALSE,279791,195645,"Subarctic Pacific","Atheresthes evermanni"
"6558","Hexagrammos lagocephalus","Hexagrammos lagocephalus","accepted","Hexagrammos lagocephalus",NA,"species","Actinopteri","Perciformes","Hexagrammidae","Hexagrammos",TRUE,FALSE,FALSE,240735,192377,"Subarctic Pacific","Hexagrammos lagocephalus"
"6559","Antimora microlepis","Antimora microlepis","accepted","Antimora microlepis",NA,"species","Actinopteri","Gadiformes","Moridae","Antimora",TRUE,FALSE,FALSE,272460,497157,"Subarctic Pacific","Antimora microlepis"
