verbatim_species,accepted_name_usage,taxonomic_status,species,subspecies,taxon_rank,phylum,class,order,family,genus,is_marine,is_brackish,is_freshwater,speciesid,taxon_id,bold_id,ncbi_id,genusid
Travisiopsis lobifera,Travisiopsis lobifera,accepted,Travisiopsis lobifera,NA,species,Annelida,Polychaeta,Phyllodocida,Typhloscolecidae,Travisiopsis,TRUE,FALSE,FALSE,131581,131581,NA,NA,129721
NA,Heteropia,accepted,NA,NA,genus,Porifera,Calcarea,Leucosolenida,Heteropiidae,Heteropia,TRUE,FALSE,FALSE,NA,131712,NA,2027434,131712
NA,Topsentia,accepted,NA,NA,genus,Porifera,Demospongiae,Suberitida,Halichondriidae,Topsentia,TRUE,FALSE,FALSE,NA,131821,NA,279594,131821
NA,Oceanapia,accepted,NA,NA,genus,Porifera,Demospongiae,Haplosclerida,Phloeodictyidae,Oceanapia,TRUE,FALSE,FALSE,NA,131852,NA,283402,131852
NA,Biemna,accepted,NA,NA,genus,Porifera,Demospongiae,Biemnida,Biemnidae,Biemna,TRUE,FALSE,FALSE,NA,131897,NA,344323,131897
NA,Aaptos,accepted,NA,NA,genus,Porifera,Demospongiae,Suberitida,Suberitidae,Aaptos,TRUE,FALSE,FALSE,NA,132064,NA,237077,132064
Pachymatisma johnstonia,Pachymatisma johnstonia,accepted,Pachymatisma johnstonia,NA,species,Porifera,Demospongiae,Tetractinellida,Geodiidae,Pachymatisma,TRUE,FALSE,FALSE,134057,134057,153362,77183,132007
NA,Peltogaster,accepted,NA,NA,genus,Arthropoda,Thecostraca,NA,Peltogastridae,Peltogaster,TRUE,FALSE,FALSE,NA,134777,NA,399077,134777
NA,Forskalia,accepted,NA,NA,genus,Cnidaria,Hydrozoa,Siphonophorae,Forskaliidae,Forskalia,TRUE,FALSE,FALSE,NA,135396,NA,NA,135396
Forskalia edwardsii,Forskalia edwardsii,accepted,Forskalia edwardsii,NA,species,Cnidaria,Hydrozoa,Siphonophorae,Forskaliidae,Forskalia,TRUE,FALSE,FALSE,135501,135501,NA,NA,135396
Araphura brevimanus,Araphura brevimanus,accepted,Araphura brevimanus,NA,species,Arthropoda,Malacostraca,Tanaidacea,Tanaellidae,Araphura,TRUE,NA,NA,136344,136344,NA,NA,136206
NA,Limnodriloides,accepted,NA,NA,genus,Annelida,Clitellata,Tubificida,Naididae,Limnodriloides,TRUE,TRUE,FALSE,NA,137362,NA,167820,137362
Monopylephorus rubroniveus,Monopylephorus rubroniveus,accepted,Monopylephorus rubroniveus,NA,species,Annelida,Clitellata,Tubificida,Naididae,Monopylephorus,TRUE,NA,NA,137551,137551,28559,132493,137383
NA,Japetella,accepted,NA,NA,genus,Mollusca,Cephalopoda,Octopoda,Amphitretidae,Japetella,TRUE,NA,FALSE,NA,137695,NA,61717,137695
NA,Eubranchus,accepted,NA,NA,genus,Mollusca,Gastropoda,Nudibranchia,Eubranchidae,Eubranchus,TRUE,NA,FALSE,NA,137954,NA,71487,137954
NA,Ocenebra,accepted,NA,NA,genus,Mollusca,Gastropoda,Neogastropoda,Muricidae,Ocenebra,TRUE,FALSE,FALSE,NA,138200,NA,146273,138200
NA,Anatoma,accepted,NA,NA,genus,Mollusca,Gastropoda,Lepetellida,Anatomidae,Anatoma,TRUE,FALSE,FALSE,NA,138464,NA,315774,138464
NA,Rossia,accepted,NA,NA,genus,Mollusca,Cephalopoda,Sepiida,Sepiolidae,Rossia,TRUE,NA,FALSE,NA,138481,NA,NA,138481
NA,Liocyma,accepted,NA,NA,genus,Mollusca,Bivalvia,Venerida,Veneridae,Liocyma,TRUE,FALSE,FALSE,NA,138641,NA,NA,138641
Buccinum glaciale,Buccinum glaciale,accepted,Buccinum glaciale,NA,species,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Buccinum,TRUE,NA,NA,138864,138864,151138,NA,137701
Ciliatocardium ciliatum,Ciliatocardium ciliatum,accepted,Ciliatocardium ciliatum,NA,species,Mollusca,Bivalvia,Cardiida,Cardiidae,Ciliatocardium,TRUE,FALSE,FALSE,139000,139000,593195,1472678,137736
Oenopota elegans,Oenopota elegans,accepted,Oenopota elegans,NA,species,Mollusca,Gastropoda,Neogastropoda,Mangeliidae,Oenopota,TRUE,NA,NA,139317,139317,NA,NA,137826
Eubranchus rupium,Eubranchus rupium,accepted,Eubranchus rupium,NA,species,Mollusca,Gastropoda,Nudibranchia,Eubranchidae,Eubranchus,TRUE,NA,FALSE,139770,139770,495435,1421122,137954
Glaucus atlanticus,Glaucus atlanticus,accepted,Glaucus atlanticus,NA,species,Mollusca,Gastropoda,Nudibranchia,Glaucidae,Glaucus,TRUE,FALSE,FALSE,140022,140022,124744,1154737,138033
Tonicella marmorea,Tonicella marmorea,accepted,Tonicella marmorea,NA,species,Mollusca,Polyplacophora,Chitonida,Tonicellidae,Tonicella,TRUE,NA,NA,140151,140151,180346,1366313,138090
NA,Stylasterias,accepted,NA,NA,genus,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Stylasterias,TRUE,FALSE,FALSE,NA,146049,NA,136952,146049
Hemioniscus balani,Hemioniscus balani,accepted,Hemioniscus balani,NA,species,Arthropoda,Malacostraca,Isopoda,Hemioniscidae,Hemioniscus,TRUE,FALSE,FALSE,146970,146970,NA,NA,146969
NA,Ligia,accepted,NA,NA,genus,Arthropoda,Malacostraca,Isopoda,Ligiidae,Ligia,TRUE,TRUE,FALSE,NA,146998,NA,96855,146998
Cerebratulus californiensis,Cerebratulus californiensis,accepted,Cerebratulus californiensis,NA,species,Nemertea,Pilidiophora,Heteronemertea,Lineidae,Cerebratulus,TRUE,NA,FALSE,147295,147295,293183,416956,122348
Coryne eximia,Coryne eximia,accepted,Coryne eximia,NA,species,Cnidaria,Hydrozoa,Anthoathecata,Corynidae,Coryne,TRUE,NA,NA,151860,151860,762944,264117,117067
NA,Malletia,accepted,NA,NA,genus,Mollusca,Bivalvia,Nuculanida,Malletiidae,Malletia,TRUE,FALSE,FALSE,NA,151906,NA,297444,151906
NA,Mendicula,accepted,NA,NA,genus,Mollusca,Bivalvia,Lucinida,Thyasiridae,Mendicula,TRUE,NA,NA,NA,152423,NA,399295,152423
Dyopedos bispinis,Dyopedos bispinis,accepted,Dyopedos bispinis,NA,species,Arthropoda,Malacostraca,Amphipoda,Dulichiidae,Dyopedos,TRUE,FALSE,FALSE,156071,156071,669277,1441603,101736
Synidotea bicuspida,Synidotea bicuspida,accepted,Synidotea bicuspida,NA,species,Arthropoda,Malacostraca,Isopoda,Idoteidae,Synidotea,TRUE,FALSE,FALSE,156445,156445,373997,2461328,118456
Macoma lama,Macoma lama,accepted,Macoma lama,NA,species,Mollusca,Bivalvia,Cardiida,Tellinidae,Macoma,TRUE,NA,NA,156797,156797,NA,NA,138531
Glycera robusta,Glycera robusta,accepted,Glycera robusta,NA,species,Annelida,Polychaeta,Phyllodocida,Glyceridae,Glycera,TRUE,FALSE,FALSE,157394,157394,205825,529267,129296
Schizoporella obesa,Schizoporella obesa,accepted,Schizoporella obesa,NA,species,Bryozoa,Gymnolaemata,Cheilostomatida,Schizoporellidae,Schizoporella,TRUE,FALSE,FALSE,159889,159889,NA,NA,110975
Haliclona (Rhizoniera) rosea,Haliclona (Rhizoniera) rosea,accepted,Haliclona (Rhizoniera) rosea,NA,species,Porifera,Demospongiae,Haplosclerida,Chalinidae,Haliclona,TRUE,FALSE,FALSE,166637,166637,NA,NA,131834
NA,Wigginsia,accepted,NA,NA,genus,Porifera,Demospongiae,Poecilosclerida,Acarnidae,Wigginsia,TRUE,FALSE,FALSE,NA,167449,NA,NA,167449
Clathria (Microciona) spongigartina,Clathria (Microciona) spongigartina,accepted,Clathria (Microciona) spongigartina,NA,species,Porifera,Demospongiae,Poecilosclerida,Microcionidae,Clathria,TRUE,FALSE,FALSE,167687,167687,NA,NA,131868
Biemna rhadia,Biemna rhadia,accepted,Biemna rhadia,NA,species,Porifera,Demospongiae,Biemnida,Biemnidae,Biemna,TRUE,FALSE,FALSE,168282,168282,243324,NA,131897
Geodia japonica,Geodia japonica,accepted,Geodia japonica,NA,species,Porifera,Demospongiae,Tetractinellida,Geodiidae,Geodia,TRUE,FALSE,FALSE,170135,170135,NA,NA,132005
Hyalonema (Corynonema) populiferum,Hyalonema (Corynonema) populiferum,accepted,Hyalonema (Corynonema) populiferum,NA,species,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,TRUE,FALSE,FALSE,171425,171425,NA,1631155,132096
NA,Entalophora,accepted,NA,NA,genus,Bryozoa,Stenolaemata,Cyclostomatida,Entalophoridae,Entalophora,TRUE,NA,NA,NA,173986,NA,NA,173986
NA,Heterophoxus,accepted,NA,NA,genus,Arthropoda,Malacostraca,Amphipoda,Phoxocephalidae,Heterophoxus,TRUE,FALSE,FALSE,NA,176848,NA,2172737,176848
Campylaspis rubromaculata,Campylaspis rubromaculata,accepted,Campylaspis rubromaculata,NA,species,Arthropoda,Malacostraca,Cumacea,Nannastacidae,Campylaspis,TRUE,NA,NA,182449,182449,NA,NA,110415
NA,Pachycheles,accepted,NA,NA,genus,Arthropoda,Malacostraca,Decapoda,Porcellanidae,Pachycheles,TRUE,FALSE,FALSE,NA,205958,NA,123861,205958
NA,Crucigera,accepted,NA,NA,genus,Annelida,Polychaeta,Sabellida,Serpulidae,Crucigera,TRUE,FALSE,FALSE,NA,206777,NA,356927,206777
NA,Cryptomya,accepted,NA,NA,genus,Mollusca,Bivalvia,Myida,Myidae,Cryptomya,TRUE,NA,FALSE,NA,206927,NA,NA,206927
Phalacrophorus pictus,Phalacrophorus pictus,accepted,Phalacrophorus pictus,NA,species,Annelida,Polychaeta,Phyllodocida,Iospilidae,Phalacrophorus,TRUE,FALSE,FALSE,209714,209714,NA,2528785,206129
Gaetanus kruppii,Gaetanus kruppii,accepted,Gaetanus kruppii,NA,species,Arthropoda,Copepoda,Calanoida,Aetideidae,Gaetanus,TRUE,FALSE,FALSE,221290,221290,NA,507449,104121
Holmesimysis sculptoides,Holmesimysis sculptoides,accepted,Holmesimysis sculptoides,NA,species,Arthropoda,Malacostraca,Mysida,Mysidae,Holmesimysis,TRUE,NA,FALSE,226919,226919,NA,NA,226093
NA,Antho (Plocamia),accepted,NA,NA,subgenus,Porifera,Demospongiae,Poecilosclerida,Microcionidae,Antho,TRUE,FALSE,FALSE,NA,234165,NA,NA,131865
NA,Terebratalia,accepted,NA,NA,genus,Brachiopoda,Rhynchonellata,Terebratulida,Terebrataliidae,Terebratalia,TRUE,NA,NA,NA,235277,NA,34512,235277
Hedgpethia californica,Hedgpethia californica,accepted,Hedgpethia californica,NA,species,Arthropoda,Pycnogonida,Pantopoda,Colossendeidae,Hedgpethia,TRUE,FALSE,FALSE,239454,239454,NA,NA,134587
Achelia alaskensis,Achelia alaskensis,accepted,Achelia alaskensis,NA,species,Arthropoda,Pycnogonida,Pantopoda,Ammotheidae,Achelia,TRUE,FALSE,FALSE,239888,239888,NA,373254,134568
Pycnogonum stearnsi,Pycnogonum stearnsi,accepted,Pycnogonum stearnsi,NA,species,Arthropoda,Pycnogonida,Pantopoda,Pycnogonidae,Pycnogonum,TRUE,FALSE,FALSE,240277,240277,103230,373310,134595
NA,Apostichopus,accepted,NA,NA,genus,Echinodermata,Holothuroidea,Synallactida,Stichopodidae,Apostichopus,TRUE,NA,NA,NA,241373,NA,307971,241373
Amphilepis patens,Amphilepis patens,accepted,Amphilepis patens,NA,species,Echinodermata,Ophiuroidea,Amphilepidida,Amphilepididae,Amphilepis,TRUE,FALSE,FALSE,242631,242631,140264,NA,123608
Ophioscolex corynetes,Ophioscolex corynetes,accepted,Ophioscolex corynetes,NA,species,Echinodermata,Ophiuroidea,Ophioscolecida,Ophioscolecidae,Ophioscolex,TRUE,FALSE,FALSE,244043,244043,140253,869238,123633
Pyura mirabilis,Pyura mirabilis,accepted,Pyura mirabilis,NA,species,Chordata,Ascidiacea,Stolidobranchia,Pyuridae,Pyura,TRUE,NA,FALSE,251281,251281,NA,111863,103524
Uromunna ubiquita,Uromunna ubiquita,accepted,Uromunna ubiquita,NA,species,Arthropoda,Malacostraca,Isopoda,Munnidae,Uromunna,TRUE,FALSE,FALSE,256270,256270,NA,NA,118375
Pentidotea schmitti,Pentidotea schmitti,accepted,Pentidotea schmitti,NA,species,Arthropoda,Malacostraca,Isopoda,Idoteidae,Pentidotea,TRUE,FALSE,FALSE,261980,261980,804549,NA,249157
Prometor benthophila,Prometor benthophila,accepted,Prometor benthophila,NA,species,Annelida,Polychaeta,Echiuroidea,Bonelliidae,Prometor,TRUE,FALSE,FALSE,266609,266609,NA,NA,182859
Eudendrium californicum,Eudendrium californicum,accepted,Eudendrium californicum,NA,species,Cnidaria,Hydrozoa,Anthoathecata,Eudendriidae,Eudendrium,TRUE,NA,NA,284654,284654,NA,502949,117093
Eudendrium irregulare,Eudendrium irregulare,accepted,Eudendrium irregulare,NA,species,Cnidaria,Hydrozoa,Anthoathecata,Eudendriidae,Eudendrium,TRUE,NA,NA,284667,284667,NA,NA,117093
Hydractinia aggregata,Hydractinia aggregata,accepted,Hydractinia aggregata,NA,species,Cnidaria,Hydrozoa,Anthoathecata,Hydractiniidae,Hydractinia,TRUE,NA,NA,284837,284837,NA,NA,117117
Discophyton rudyi,Discophyton rudyi,accepted,Discophyton rudyi,NA,species,Cnidaria,Anthozoa,Malacalcyonacea,Discophytidae,Discophyton,TRUE,NA,FALSE,289828,289828,506008,124283,267393
Thrissacanthias penicillatus,Thrissacanthias penicillatus,accepted,Thrissacanthias penicillatus,NA,species,Echinodermata,Asteroidea,Paxillosida,Astropectinidae,Thrissacanthias,TRUE,FALSE,FALSE,292833,292833,220696,556867,292832
Acharax johnsoni,Acharax johnsoni,accepted,Acharax johnsoni,NA,species,Mollusca,Bivalvia,Solemyida,Solemyidae,Acharax,TRUE,FALSE,FALSE,293239,293239,600741,1825698,293237
NA,Ehlersileanira,accepted,NA,NA,genus,Annelida,Polychaeta,Phyllodocida,Sigalionidae,Ehlersileanira,TRUE,FALSE,FALSE,NA,325013,NA,NA,325013
Spio butleri,Spio butleri,accepted,Spio butleri,NA,species,Annelida,Polychaeta,Spionida,Spionidae,Spio,TRUE,FALSE,FALSE,332054,332054,NA,NA,129625
Cirriformia spirabrancha,Cirriformia spirabrancha,accepted,Cirriformia spirabrancha,NA,species,Annelida,Polychaeta,Terebellida,Cirratulidae,Cirriformia,TRUE,FALSE,FALSE,332700,332700,NA,NA,129245
Aphelochaeta multifilis,Aphelochaeta multifilis,accepted,Aphelochaeta multifilis,NA,species,Annelida,Polychaeta,Terebellida,Cirratulidae,Aphelochaeta,TRUE,FALSE,FALSE,332992,332992,NA,NA,129240
Bushiella (Bushiella) verruca,Bushiella (Bushiella) verruca,accepted,Bushiella (Bushiella) verruca,NA,species,Annelida,Polychaeta,Sabellida,Serpulidae,Bushiella,TRUE,FALSE,FALSE,333159,333159,NA,NA,129628
Hediste limnicola,Hediste limnicola,accepted,Hediste limnicola,NA,species,Annelida,Polychaeta,Phyllodocida,Nereididae,Hediste,TRUE,FALSE,TRUE,333585,333585,NA,1162618,146968
Lepidonotus spiculus,Lepidonotus spiculus,accepted,Lepidonotus spiculus,NA,species,Annelida,Polychaeta,Phyllodocida,Polynoidae,Lepidonotus,TRUE,FALSE,FALSE,333826,333826,808497,2172701,129496
Neoleanira areolata,Neoleanira areolata,accepted,Neoleanira areolata,NA,species,Annelida,Polychaeta,Phyllodocida,Sigalionidae,Neoleanira,TRUE,FALSE,FALSE,334125,334125,NA,NA,129591
Schistomeringos annulata,Schistomeringos annulata,accepted,Schistomeringos annulata,NA,species,Annelida,Polychaeta,Eunicida,Dorvilleidae,Schistomeringos,TRUE,FALSE,FALSE,334727,334727,NA,NA,129274
Galiteuthis phyllura,Galiteuthis phyllura,accepted,Galiteuthis phyllura,NA,species,Mollusca,Cephalopoda,Oegopsida,Cranchiidae,Galiteuthis,TRUE,FALSE,FALSE,341807,341807,600842,NA,137848
Abraliopsis felis,Abraliopsis felis,accepted,Abraliopsis felis,NA,species,Mollusca,Cephalopoda,Oegopsida,Enoploteuthidae,Abraliopsis,TRUE,NA,FALSE,341849,341849,600840,NA,137931
NA,Xouthous,accepted,NA,NA,genus,Arthropoda,Copepoda,Harpacticoida,Pseudotachidiidae,Xouthous,TRUE,FALSE,FALSE,NA,348184,NA,NA,348184
Diosaccus spinatus,Diosaccus spinatus,accepted,Diosaccus spinatus,NA,species,Arthropoda,Copepoda,Harpacticoida,Miraciidae,Diosaccus,TRUE,FALSE,FALSE,351068,351068,808532,2172687,115309
Robertsonia normani,Robertsonia normani,accepted,Robertsonia normani,NA,species,Arthropoda,Copepoda,Harpacticoida,Miraciidae,Robertsonia,TRUE,FALSE,FALSE,355344,355344,NA,NA,115324
Leptasterias asteira,Leptasterias asteira,accepted,Leptasterias asteira,NA,species,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Leptasterias,TRUE,FALSE,FALSE,369159,369159,NA,NA,123222
Mopalia phorminx,Mopalia phorminx,accepted,Mopalia phorminx,NA,species,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Mopalia,TRUE,NA,NA,386354,386354,151456,497302,385567
NA,Najna,accepted,NA,NA,genus,Arthropoda,Malacostraca,Amphipoda,Najnidae,Najna,TRUE,NA,NA,NA,390791,NA,NA,390791
NA,Loxorhynchus,accepted,NA,NA,genus,Arthropoda,Malacostraca,Decapoda,Epialtidae,Loxorhynchus,TRUE,NA,NA,NA,390853,NA,504423,390853
Lyonsiella quaylei,Lyonsiella quaylei,accepted,Lyonsiella quaylei,NA,species,Mollusca,Bivalvia,NA,Lyonsiellidae,Lyonsiella,TRUE,NA,NA,406057,406057,NA,NA,138654
Bathyneaera tillamookensis,Bathyneaera tillamookensis,accepted,Bathyneaera tillamookensis,NA,species,Mollusca,Bivalvia,NA,Cuspidariidae,Bathyneaera,TRUE,NA,NA,408525,408525,NA,NA,408511
NA,Agriopoma,accepted,NA,NA,genus,Mollusca,Bivalvia,Venerida,Veneridae,Agriopoma,TRUE,FALSE,FALSE,NA,415019,NA,NA,415019
Amphibalanus improvisus,Amphibalanus improvisus,accepted,Amphibalanus improvisus,NA,species,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Amphibalanus,TRUE,NA,NA,421139,421139,468995,1220549,415046
Laticorophium baconi,Laticorophium baconi,accepted,Laticorophium baconi,NA,species,Arthropoda,Malacostraca,Amphipoda,Corophiidae,Laticorophium,TRUE,NA,NA,421577,421577,752225,NA,415544
Cauloramphus brunea,Cauloramphus brunea,accepted,Cauloramphus brunea,NA,species,Bryozoa,Gymnolaemata,Cheilostomatida,Calloporidae,Cauloramphus,TRUE,FALSE,FALSE,422256,422256,649959,903958,110852
Amperima naresi,Amperima naresi,accepted,Amperima naresi,NA,species,Echinodermata,Holothuroidea,Elasipodida,Elpidiidae,Amperima,TRUE,FALSE,FALSE,428578,428578,140294,NA,123510
Atlanta gaudichaudi,Atlanta gaudichaudi,accepted,Atlanta gaudichaudi,NA,species,Mollusca,Gastropoda,Littorinimorpha,Atlantidae,Atlanta,TRUE,NA,NA,430418,430418,656429,649066,137687
Calliopius carinatus,Calliopius carinatus,accepted,Calliopius carinatus,NA,species,Arthropoda,Malacostraca,Amphipoda,Calliopiidae,Calliopius,TRUE,NA,NA,430717,430717,804547,NA,101511
Pseudoliropus vanus,Pseudoliropus vanus,accepted,Pseudoliropus vanus,NA,species,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Pseudoliropus,TRUE,FALSE,FALSE,431074,431074,NA,NA,431073
NA,Lophopanopeus,accepted,NA,NA,genus,Arthropoda,Malacostraca,Decapoda,Panopeidae,Lophopanopeus,TRUE,NA,NA,NA,439514,NA,707977,439514
Macroregonia macrochira,Macroregonia macrochira,accepted,Macroregonia macrochira,NA,species,Arthropoda,Malacostraca,Decapoda,Oregoniidae,Macroregonia,TRUE,FALSE,FALSE,442169,442169,212245,591000,439493
Pinnotheres pugettensis,Pinnotheres pugettensis,accepted,Pinnotheres pugettensis,NA,species,Arthropoda,Malacostraca,Decapoda,Pinnotheridae,Pinnotheres,TRUE,FALSE,FALSE,445218,445218,804552,NA,106976
Pinnotheres taylori,Pinnotheres taylori,accepted,Pinnotheres taylori,NA,species,Arthropoda,Malacostraca,Decapoda,Pinnotheridae,Pinnotheres,TRUE,FALSE,FALSE,445229,445229,NA,NA,106976
Littorina squalida,Littorina squalida,accepted,Littorina squalida,NA,species,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,Littorina,TRUE,FALSE,FALSE,445660,445660,507740,45753,138135
Neotrypaea californiensis,Neotrypaea californiensis,accepted,Neotrypaea californiensis,NA,species,Arthropoda,Malacostraca,Decapoda,Callianassidae,Neotrypaea,TRUE,FALSE,FALSE,465347,465347,595485,177238,465341
Cellaria mandibulata,Cellaria mandibulata,accepted,Cellaria mandibulata,NA,species,Bryozoa,Gymnolaemata,Cheilostomatida,Cellariidae,Cellaria,TRUE,FALSE,FALSE,469492,469492,NA,97242,110869
Microporella borealis,Microporella borealis,accepted,Microporella borealis,NA,species,Bryozoa,Gymnolaemata,Cheilostomatida,Microporellidae,Microporella,TRUE,FALSE,FALSE,470059,470059,NA,NA,110942
Bicrisia edwardsiana,Bicrisia edwardsiana,accepted,Bicrisia edwardsiana,NA,species,Bryozoa,Stenolaemata,Cyclostomatida,Crisiidae,Bicrisia,TRUE,FALSE,FALSE,470749,470749,NA,NA,111031
Cribrilaria radiata,Cribrilaria radiata,accepted,Cribrilaria radiata,NA,species,Bryozoa,Gymnolaemata,Cheilostomatida,Cribrilinidae,Cribrilaria,TRUE,FALSE,FALSE,471844,471844,NA,NA,467128
Enchytraeus multiannulatus,Enchytraeus multiannulatus,accepted,Enchytraeus multiannulatus,NA,species,Annelida,Clitellata,Enchytraeida,Enchytraeidae,Enchytraeus,TRUE,NA,NA,475669,475669,NA,NA,137347
Enchytraeus rupus,Enchytraeus rupus,accepted,Enchytraeus rupus,NA,species,Annelida,Clitellata,Enchytraeida,Enchytraeidae,Enchytraeus,NA,TRUE,NA,475670,475670,NA,NA,137347
Marionina nevisensis,Marionina nevisensis,accepted,Marionina nevisensis,NA,species,Annelida,Clitellata,Enchytraeida,Enchytraeidae,Marionina,TRUE,FALSE,FALSE,475910,475910,667943,913675,137353
Calastacus stilirostris,Calastacus stilirostris,accepted,Calastacus stilirostris,NA,species,Arthropoda,Malacostraca,Decapoda,Axiidae,Calastacus,TRUE,FALSE,FALSE,477527,477527,NA,NA,107070
Notocomplana litoricola,Notocomplana litoricola,accepted,Notocomplana litoricola,NA,species,Platyhelminthes,NA,Polycladida,Notocomplanidae,Notocomplana,TRUE,NA,NA,483512,483512,NA,NA,479802
Acerotisa arctica,Acerotisa arctica,accepted,Acerotisa arctica,NA,species,Platyhelminthes,NA,Polycladida,Euryleptidae,Acerotisa,TRUE,NA,NA,483778,483778,NA,NA,142220
Rhachotropis barnardi,Rhachotropis barnardi,accepted,Rhachotropis barnardi,NA,species,Arthropoda,Malacostraca,Amphipoda,Eusiridae,Rhachotropis,TRUE,NA,NA,489872,489872,NA,NA,101528
Buccinum viridum,Buccinum viridum,accepted,Buccinum viridum,NA,species,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Buccinum,TRUE,NA,NA,490869,490869,NA,NA,137701
Limopsis akutanica,Limopsis akutanica,accepted,Limopsis akutanica,NA,species,Mollusca,Bivalvia,Arcida,Limopsidae,Limopsis,TRUE,NA,NA,504595,504595,NA,NA,138132
Chama arcana,Chama arcana,accepted,Chama arcana,NA,species,Mollusca,Bivalvia,Venerida,Chamidae,Chama,TRUE,NA,NA,504775,504775,NA,NA,137775
Pseudochama granti,Pseudochama granti,accepted,Pseudochama granti,NA,species,Mollusca,Bivalvia,Venerida,Chamidae,Pseudochama,TRUE,NA,NA,504803,504803,NA,NA,137776
Musculus taylori,Musculus taylori,accepted,Musculus taylori,NA,species,Mollusca,Bivalvia,Mytilida,Mytilidae,Musculus,TRUE,NA,NA,506129,506129,NA,NA,138225
Tindaria kennerlyi,Tindaria kennerlyi,accepted,Tindaria kennerlyi,NA,species,Mollusca,Bivalvia,Nuculanida,Tindariidae,Tindaria,TRUE,NA,NA,506457,506457,NA,1345021,138554
Dissiminassa dissimilis,Dissiminassa dissimilis,accepted,Dissiminassa dissimilis,NA,species,Arthropoda,Malacostraca,Amphipoda,Lysianassidae,Dissiminassa,TRUE,FALSE,FALSE,510681,510681,NA,NA,415315
Niveotectura funiculata,Niveotectura funiculata,accepted,Niveotectura funiculata,NA,species,Mollusca,Gastropoda,NA,Lottiidae,Niveotectura,TRUE,NA,NA,511344,511344,NA,NA,456557
Amphissa bicolor,Amphissa bicolor,accepted,Amphissa bicolor,NA,species,Mollusca,Gastropoda,Neogastropoda,Columbellidae,Amphissa,TRUE,NA,NA,511359,511359,NA,NA,137801
Epitonium hindsii,Epitonium hindsii,accepted,Epitonium hindsii,NA,species,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Epitoniidae,Epitonium,TRUE,NA,NA,523876,523876,NA,NA,137943
Lepidepecreum gurjanovae,Lepidepecreum gurjanovae,accepted,Lepidepecreum gurjanovae,NA,species,Arthropoda,Malacostraca,Amphipoda,Tryphosidae,Lepidepecreum,TRUE,FALSE,FALSE,526376,526376,803357,NA,101619
Pentamera pseudopopulifera,Pentamera pseudopopulifera,accepted,Pentamera pseudopopulifera,NA,species,Echinodermata,Holothuroidea,Dendrochirotida,Phyllophoridae,Pentamera,TRUE,FALSE,FALSE,528845,528845,NA,NA,123489
