found_taxa,worms_name,verbatim_name,gbif_name,ncbi_name,ncbi_commonname,gbif_usagekey,ncbi_uid,gbif_status,worms_aphiaid,worms_status,freshwater_only,kingdom,phylum,class,order,family,genus
Lycodes soldatovi,Lycodes soldatovi,Lycodes soldatovi,Lycodes soldatovi,Lycodes soldatovi,,5209411,512207,accepted,274123,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Zoarcidae,Lycodes
Lycodes rossi,Lycodes rossi,Lycodes rossi,Lycodes rossi,Lycodes rossi,threespot eelpout,5209438,215417,accepted,127113,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Zoarcidae,Lycodes
Lycenchelys tohokuensis,Lycenchelys tohokuensis,Lycenchelys tohokuensis,Lycenchelys tohokuensis,Lycenchelys tohokuensis,,2380613,1696855,accepted,274087,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Zoarcidae,Lycenchelys
Lycenchelys squamosa,Lycenchelys squamosa,Lycenchelys squamosa,Lycenchelys squamosa,Lycenchelys squamosa,,2380655,1696854,accepted,274086,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Zoarcidae,Lycenchelys
Lycenchelys muraena,Lycenchelys muraena,Lycenchelys muraena,Lycenchelys muraena,Lycenchelys muraena,moray wolf eel,2380671,215434,accepted,127099,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Zoarcidae,Lycenchelys
Lycodes adolfi,Lycodes adolfi,Lycodes adolfi,Lycodes adolfi,Lycodes adolfi,Adolf's eelpout,5209447,215431,accepted,127102,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Zoarcidae,Lycodes
Lycodes cortezianus,Lycodes cortezianus,Lycodes cortezianus,Lycodes cortezianus,Lycodes cortezianus,bigfin eelpout,5209402,57818,accepted,274097,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Zoarcidae,Lycodes
Lycodes matsubarai,Lycodes matsubarai,Lycodes cf. matsubarai HUMZ:164068,Lycodes matsubarai,NA,NA,5209375,NA,accepted,274108,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Zoarcidae,Lycodes
Lycodonus flagellicauda,Lycodonus flagellicauda,Lycodonus flagellicauda,Lycodonus flagellicauda,Lycodonus flagellicauda,,2381121,2995748,accepted,127119,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Zoarcidae,Lycodonus
Lycodes uschakovi,Lycodes uschakovi,Lycodes uschakovi,Lycodes uschakovi,Lycodes uschakovi,,5209455,1696860,accepted,274127,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Zoarcidae,Lycodes
Lycodes ocellatus,Lycodes ocellatus,Lycodes ocellatus,Lycodes ocellatus,Lycodes ocellatus,,5209422,1471302,accepted,274115,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Zoarcidae,Lycodes
Lycenchelys albomaculata,Lycenchelys albomaculata,Lycenchelys albomaculata,Lycenchelys albomaculata,Lycenchelys albomaculata,,2380667,2768267,accepted,274055,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Zoarcidae,Lycenchelys
Lycenchelys melanostomias,Lycenchelys melanostomias,Lycenchelys melanostomias,Lycenchelys melanostomias,Lycenchelys melanostomias,,2380676,2768263,accepted,274072,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Zoarcidae,Lycenchelys
Lycenchelys sarsii,Lycenchelys sarsii,Lycenchelys sarsii,Lycenchelys sarsii,Lycenchelys sarsii,Sar's wolf eel,2380620,215414,accepted,127101,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Zoarcidae,Lycenchelys
Zoarces americanus,Zoarces americanus,Zoarces americanus,Zoarces americanus,Zoarces americanus,ocean pout,2380998,8199,accepted,159267,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Zoarcidae,Zoarces
Lycenchelys paxillus,Lycenchelys paxillus,Lycenchelys cf. paxillus ZMUB:ICHT:9784,Lycenchelys paxillus,NA,NA,2380587,NA,accepted,159257,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Zoarcidae,Lycenchelys
Lycenchelys aurantiaca,Lycenchelys aurantiaca,Lycenchelys aurantiaca,Lycenchelys aurantiaca,Lycenchelys aurantiaca,,2380663,1696853,accepted,274057,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Zoarcidae,Lycenchelys
Lycenchelys hippopotamus,Lycenchelys hippopotamus,Lycenchelys hippopotamus,Lycenchelys hippopotamus,Lycenchelys hippopotamus,,2380695,2768266,accepted,254593,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Zoarcidae,Lycenchelys
Hadropogonichthys leptopus,Hadropogonichthys leptopus,Hadropogonichthys leptopus,Hadropogonichthys leptopus,Hadropogonichthys leptopus,,4353603,2768306,accepted,388894,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Zoarcidae,Hadropogonichthys
Lycodes pacificus,Lycodes pacificus,Lycodopsis pacificus,Lycodopsis pacificus,Lycodopsis pacificus,blackbelly eelpout,2380731,1772091,synonym,274116,misspelling,0,Animalia,Chordata,Teleostei,Perciformes,Zoarcidae,Lycodopsis
Gymnoclinus cristulatus,Gymnoclinus cristulatus,Gymnoclinus cristulatus,Gymnoclinus cristulatus,Gymnoclinus cristulatus,,2394918,1696910,accepted,280960,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Stichaeidae,Gymnoclinus
Anarhichas denticulatus,Anarhichas denticulatus,Anarhichas denticulatus,Anarhichas denticulatus,Anarhichas denticulatus,northern wolffish,2392210,425520,accepted,126757,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Anarhichadidae,Anarhichas
Anarhichas lupus,Anarhichas lupus,Anarhichas lupus,Anarhichas lupus,Anarhichas lupus,Atlantic wolffish,8006460,8204,accepted,126758,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Anarhichadidae,Anarhichas
Anarrhichthys ocellatus,Anarrhichthys ocellatus,Anarrhichthys ocellatus,Anarrhichthys ocellatus,Anarrhichthys ocellatus,wolf-eel,2392219,433405,accepted,279605,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Anarhichadidae,Anarrhichthys
Anarhichas minor,Anarhichas minor,Anarhichas minor,Anarhichas minor,Anarhichas minor,spotted wolffish,2392194,65739,accepted,126759,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Anarhichadidae,Anarhichas
Zoarces elongatus,Zoarces elongatus,Zoarces elongatus,Zoarces elongatus,Zoarces elongatus,,2381009,291231,accepted,274153,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Zoarcidae,Zoarces
Anarhichas orientalis,Anarhichas orientalis,Anarhichas orientalis,Anarhichas orientalis,Anarhichas orientalis,Bering wolffish,2392206,479980,accepted,254511,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Anarhichadidae,Anarhichas
Melanostigma atlanticum,Melanostigma atlanticum,Melanostigma atlanticum,Melanostigma atlanticum,Melanostigma atlanticum,,5209502,1828439,accepted,127120,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Zoarcidae,Melanostigma
Chirolophis ascanii,Chirolophis ascanii,Chirolophis ascanii,Chirolophis ascanii,Chirolophis ascanii,,2394936,2719052,accepted,127071,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Stichaeidae,Chirolophis
Lycodes ygreknotatus,Lycodes ygreknotatus,Lycodes ygreknotatus,Lycodes ygreknotatus,Lycodes ygreknotatus,,5209391,1744849,accepted,274129,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Zoarcidae,Lycodes
Zoarces gillii,Zoarces gillii,Zoarces gillii,Zoarces gillii,Zoarces gillii,,2381010,762048,accepted,274154,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Zoarcidae,Zoarces
Lycozoarces regani,Lycozoarces regani,Lycozoarces regani,Lycozoarces regani,Lycozoarces regani,,2381096,641282,accepted,281451,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Zoarcidae,Lycozoarces
Chirolophis japonicus,Chirolophis japonicus,Chirolophis japonicus,Chirolophis japonicus,Chirolophis japonicus,,2394952,476915,accepted,273989,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Stichaeidae,Chirolophis
Chirolophis wui,Chirolophis wui,Chirolophis wui,Chirolophis wui,Chirolophis wui,,2394962,1358730,accepted,273992,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Stichaeidae,Chirolophis
Pholidapus dybowskii,Pholidapus dybowskii,Pholidapus dybowskii,Pholidapus dybowskii,Pholidapus dybowskii,,2394967,470928,accepted,282240,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Stichaeidae,Pholidapus
Leptoclinus maculatus,Leptoclinus maculatus,Leptoclinus maculatus,Leptoclinus maculatus,Leptoclinus maculatus,,2394832,980417,accepted,127072,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Stichaeidae,Leptoclinus
Anisarchus medius,Anisarchus medius,Anisarchus medius,Anisarchus medius,Anisarchus medius,stout eelblenny,2394767,980385,accepted,127070,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Stichaeidae,Anisarchus
Lumpenus fabricii,Lumpenus fabricii,Lumpenus fabricii,Lumpenus fabricii,Lumpenus fabricii,slender eelblenny,8290461,980336,accepted,127073,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Stichaeidae,Lumpenus
Pholis laeta,Pholis laeta,Pholis laeta,Pholis laeta,Pholis laeta,crescent gunnel,5210424,283367,accepted,273689,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Pholidae,Pholis
Poroclinus rothrocki,Poroclinus rothrocki,Poroclinus rothrocki,Poroclinus rothrocki,Poroclinus rothrocki,whitebarred prickleback,2394934,557414,accepted,254385,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Stichaeidae,Poroclinus
Zoarces viviparus,Zoarces viviparus,Zoarces viviparus,Zoarces viviparus,Zoarces viviparus,viviparous blenny,2381013,48416,accepted,127123,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Zoarcidae,Zoarces
Anisarchus macrops,Anisarchus macrops,Anisarchus macrops,Anisarchus macrops,Anisarchus macrops,,2394765,1358729,accepted,273988,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Stichaeidae,Anisarchus
Alectrias alectrolophus,Alectrias alectrolophus,Alectrias alectrolophus,Alectrias alectrolophus,Alectrias alectrolophus,stone cockscomb,2394781,641275,accepted,279547,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Stichaeidae,Alectrias
Pseudalectrias tarasovi,Pseudalectrias tarasovi,Pseudalectrias tarasovi,Pseudalectrias tarasovi,Pseudalectrias tarasovi,,2394788,1638160,accepted,282397,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Stichaeidae,Pseudalectrias
Chirolophis saitone,Chirolophis saitone,Chirolophis saitone,Chirolophis saitone,Chirolophis saitone,,2394960,1696841,accepted,273990,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Stichaeidae,Chirolophis
Bryozoichthys lysimus,Bryozoichthys lysimus,Bryozoichthys lysimus,Bryozoichthys lysimus,Bryozoichthys lysimus,nutcracker prickleback,2394864,1317002,accepted,279418,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Stichaeidae,Bryozoichthys
Neozoarces steindachneri,Neozoarces steindachneri,Neozoarces steindachneri,Neozoarces steindachneri,Neozoarces steindachneri,,2394982,1494042,accepted,254580,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Stichaeidae,Neozoarces
Chirolophis decoratus,Chirolophis decoratus,Chirolophis decoratus,Chirolophis decoratus,Chirolophis decoratus,decorated warbonnet,2394964,320615,accepted,254576,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Stichaeidae,Chirolophis
Chirolophis nugator,Chirolophis nugator,Chirolophis nugator,Chirolophis nugator,Chirolophis nugator,mosshead warbonnet,2394956,433395,accepted,254577,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Stichaeidae,Chirolophis
Alectrias benjamini,Alectrias benjamini,Alectrias benjamini,Alectrias benjamini,Alectrias benjamini,,2394780,1317003,accepted,279548,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Stichaeidae,Alectrias
Lumpenus lampretaeformis,Lumpenus lampretaeformis,Lumpenus lampretaeformis,Lumpenus lampretaeformis,Lumpenus lampretaeformis,snakeblenny,5211321,1266874,accepted,154675,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Stichaeidae,Lumpenus
Pholis gunnellus,Pholis gunnellus,Pholis gunnellus,Pholis gunnellus,Pholis gunnellus,rock gunnel,5210421,56726,accepted,126996,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Pholidae,Pholis
Gymnelus andersoni,Gymnelus andersoni,Gymnelus andersoni,Gymnelus andersoni,Gymnelus andersoni,,2380940,2012915,accepted,274046,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Zoarcidae,Gymnelus
Gymnelus retrodorsalis,Gymnelus retrodorsalis,Gymnelus retrodorsalis,Gymnelus retrodorsalis,Gymnelus retrodorsalis,aurora pout,2380941,1266869,accepted,127095,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Zoarcidae,Gymnelus
Lumpenus sagitta,Lumpenus sagitta,Lumpenus sagitta,Lumpenus sagitta,Lumpenus sagitta,snake prickleback,5211330,428036,accepted,254579,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Stichaeidae,Lumpenus
Ronquilus jordani,Ronquilus jordani,Ronquilus jordani,Ronquilus jordani,Ronquilus jordani,,2394458,428030,accepted,282629,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Bathymasteridae,Ronquilus
Kasatkia memorabilis,Kasatkia memorabilis,Kasatkia memorabilis,Kasatkia memorabilis,Kasatkia memorabilis,,2394792,1317004,accepted,281214,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Stichaeidae,Kasatkia
Stichaeus nozawae,Stichaeus nozawae,Stichaeus nozawae,Stichaeus nozawae,Stichaeus nozawae,,2394896,476920,accepted,276558,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Stichaeidae,Stichaeus
Stichaeus grigorjewi,Stichaeus grigorjewi,Stichaeus grigorjewi,Stichaeus grigorjewi,Stichaeus grigorjewi,,2394898,291111,accepted,276557,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Stichaeidae,Stichaeus
Xiphister atropurpureus,Xiphister atropurpureus,Xiphister atropurpureus,Xiphister atropurpureus,Xiphister atropurpureus,black prickleback,2394813,283024,accepted,283194,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Stichaeidae,Xiphister
Zoarchias veneficus,Zoarchias veneficus,Zoarchias veneficus,Zoarchias veneficus,Zoarchias veneficus,,2394977,1696900,accepted,283224,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Stichaeidae,Zoarchias
Phytichthys chirus,Phytichthys chirus,Phytichthys chirus,Phytichthys chirus,Phytichthys chirus,,2394821,1738904,accepted,282255,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Stichaeidae,Phytichthys
Xiphister mucosus,Xiphister mucosus,Xiphister mucosus,Xiphister mucosus,Xiphister mucosus,rock stickleback,2394809,283031,accepted,283195,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Stichaeidae,Xiphister
Stichaeus fuscus,Stichaeus fuscus,Stichaeus fuscus,Stichaeus fuscus,Stichaeus fuscus,,2394895,1317005,accepted,276556,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Stichaeidae,Stichaeus
Zoarchias major,Zoarchias major,Zoarchias major,Zoarchias major,Zoarchias major,,2394980,1358741,accepted,283220,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Stichaeidae,Zoarchias
Zoarchias glaber,Zoarchias glaber,Zoarchias glaber,Zoarchias glaber,Zoarchias glaber,,2394976,1419733,accepted,283219,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Stichaeidae,Zoarchias
Gymnelus viridis,Gymnelus viridis,Gymnelus viridis,Gymnelus viridis,Gymnelus viridis,fish doctor,2380942,932717,accepted,127096,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Zoarcidae,Gymnelus
Gymnelus taeniatus,Gymnelus taeniatus,Gymnelus taeniatus,Gymnelus taeniatus,Gymnelus taeniatus,,2380958,2012916,accepted,274053,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Zoarcidae,Gymnelus
Gymnelus sp. ZMUB:21424,NA,Gymnelus sp. ZMUB:21424,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Chordata,Teleostei,Perciformes,Zoarcidae,Gymnelus
Pholis picta,Pholis picta,Pholis picta,Pholis picta,Pholis picta,,5210418,283026,accepted,254560,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Pholidae,Pholis
Cryptacanthodes bergi,Cryptacanthodes bergi,Cryptacanthodes bergi,Cryptacanthodes bergi,Cryptacanthodes bergi,,2387404,1127570,accepted,276391,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Cryptacanthodidae,Cryptacanthodes
Pholis ornata,Pholis ornata,Pholis ornata,Pholis ornata,Pholis ornata,saddleback gunnel,5210410,283028,accepted,273692,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Pholidae,Pholis
Pholis clemensi,Pholis clemensi,Pholis clemensi,Pholis clemensi,Pholis clemensi,longfin gunnel,5210431,740703,accepted,273686,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Pholidae,Pholis
Pholis fasciata,Pholis fasciata,Pholis fasciata,Pholis fasciata,Pholis fasciata,banded gunnel,5210413,980340,accepted,159846,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Pholidae,Pholis
Apodichthys flavidus,Apodichthys flavidus,Apodichthys flavidus,Apodichthys flavidus,Apodichthys flavidus,penpoint gunnel,2390392,57779,accepted,279664,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Pholidae,Apodichthys
Zoarchias neglectus,Zoarchias neglectus,Zoarchias neglectus,Zoarchias neglectus,Zoarchias neglectus,,2394978,2012955,accepted,283222,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Stichaeidae,Zoarchias
Pungitius sp. MUSASHI-TOMIYO,NA,Pungitius sp. MUSASHI-TOMIYO,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Chordata,Teleostei,Perciformes,Gasterosteidae,Pungitius
Gymnelus hemifasciatus,Gymnelus hemifasciatus,Gymnelus hemifasciatus,Gymnelus hemifasciatus,Gymnelus hemifasciatus,halfbarred pout,2380932,932718,accepted,254583,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Zoarcidae,Gymnelus
Rhodymenichthys dolichogaster,Rhodymenichthys dolichogaster,Rhodymenichthys dolichogaster,Rhodymenichthys dolichogaster,Rhodymenichthys dolichogaster,striped gunnel,2390450,283029,accepted,282599,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Pholidae,Rhodymenichthys
Plectobranchus evides,Plectobranchus evides,Plectobranchus evides,Plectobranchus evides,Plectobranchus evides,bluebarred prickleback,2394930,57849,accepted,282283,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Stichaeidae,Plectobranchus
Pungitius kaibarae,NA,Pungitius kaibarae,Pungitius kaibarae,Pungitius kaibarae,,5204687,300318,synonym,NA,NA,NA,Animalia,Chordata,Teleostei,Perciformes,Gasterosteidae,Pungitius
Lycodichthys dearborni,Lycodichthys dearborni,Lycodichthys dearborni,Lycodichthys dearborni,Lycodichthys dearborni,Antarctic eel pout,2380969,8201,accepted,234713,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Zoarcidae,Lycodichthys
Pungitius pungitius,Pungitius pungitius,Pungitius pungitius,Pungitius pungitius,Pungitius pungitius,ninespine stickleback,5739510,134920,accepted,126507,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Gasterosteidae,Pungitius
Pungitius tymensis,Pungitius tymensis,Pungitius tymensis,Pungitius tymensis,Pungitius tymensis,Sakhalin sticlkeback,5204694,1480064,accepted,1019714,accepted,1,Animalia,Chordata,Teleostei,Perciformes,Gasterosteidae,Pungitius
Davidijordania poecilimon,Davidijordania poecilimon,Davidijordania poecilimon,Davidijordania poecilimon,Davidijordania poecilimon,,2381102,1358731,accepted,280494,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Zoarcidae,Davidijordania
Pungitius laevis,Pungitius laevis,Pungitius laevis,Pungitius laevis,Pungitius laevis,smoothtail ninespine stickleback,5739509,1480062,accepted,712532,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Gasterosteidae,Pungitius
Pungitius hellenicus,Pungitius hellenicus,Pungitius hellenicus,Pungitius hellenicus,Pungitius hellenicus,,5204683,1483110,accepted,1012274,accepted,1,Animalia,Chordata,Teleostei,Perciformes,Gasterosteidae,Pungitius
Anoplarchus purpurescens,Anoplarchus purpurescens,Anoplarchus purpurescens,Anoplarchus purpurescens,Anoplarchus purpurescens,high cockscomb,2394914,320623,accepted,279633,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Stichaeidae,Anoplarchus
Anoplarchus insignis,Anoplarchus insignis,Anoplarchus insignis,Anoplarchus insignis,Anoplarchus insignis,slender cockscomb,2394916,1225888,accepted,279632,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Stichaeidae,Anoplarchus
Pungitius sp. Freshwater type,NA,Pungitius sp. Freshwater type,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Chordata,Teleostei,Perciformes,Gasterosteidae,Pungitius
Dictyosoma rubrimaculatum,Dictyosoma rubrimaculatum,Dictyosoma rubrimaculatum,Dictyosoma rubrimaculatum,Dictyosoma rubrimaculatum,,5211345,999932,accepted,280547,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Stichaeidae,Dictyosoma
Hydrolagus colliei,Hydrolagus colliei,Hydrolagus colliei,Hydrolagus colliei,Hydrolagus colliei,spotted ratfish,5215461,7873,accepted,271406,accepted,0,Animalia,Chordata,Holocephali,Chimaeriformes,Chimaeridae,Hydrolagus
Hydrolagus barbouri,Hydrolagus barbouri,Hydrolagus barbouri,Hydrolagus barbouri,Hydrolagus barbouri,ninespot chimaera,5215468,134991,accepted,271404,accepted,0,Animalia,Chordata,Holocephali,Chimaeriformes,Chimaeridae,Hydrolagus
Hydrolagus purpurescens,Hydrolagus purpurescens,Hydrolagus purpurescens,Hydrolagus purpurescens,Hydrolagus purpurescens,,5215451,2768289,accepted,271417,accepted,0,Animalia,Chordata,Holocephali,Chimaeriformes,Chimaeridae,Hydrolagus
Chimaera monstrosa,Chimaera monstrosa,Chimaera monstrosa,Chimaera monstrosa,Chimaera monstrosa,rabbit fish,2417343,7871,accepted,105824,accepted,0,Animalia,Chordata,Holocephali,Chimaeriformes,Chimaeridae,Chimaera
